P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Year
3.64,2.67,0.19,0.51,27.890929999999997,585.5,-22.95,28.68,0.0,0.97,0.96,5772.0,11.1396,-1.0658,1,0,-2.1,2.44,-0.8,0.23,0.27,0,0,1,2016.0
9.1,3.58,0.2,0.71,37.71564,631.4,-23.92,10.35,0.0,0.78,0.74,4870.0,11.3196,-0.2844,2,0,-2.11,2.76,-0.5,0.22,0.22,0,0,1,2016.0
22.72,2.41,1.62,3.91,97.64406,800.9,-24.09,5.06,0.0,0.78,0.74,4870.0,11.3196,-0.2844,2,0,-2.22,-0.12,0.37,0.31,0.25,0,0,1,2016.0
19.53,2.33,1.54,3.6,161.0259,907.5,-24.56,8.28,0.0,1.01,1.01,5800.0,11.5461,2.2449,1,0,-2.32,-0.12,0.13,0.3,0.25,0,0,1,2016.0
8.24,1.89,1.22,2.31,12.87535,482.6,-21.35,39.91,0.0,0.8,0.78,5698.0,11.3437,2.5027,1,0,-1.93,-0.14,0.11,0.34,0.36,0,0,1,2016.0
22.12,4.81,0.2,0.96,9.525291000000001,447.6,-23.06,8.37,0.0,0.47,0.45,3789.0,11.8705,2.5942,1,0,-1.77,3.33,0.23,0.21,0.26,0,0,1,2016.0
25.93,2.48,1.7,4.22,34.72426,618.4,-23.03,11.81,0.0,0.72,0.68,5131.0,11.8741,4.2547,1,0,-2.11,-0.11,0.78,0.31,0.27,0,0,1,2016.0
10.72,2.02,1.3,2.63,44.41935,657.7,-22.85,7.62,0.0,0.68,0.66,4742.0,11.6732,4.5573,2,0,-2.12,-0.13,0.01,0.32,0.28,0,0,1,2016.0
3.09,2.54,0.19,0.48,13.08339,484.5,-22.01,19.08,0.0,0.68,0.66,4742.0,11.6732,4.5573,2,0,-1.9,2.41,-0.76,0.24,0.32,0,0,1,2016.0
16.14,2.23,1.46,3.25,9.612110000000001,448.6,-21.39,17.97,0.0,0.71,0.66,4320.0,11.8887,6.4123,1,0,-1.8,-0.12,0.73,0.34,0.37,0,0,1,2016.0
97.56,7.74,0.21,1.63,105.3471,816.2,-26.72,7.92,0.0,0.93,0.86,5430.0,11.664,0.6036,3,0,-2.26,4.88,0.67,0.16,0.12,0,0,1,2016.0
22.81,4.86,0.2,0.97,61.18536999999999,712.5,-25.11,11.91,0.0,0.93,0.86,5430.0,11.664,0.6036,3,0,-2.21,3.35,-0.16,0.2,0.17,0,0,1,2016.0
1.35,1.14,0.91,1.04,487.4939,1197.1,-24.21,2.51,0.0,0.93,0.86,5430.0,11.664,0.6036,3,0,-2.36,-0.17,-1.12,0.28,0.29,0,0,1,2016.0
4.31,1.59,1.07,1.7,16.15,510.7,-21.22,9.32,0.0,0.64,0.6,4043.0,22.6869,-14.489,2,0,-1.91,-0.15,-0.32,0.34,0.35,0,0,1,2016.0
8.77,1.92,1.24,2.38,8.198087,431.1,-20.89,15.5,0.0,0.64,0.6,4043.0,22.6869,-14.489,2,0,-1.75,-0.14,0.26,0.36,0.4,0,0,1,2016.0
39.44,5.83,0.2,1.16,60.09621,709.3,-25.49,20.89,0.0,1.12,1.21,5743.0,16.1716,-24.9903,2,0,-2.22,3.85,0.16,0.18,0.15,0,0,1,2016.0
114.42,8.1,0.22,1.74,23.40294,560.4,-25.18,42.36,0.0,1.12,1.21,5743.0,16.1716,-24.9903,2,0,-2.07,5.09,1.34,0.15,0.15,0,0,1,2016.0
3.64,2.67,0.19,0.51,5.380342,388.0,-21.15,14.57,0.0,0.56,0.52,3785.0,6.2804,24.5964,1,0,-1.6,2.44,-0.58,0.25,0.42,0,0,1,2016.0
19.17,2.32,1.53,3.56,17.580920000000003,521.7,-22.14,2.26,0.0,0.26,0.29,3214.0,22.375,-7.9554,1,0,-1.87,-0.12,0.7,0.33,0.31,0,0,1,2016.0
30.94,5.38,0.2,1.07,83.00777,769.0,-25.67,8.99,0.0,0.87,0.87,5315.0,16.8284,-19.5428,3,0,-2.23,3.62,-0.06,0.19,0.16,0,0,1,2016.0
8.35,3.48,0.2,0.69,27.37495,582.8,-23.51,20.66,0.0,0.87,0.87,5315.0,16.8284,-19.5428,3,0,-2.08,2.72,-0.49,0.22,0.24,0,0,1,2016.0
10.48,3.75,0.2,0.75,15.447770000000002,505.1,-23.04,31.72,0.0,0.87,0.87,5315.0,16.8284,-19.5428,3,0,-1.96,2.83,-0.29,0.22,0.26,0,0,1,2016.0
2.73,1.4,0.99,1.39,217.8905,978.8,-23.78,2.4,0.0,0.76,0.72,4680.0,11.3402,1.286,2,0,-2.26,-0.16,-0.87,0.29,0.29,0,0,1,2016.0
12.31,2.09,1.35,2.82,70.1423,737.3,-23.42,5.61,0.0,0.76,0.72,4680.0,11.3402,1.286,2,0,-2.17,-0.13,-0.0,0.31,0.27,0,0,1,2016.0
2.22,1.32,0.97,1.28,545.9713,1231.5,-24.66,1.42,0.0,0.8,0.74,4924.0,11.2966,3.8664,2,0,-2.33,-0.16,-1.01,0.28,0.29,0,0,1,2016.0
4.24,2.8,0.19,0.54,93.76473,792.8,-24.37,5.34,0.0,0.8,0.74,4924.0,11.2966,3.8664,2,0,-2.22,2.48,-0.89,0.23,0.23,0,0,1,2016.0
4.51,1.61,1.08,1.74,213.1267,973.4,-24.06,4.44,0.0,0.9,0.85,5413.0,16.2301,-24.7871,3,0,-2.32,-0.15,-0.69,0.29,0.28,0,0,1,2016.0
4.0,2.75,0.19,0.53,130.1141,860.5,-24.69,6.43,0.0,0.9,0.85,5413.0,16.2301,-24.7871,3,0,-2.28,2.46,-0.93,0.22,0.23,0,0,1,2016.0
3.91,2.73,0.19,0.52,45.74343,662.6,-23.54,14.09,0.0,0.9,0.85,5413.0,16.2301,-24.7871,3,0,-2.17,2.45,-0.83,0.23,0.25,0,0,1,2016.0
12.0,1.55,3.22,4.99,465.7567,1183.5,-24.83,4.02,0.0,1.07,1.1,5757.0,16.0022,-23.1893,2,0,-2.38,-1.0,-0.17,0.28,0.28,0,0,1,2016.0
9.9,2.42,0.7,1.69,128.3235,857.5,-24.4,10.56,0.0,1.07,1.1,5757.0,16.0022,-23.1893,2,0,-2.3,0.63,-0.39,0.29,0.24,0,0,1,2016.0
13.84,2.15,1.39,2.99,43.71327,655.1,-22.96,6.69,0.0,0.7,0.64,4613.0,11.7777,-5.1719,1,0,-2.11,-0.13,0.19,0.32,0.28,0,0,1,2016.0
14.02,4.13,0.2,0.82,49.0096,674.1,-24.51,3.47,0.0,0.6,0.57,3939.0,11.2745,-3.9754,1,0,-2.07,3.0,-0.36,0.21,0.2,0,0,1,2016.0
3.86,2.72,0.19,0.52,645.6243,1284.2,-26.42,5.66,0.0,1.15,1.58,5912.0,11.6008,-2.5209,1,0,-2.41,2.45,-1.09,0.22,0.22,0,0,1,2016.0
60.99,6.71,0.2,1.35,102.6183,810.9,-26.38,1.73,0.0,0.5,0.45,4103.0,11.3089,-1.7741,1,0,-2.16,4.32,0.32,0.17,0.13,0,0,1,2016.0
11.38,2.05,1.32,2.71,119.7229,842.7,-23.96,19.15,0.0,0.96,1.29,6256.0,11.6178,-0.9073,1,0,-2.31,-0.13,-0.16,0.3,0.26,0,0,1,2016.0
8.24,1.89,1.22,2.31,10.68332,460.6,-21.15,31.64,0.0,0.75,0.76,5054.0,11.2388,2.7807,1,0,-1.86,-0.14,0.15,0.35,0.37,0,0,1,2016.0
16.46,2.24,1.46,3.28,15.246379999999998,503.4,-21.91,20.51,0.0,0.77,0.73,4899.0,11.7416,3.2724,1,0,-1.94,-0.12,0.61,0.33,0.32,0,0,1,2016.0
8.95,1.93,1.24,2.4,57.81276,702.5,-23.03,2.77,0.0,0.51,0.45,4175.0,11.8213,3.4756,1,0,-2.11,-0.14,-0.16,0.32,0.28,0,0,1,2016.0
4.31,1.59,1.07,1.7,19.12419,532.8,-21.4,8.75,0.0,0.61,0.55,4326.0,11.2989,5.9884,1,0,-1.96,-0.15,-0.35,0.33,0.34,0,0,1,2016.0
,12.9,,,126.1522,853.8,-28.03,13.01,0.0,1.01,1.37,5452.0,16.4541,-27.957,1,0,-2.28,,,,0.08,0,0,1,2016.0
26.93,2.5,1.72,4.31,52.55709,686.0,-23.5,12.21,0.0,0.83,0.85,5269.0,16.2761,-20.4005,1,0,-2.18,-0.11,0.69,0.3,0.25,0,0,1,2016.0
1.39,1.15,0.91,1.05,5.98731,398.5,-19.43,9.78,0.0,0.42,0.38,3798.0,22.5369,-17.544,1,0,-1.64,-0.17,-0.67,0.36,0.49,0,0,1,2016.0
11.08,3.82,0.2,0.76,115.5306,835.3,-25.28,2.85,0.0,0.7,0.63,4456.0,22.2501,-17.2507,1,0,-2.2,2.86,-0.59,0.21,0.19,0,0,1,2016.0
12.55,2.1,1.36,2.85,23.95402,563.6,-22.26,9.01,0.0,0.68,0.62,4434.0,22.8461,-14.0699,1,0,-2.01,-0.13,0.26,0.33,0.3,0,0,1,2016.0
3.68,2.68,0.19,0.51,118.967,841.4,-24.54,7.05,0.0,0.89,0.86,5413.0,22.2548,-14.0498,3,0,-2.27,2.44,-0.95,0.22,0.23,0,0,1,2016.0
4.61,1.62,1.08,1.76,465.0533,1183.1,-24.93,2.54,0.0,0.89,0.86,5413.0,22.2548,-14.0498,3,0,-2.36,-0.15,-0.78,0.29,0.28,0,0,1,2016.0
5.63,1.71,1.13,1.93,24.75527,568.3,-21.85,22.88,0.0,0.89,0.86,5413.0,22.2548,-14.0498,3,0,-2.07,-0.15,-0.26,0.32,0.32,0,0,1,2016.0
22.72,2.41,1.62,3.91,17.02875,517.5,-22.19,20.69,0.0,0.77,0.73,5055.0,22.5962,-14.0277,2,0,-1.98,-0.12,0.88,0.32,0.31,0,0,1,2016.0
18.45,2.3,1.52,3.49,38.11738,633.0,-22.96,11.3,0.0,0.77,0.73,5055.0,22.5962,-14.0277,2,0,-2.12,-0.12,0.45,0.32,0.27,0,0,1,2016.0
13.57,2.14,1.38,2.96,67.03485,729.0,-23.42,6.67,0.0,0.77,0.73,4880.0,22.2909,-12.1875,2,0,-2.18,-0.13,0.07,0.31,0.27,0,0,1,2016.0
13.57,2.14,1.38,2.96,20.57459,542.6,-22.13,16.2,0.0,0.77,0.73,4880.0,22.2909,-12.1875,2,0,-2.01,-0.13,0.36,0.33,0.31,0,0,1,2016.0
6.57,3.22,0.2,0.63,189.2785,945.0,-25.45,20.26,0.0,1.4,1.63,6771.0,22.2284,-12.0664,1,0,-2.37,2.62,-0.83,0.22,0.21,0,0,1,2016.0
11.84,2.07,1.33,2.76,99.35427,804.3,-23.78,6.53,0.0,0.74,0.73,5312.0,22.1609,-11.4287,1,0,-2.25,-0.13,-0.1,0.31,0.26,0,0,1,2016.0
4.21,1.58,1.07,1.69,45.469840000000005,661.6,-22.34,12.65,0.0,0.87,0.84,5213.0,22.2141,-10.9254,1,0,-2.16,-0.15,-0.5,0.31,0.3,0,0,1,2016.0
26.43,2.49,1.71,4.26,897.5314,1394.5,-26.58,5.07,0.0,1.16,1.71,5958.0,22.1018,-10.7115,1,0,-2.42,-0.11,-0.04,0.29,0.23,0,0,1,2016.0
,17.4,,,55.60338,695.7,-27.79,24.39,0.0,0.94,1.12,5984.0,22.2404,-10.6528,1,0,-2.22,,,,0.07,0,0,1,2016.0
4.21,1.58,1.07,1.69,41.9906,648.5,-22.25,8.05,0.0,0.73,0.68,4746.0,22.268,-10.5673,1,0,-2.12,-0.15,-0.49,0.31,0.31,0,0,1,2016.0
19.17,2.32,1.53,3.56,17.89142,524.0,-22.16,7.07,0.0,0.55,0.49,4127.0,22.384,-10.4886,1,0,-1.93,-0.12,0.7,0.33,0.31,0,0,1,2016.0
4.68,2.89,0.19,0.56,62.69164,716.9,-24.0,13.98,0.0,0.94,0.93,5622.0,22.5651,-10.0849,1,0,-2.22,2.5,-0.81,0.23,0.23,0,0,1,2016.0
13.84,2.15,1.39,2.99,13.67247,489.9,-21.7,6.99,0.0,0.48,0.43,4006.0,22.7816,-9.8816,1,0,-1.87,-0.13,0.49,0.34,0.34,0,0,1,2016.0
24.51,2.45,1.67,4.08,213.5892,974.0,-24.98,7.5,0.0,1.05,1.06,5922.0,22.335,-9.0561,1,0,-2.35,-0.11,0.23,0.3,0.24,0,0,1,2016.0
18.8,2.31,1.53,3.52,59.12028000000001,706.4,-23.45,19.57,0.0,0.96,0.98,6060.0,22.6613,-8.7145,1,0,-2.23,-0.12,0.35,0.31,0.26,0,0,1,2016.0
3.64,2.67,0.19,0.51,429.8588,1160.0,-25.93,7.81,0.0,1.16,1.56,5995.0,22.5897,-7.4699,2,0,-2.39,2.44,-1.07,0.22,0.23,0,0,1,2016.0
4.09,2.77,0.19,0.53,138.112,873.4,-24.77,18.31,0.0,1.16,1.56,5995.0,22.5897,-7.4699,2,0,-2.32,2.47,-0.93,0.22,0.23,0,0,1,2016.0
550.17,11.1,0.4,4.47,62.25728,715.6,-26.93,23.97,0.0,1.02,1.28,5806.0,22.4737,-6.0867,1,0,-2.23,7.21,3.36,0.11,0.1,0,0,1,2016.0
29.89,3.58,0.65,2.33,109.5953,824.3,-25.08,8.27,0.0,1.01,0.95,5434.0,8.3614,13.4975,1,0,-2.27,1.27,0.21,0.28,0.2,0,0,1,2017.0
16.69,2.59,0.96,2.49,27.652079999999998,583.5,-22.87,13.86,0.08,0.74,0.71,5010.0,13.8233,-12.2845,1,0,-2.07,0.4,0.3,0.32,0.27,0,0,1,2017.0
4.09,1.57,1.06,1.66,485.8884,1196.1,-24.9,2.35,0.0,0.93,0.86,5378.0,23.2633,-10.8497,5,0,-2.36,-0.15,-0.83,0.29,0.28,0,0,1,2018.0
3.02,2.52,0.19,0.48,279.814,1042.0,-25.34,3.56,0.0,0.93,0.86,5378.0,23.2633,-10.8497,5,0,-2.33,2.4,-1.07,0.22,0.23,0,0,1,2018.0
3.57,2.65,0.19,0.51,160.3881,906.6,-24.84,5.4,0.0,0.93,0.86,5378.0,23.2633,-10.8497,5,0,-2.3,2.44,-0.99,0.22,0.23,0,0,1,2018.0
7.04,3.29,0.2,0.65,91.07551,787.0,-24.7,8.26,0.0,0.93,0.86,5378.0,23.2633,-10.8497,5,0,-2.25,2.64,-0.72,0.22,0.21,0,0,1,2018.0
4.29,2.81,0.19,0.54,51.02715,680.9,-23.72,12.76,0.0,0.93,0.86,5378.0,23.2633,-10.8497,5,0,-2.18,2.48,-0.81,0.23,0.24,0,0,1,2018.0
121.14,9.09,0.16,1.46,15.808370000000002,508.0,-25.0,28.38,0.0,0.92,0.86,5287.0,19.2711,-17.9106,1,0,-1.97,6.07,1.4,0.13,0.16,0,0,1,2017.0
7.31,6.94,0.02,0.15,39.91838,640.4,-25.42,7.75,0.0,0.71,0.68,4599.0,23.3944,-1.1892,2,0,-2.1,9.4,-0.95,0.09,0.14,0,0,1,2018.0
215.88,15.67,0.06,0.88,595.5355,1258.6,-30.15,4.17,0.0,1.11,1.21,5948.0,18.9697,-47.0033,1,0,-2.4,11.96,0.29,0.08,0.06,0,0,1,2015.0
212.7,14.82,0.07,0.97,846.3564,1374.1,-30.41,3.23,0.0,1.21,1.39,5647.0,19.7892,48.24,1,0,-2.4,11.14,0.25,0.08,0.06,0,0,1,2010.0
45.12,11.09,0.03,0.37,57.022619999999996,699.6,-26.84,19.22,0.06,1.0,1.1,5722.0,19.0383,38.4008,3,0,-2.21,10.13,-0.26,0.09,0.1,0,0,1,2010.0
31.01,10.69,0.03,0.27,22.24406,552.8,-25.73,39.03,0.07,1.0,1.1,5722.0,19.0383,38.4008,3,0,-2.06,10.65,-0.33,0.08,0.13,0,0,1,2010.0
19.19,2.32,1.54,3.56,18.622339999999998,529.0,-22.2,45.29,0.05,0.91,1.06,5708.0,19.0453,50.2414,2,0,-2.02,-0.12,0.69,0.32,0.31,0,0,1,2011.0
137.03,18.98,0.02,0.38,798.4283,1354.2,-30.89,4.44,0.01,1.17,1.48,5947.0,19.0829,50.0403,1,0,-2.42,16.08,-0.32,0.06,0.05,0,0,1,2011.0
209.84,10.75,0.17,1.82,264.9922,1027.9,-28.44,4.94,0.0,1.02,0.99,5595.0,19.7467,49.1401,1,0,-2.34,7.18,0.93,0.12,0.09,0,0,1,2011.0
6.87,2.0,0.86,1.72,462.8623,1181.7,-25.38,3.5,0.0,0.97,1.11,5383.0,19.8719,44.7464,3,0,-2.36,0.23,-0.69,0.29,0.26,0,0,1,2011.0
17.21,5.48,0.1,0.57,163.5427,911.1,-26.44,7.64,0.0,0.97,1.11,5383.0,19.8719,44.7464,3,0,-2.3,4.73,-0.59,0.16,0.15,0,0,1,2011.0
16.31,6.96,0.05,0.34,67.33046999999999,729.8,-26.0,14.86,0.0,0.97,1.11,5383.0,19.8719,44.7464,3,0,-2.22,7.11,-0.63,0.12,0.13,0,0,1,2011.0
15.76,2.22,1.45,3.21,85.1907,771.9,-23.77,9.29,0.12,0.94,0.85,5541.0,19.3614,37.8517,3,0,-2.25,-0.12,0.12,0.31,0.26,0,0,1,2011.0
22.51,4.84,0.2,0.96,6.669498,409.2,-22.68,62.95,0.05,0.94,0.85,5541.0,19.3614,37.8517,3,0,-1.72,3.34,0.33,0.21,0.38,0,0,1,2017.0
5.42,1.69,1.12,1.89,406.3756,1143.1,-24.88,7.11,0.06,1.11,1.52,5760.0,19.6144,49.4792,3,0,-2.38,-0.15,-0.71,0.29,0.27,0,0,1,2012.0
5.92,3.11,0.2,0.61,232.8539,995.1,-25.6,10.74,0.02,1.11,1.52,5760.0,19.6144,49.4792,3,0,-2.35,2.58,-0.88,0.22,0.21,0,0,1,2012.0
17.49,2.23,1.57,3.51,148.8737,888.8,-24.39,15.27,0.08,1.11,1.52,5760.0,19.6144,49.4792,3,0,-2.31,-0.18,0.08,0.3,0.25,0,0,1,2014.0
20.36,2.35,1.57,3.68,181.6308,935.3,-24.71,8.15,0.0,1.03,1.07,5800.0,19.3608,38.3439,2,0,-2.33,-0.12,0.13,0.3,0.24,0,0,1,2012.0
4.24,2.8,0.19,0.54,103.4565,812.5,-24.48,12.33,0.0,1.03,1.07,5800.0,19.3608,38.3439,2,0,-2.28,2.48,-0.9,0.22,0.23,0,0,1,2012.0
3.77,2.7,0.19,0.52,527.5407,1220.4,-26.18,6.24,0.05,1.22,1.36,6190.0,19.1092,39.4878,3,0,-2.41,2.45,-1.08,0.22,0.22,0,0,1,2012.0
27.13,5.15,0.2,1.02,201.3569,959.7,-26.54,12.72,0.01,1.22,1.36,6190.0,19.1092,39.4878,3,0,-2.36,3.5,-0.3,0.19,0.15,0,0,1,2012.0
89.93,7.56,0.21,1.57,9.111664999999999,442.6,-24.0,123.0,0.0,1.22,1.36,6190.0,19.1092,39.4878,3,0,-1.82,4.78,1.44,0.16,0.28,0,0,1,2014.0
4.13,2.78,0.19,0.54,17.72581,522.8,-22.54,12.28,0.0,0.65,0.59,4500.0,18.9961,46.5667,3,0,-1.96,2.47,-0.7,0.24,0.29,0,0,1,2012.0
3.87,2.72,0.19,0.52,11.18604,465.9,-21.99,17.25,0.0,0.65,0.59,4500.0,18.9961,46.5667,3,0,-1.85,2.45,-0.66,0.24,0.32,0,0,1,2012.0
22.64,2.41,1.62,3.9,2.646054,324.9,-20.15,46.83,0.0,0.65,0.59,4500.0,18.9961,46.5667,3,0,-1.31,-0.12,1.56,0.33,0.57,0,0,1,2014.0
13.05,4.03,0.2,0.8,19.07238,532.4,-23.43,15.33,0.0,0.65,0.59,5400.0,19.4825,41.0858,2,0,-2.01,2.96,-0.22,0.22,0.23,0,0,1,2012.0
23.78,4.93,0.2,0.98,7.27951,418.5,-22.82,31.33,0.0,0.65,0.59,5400.0,19.4825,41.0858,2,0,-1.75,3.39,0.35,0.21,0.29,0,0,1,2012.0
9.13,3.58,0.2,0.71,50.7637,680.0,-24.24,5.91,0.0,0.75,0.7,4590.0,19.4758,42.4294,2,0,-2.13,2.76,-0.55,0.22,0.21,0,0,1,2012.0
7.49,3.36,0.2,0.66,29.74176,595.0,-23.52,8.99,0.0,0.75,0.7,4590.0,19.4758,42.4294,2,0,-2.05,2.67,-0.55,0.23,0.24,0,0,1,2012.0
7.42,3.35,0.2,0.66,111.5883,828.0,-24.95,10.34,0.0,1.0,0.96,5750.0,19.89,47.4911,2,0,-2.29,2.67,-0.73,0.22,0.21,0,0,1,2012.0
6.05,3.14,0.2,0.62,74.69960999999999,749.0,-24.37,13.29,0.0,1.0,0.96,5750.0,19.89,47.4911,2,0,-2.25,2.59,-0.75,0.22,0.22,0,0,1,2012.0
11.98,3.92,0.2,0.78,22.83553,556.9,-23.57,29.33,0.0,0.99,0.95,5498.0,19.0189,38.9472,3,0,-2.06,2.91,-0.3,0.22,0.23,0,0,1,2012.0
,12.32,,,8.22079,431.4,-24.95,60.32,0.0,0.99,0.95,5498.0,19.0189,38.9472,3,0,-1.79,,,,0.18,0,0,1,2012.0
159.45,8.85,0.23,2.04,2.9594840000000002,334.2,-23.11,143.34,0.0,0.99,0.95,5498.0,19.0189,38.9472,3,0,-1.35,5.53,2.76,0.14,0.34,0,0,1,2012.0
15.34,4.26,0.2,0.85,84.2804,771.9,-25.17,20.86,0.0,1.21,1.22,6340.0,19.6017,45.8531,3,0,-2.28,3.06,-0.41,0.21,0.18,0,0,1,2012.0
15.34,4.26,0.2,0.85,31.916829999999997,605.5,-24.11,42.63,0.0,1.21,1.22,6340.0,19.6017,45.8531,3,0,-2.14,3.06,-0.24,0.21,0.2,0,0,1,2012.0
18.84,4.56,0.2,0.91,14.185260000000001,494.4,-23.38,87.65,0.0,1.21,1.22,6340.0,19.6017,45.8531,3,0,-1.96,3.21,0.04,0.21,0.24,0,0,1,2014.0
14.16,4.14,0.2,0.82,23.32169,559.9,-23.71,5.9,0.0,0.58,0.53,3900.0,19.8561,46.5742,2,0,-1.97,3.01,-0.22,0.22,0.22,0,0,1,2012.0
10.03,3.7,0.2,0.73,7.1980509999999995,417.3,-22.18,8.75,0.0,0.58,0.53,3900.0,19.8561,46.5742,2,0,-1.7,2.81,-0.17,0.23,0.33,0,0,1,2012.0
6.72,1.79,1.17,2.09,787.8447,1349.8,-25.72,5.67,0.0,1.29,1.82,5904.0,19.2719,46.0053,5,0,-2.41,-0.14,-0.71,0.28,0.27,0,0,1,2012.0
6.75,3.25,0.2,0.64,255.4196,1018.5,-25.79,13.18,0.0,1.29,1.82,5904.0,19.2719,46.0053,5,0,-2.36,2.63,-0.86,0.22,0.2,0,0,1,2012.0
30.87,5.38,0.2,1.07,130.7242,861.5,-26.16,21.78,0.0,1.29,1.82,5904.0,19.2719,46.0053,5,0,-2.31,3.61,-0.15,0.19,0.15,0,0,1,2012.0
13.05,4.03,0.2,0.8,78.99554,759.5,-24.98,31.78,0.0,1.29,1.82,5904.0,19.2719,46.0053,5,0,-2.26,2.96,-0.47,0.21,0.19,0,0,1,2012.0
17.89,4.48,0.2,0.89,56.19039,697.5,-24.84,41.03,0.0,1.29,1.82,5904.0,19.2719,46.0053,5,0,-2.22,3.17,-0.27,0.21,0.18,0,0,1,2012.0
40.31,8.15,0.07,0.61,2.435422,318.2,-22.72,131.46,0.04,1.7,1.0,5606.0,19.6331,46.69,1,0,-1.23,6.74,0.68,0.13,0.37,0,0,1,2012.0
4.46,1.48,1.38,2.04,225.3489,987.1,-23.94,13.84,0.0,1.11,1.66,5900.0,19.4167,49.2319,2,0,-2.35,-0.42,-0.66,0.29,0.29,0,0,1,2012.0
8.08,3.68,0.16,0.6,181.9956,935.8,-25.69,16.24,0.0,1.11,1.66,5900.0,19.4167,49.2319,2,0,-2.34,3.13,-0.79,0.2,0.19,0,0,1,2012.0
0.02,0.32,0.72,0.23,45.53074,661.8,-18.85,13.37,0.0,0.8,0.77,5417.0,18.9373,44.5182,3,0,-2.17,-0.2,-1.53,0.27,0.23,0,0,1,2013.0
0.34,0.75,0.81,0.6,24.47566,566.7,-20.03,21.3,0.0,0.8,0.77,5417.0,18.9373,44.5182,3,0,-2.07,-0.18,-1.18,0.3,0.34,0,0,1,2013.0
9.1,1.94,1.25,2.42,10.62801,460.0,-21.2,39.79,0.0,0.8,0.77,5417.0,18.9373,44.5182,3,0,-1.87,-0.14,0.22,0.35,0.37,0,0,1,2013.0
120.82,4.37,1.45,6.33,12.99467,483.7,-23.19,105.59,0.0,0.95,1.76,5640.0,19.1219,42.2792,1,0,-1.93,1.14,2.89,0.21,0.25,0,0,1,2012.0
155.79,9.42,0.19,1.76,911.5815,1399.9,-29.5,1.86,0.0,0.94,0.89,5731.0,19.6342,45.9817,1,0,-2.41,6.13,0.37,0.13,0.09,0,0,1,2011.0
0.39,0.78,0.81,0.64,17.07234,517.9,-19.74,1.21,0.0,0.13,0.17,3068.0,19.4814,44.6194,3,0,-1.86,-0.18,-1.13,0.31,0.37,0,0,1,2012.0
0.31,0.73,0.8,0.58,63.812630000000006,720.1,-21.01,0.45,0.0,0.13,0.17,3068.0,19.4814,44.6194,3,0,-2.03,-0.18,-1.26,0.29,0.31,0,0,1,2012.0
0.14,0.57,0.77,0.44,9.686517,449.5,-18.43,1.86,0.0,0.13,0.17,3068.0,19.4814,44.6194,3,0,-1.74,-0.19,-1.27,0.32,0.39,0,0,1,2012.0
324.3,13.89,0.12,1.68,287.7634,1049.2,-29.09,3.25,0.02,0.84,0.87,5442.0,20.0069,45.7622,1,0,-2.34,9.89,1.15,0.09,0.07,0,0,1,2011.0
160.56,10.75,0.13,1.39,98.46519,800.7,-27.37,2.46,0.11,0.56,0.53,4098.0,19.525,41.0642,1,0,-2.15,7.44,0.91,0.11,0.09,0,0,1,2011.0
178.24,9.09,0.24,2.16,14.47016,496.9,-24.91,33.6,0.01,0.9,0.94,5155.0,19.2847,42.6042,2,0,-1.94,5.68,2.11,0.14,0.16,0,0,1,2012.0
115.09,8.11,0.22,1.75,7.146610000000001,416.5,-23.89,57.0,0.01,0.9,0.94,5155.0,19.2847,42.6042,2,0,-1.74,5.1,1.84,0.15,0.29,0,0,1,2012.0
8.1,1.88,1.22,2.29,182.8136,936.8,-24.23,4.78,0.0,0.88,0.89,5194.0,19.9425,40.9489,4,0,-2.29,-0.14,-0.42,0.3,0.27,0,0,1,2012.0
14.62,2.71,0.73,1.99,71.37283000000001,740.5,-24.01,9.67,0.0,0.88,0.89,5194.0,19.9425,40.9489,4,0,-2.21,0.71,-0.08,0.3,0.24,0,0,1,2012.0
7.95,2.04,0.94,1.91,9.797448,450.7,-21.22,42.9,0.0,0.88,0.89,5194.0,19.9425,40.9489,4,0,-1.84,0.16,0.07,0.35,0.38,0,0,1,2014.0
3.72,2.69,0.19,0.51,17.57965,521.7,-22.46,7.2,0.0,0.55,0.53,3974.0,19.4864,40.5917,4,0,-1.92,2.44,-0.73,0.24,0.29,0,0,1,2012.0
3.24,2.58,0.19,0.49,10.104230000000001,454.2,-21.76,10.91,0.0,0.55,0.53,3974.0,19.4864,40.5917,4,0,-1.8,2.42,-0.71,0.24,0.34,0,0,1,2012.0
4.42,1.6,1.08,1.72,65.40781,724.5,-22.76,2.58,0.0,0.55,0.53,3974.0,19.4864,40.5917,4,0,-2.1,-0.15,-0.54,0.31,0.29,0,0,1,2014.0
3.99,1.56,1.06,1.65,4.671292,374.5,-19.82,18.6,0.0,0.55,0.53,3974.0,19.4864,40.5917,4,0,-1.56,-0.15,-0.13,0.39,0.52,0,0,1,2014.0
