pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad
HN Peg b,Imaging,1,,773.000000,,21.99870,1.051,21h44m31.33s,326.130554,+14d46m19.0s,14.771939,18.13,5974.00,1.10,1.04
HR 2562 b,Imaging,1,,20.300000,,30.00000,1.110,06h50m01.01s,102.504227,-60d14m56.9s,-60.249146,33.63,,1.30,
HR 810 b,Radial Velocity,1,302.79999000,0.920000,0.140000,2.27000,,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.33,6167.00,1.34,1.13
HR 8799 b,Imaging,4,170000.00000000,68.000000,,7.00000,1.200,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,,1.51,
HR 8799 c,Imaging,4,69000.00000000,38.000000,,10.00000,1.200,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,,1.51,
HR 8799 d,Imaging,4,37000.00000000,24.000000,,10.00000,1.200,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,,1.51,
HR 8799 e,Imaging,4,18000.00000000,14.500000,,,,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,,1.51,
IC 4651 9122 b,Radial Velocity,1,734.00000000,2.038000,0.180000,6.30000,,17h24m50.07s,261.208618,-49d56m56.1s,-49.948917,879.38,,2.10,
K2-10 b,Transit,1,19.30440000,,0.310000,0.08495,0.343,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,5620.00,0.92,0.98
K2-100 b,Transit,1,1.67383300,0.029600,,,0.320,08h38m24.30s,129.601257,+20d06m21.8s,20.106064,190.04,6168.00,1.23,1.22
K2-101 b,Transit,1,14.67728600,,0.100000,,0.178,08h41m22.58s,130.344086,+18d56m01.9s,18.933874,189.33,4819.00,0.80,0.73
K2-102 b,Transit,1,9.91561500,,0.100000,,0.116,08h40m13.45s,130.056046,+19d46m43.7s,19.778811,189.17,4695.00,0.77,0.71
K2-104 b,Transit,1,1.97423800,0.023000,0.090000,,0.175,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,190.21,3546.46,0.43,0.49
K2-105 b,Transit,1,8.26770400,0.079600,,,0.301,08h21m40.87s,125.420280,+13d29m51.1s,13.497530,199.28,5464.00,0.99,0.91
K2-107 b,Transit,1,3.31395900,0.047500,,,1.426,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,696.95,6061.00,1.30,1.81
K2-108 b,Transit,1,4.73399900,0.058100,,,0.476,08h13m31.65s,123.381874,+16d25m10.6s,16.419609,484.99,5599.00,1.17,1.76
K2-11 b,Transit,1,39.93767000,0.225700,,,0.674,11h16m10.08s,169.042007,+01d59m12.6s,1.986840,332.46,5433.00,1.35,5.15
K2-110 b,Transit,1,13.86387000,0.102700,,,0.228,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,116.84,4950.00,0.75,0.71
K2-111 b,Transit,1,5.35117000,0.062100,0.000000,0.02706,0.170,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,5730.00,0.88,1.23
K2-113 b,Transit,1,5.81768500,0.064200,,,1.083,01h17m47.83s,19.449286,+06d52m08.0s,6.868895,649.75,5660.00,1.04,1.24
K2-114 b,Transit,1,11.39101300,0.095400,,,0.952,08h31m31.91s,127.882965,+11d55m20.2s,11.922265,484.80,5044.00,0.89,0.84
K2-115 b,Transit,1,20.27261500,0.143000,,,1.076,08h26m12.83s,126.553444,+12d16m55.0s,12.281936,418.58,5657.00,0.95,0.88
K2-116 b,Transit,1,4.65541100,0.048000,0.060000,,0.062,22h24m36.39s,336.151611,-11d34m43.3s,-11.578691,49.46,4348.35,0.69,0.67
K2-117 b,Transit,2,1.29160000,0.018900,,,0.181,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,3778.00,0.54,0.51
K2-117 c,Transit,2,5.44401700,0.049200,,,0.184,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,101.95,3778.00,0.54,0.51
K2-118 b,Transit,1,50.92092000,0.245000,0.200000,,0.227,08h48m30.45s,132.126892,+15d39m21.5s,15.655983,324.70,4726.29,0.76,0.73
K2-119 b,Transit,1,7.72728300,0.069800,,,0.226,08h48m02.34s,132.009735,+16d54m06.7s,16.901854,369.66,4740.00,0.76,0.71
K2-12 b,Transit,1,8.28212000,0.080200,,,0.208,11h32m46.09s,173.192032,+02d14m41.6s,2.244884,329.36,5800.00,1.01,1.01
K2-120 b,Transit,1,9.56274200,0.078000,0.140000,,0.179,08h48m34.32s,132.142990,+17d11m26.5s,17.190685,,4349.90,0.69,0.67
K2-121 b,Transit,1,5.18576100,0.052500,,,0.669,08h27m44.81s,126.936722,+17d34m45.8s,17.579397,170.37,4551.00,0.72,0.68
K2-122 b,Transit,1,2.21928200,0.028500,,,0.108,08h25m54.31s,126.476311,+20d21m34.5s,20.359570,72.19,4027.00,0.62,0.60
K2-123 b,Transit,1,30.95152400,0.164900,,,0.246,08h57m46.60s,134.444183,+21d27m12.7s,21.453533,162.36,4035.00,0.62,0.59
K2-124 b,Transit,1,6.41365100,0.049000,,,0.259,08h54m33.89s,133.641190,+23d07m58.4s,23.132891,140.40,3570.00,0.39,0.39
K2-125 b,Transit,1,21.75026400,0.121000,0.080000,,0.194,13h36m34.11s,204.142120,-14d56m51.4s,-14.947603,124.60,3654.47,0.49,0.40
K2-126 b,Transit,1,7.38565500,0.065600,,,0.176,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,103.29,4339.00,0.69,0.65
K2-127 b,Transit,1,3.58816300,0.041100,,,0.747,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,723.97,4575.00,0.72,0.66
K2-128 b,Transit,1,5.67581900,0.056000,0.230000,,0.127,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,115.01,4469.51,0.71,0.78
K2-129 b,Transit,1,8.23949300,0.057000,0.130000,,0.093,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,27.82,3459.09,0.36,0.36
K2-13 b,Transit,1,39.91488000,0.211400,,,0.169,11h20m37.33s,170.155533,+02d30m09.7s,2.502696,345.76,5698.00,0.80,0.78
K2-130 b,Transit,1,2.49412000,0.032000,0.170000,,0.112,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,118.41,4356.47,0.70,0.74
K2-131 b,Transit,1,0.36931000,0.009500,,,0.152,12h11m00.37s,182.751556,-09d45m54.8s,-9.765218,153.70,5245.00,0.84,0.75
K2-132 b,Transit,1,9.17510000,,,0.49000,1.300,12h08m39.94s,182.166397,-08d44m49.8s,-8.747175,620.41,4840.00,1.08,3.85
K2-133 b,Transit,3,3.07120000,0.033000,,,0.117,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,3655.00,0.51,0.47
K2-133 c,Transit,3,4.86820000,0.045000,,,0.132,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,3655.00,0.51,0.47
K2-133 d,Transit,3,11.02340000,0.077000,,,0.180,04h40m35.66s,70.148567,+25d00m36.0s,25.010006,75.33,3655.00,0.51,0.47
K2-136 b,Transit,3,7.97529200,,0.100000,,0.088,04h29m38.99s,67.412460,+22d52m57.8s,22.882721,59.35,4499.00,0.74,0.66
K2-136 c,Transit,3,17.30713700,,0.130000,,0.260,04h29m38.99s,67.412460,+22d52m57.8s,22.882721,59.35,4499.00,0.74,0.66
K2-136 d,Transit,3,25.57506500,,0.140000,,0.129,04h29m38.99s,67.412460,+22d52m57.8s,22.882721,59.35,4499.00,0.74,0.66
K2-137 b,Transit,1,0.17971500,0.005800,0.000000,0.50000,0.079,12h27m28.97s,186.870728,-06d11m42.8s,-6.195224,99.15,3492.00,0.46,0.44
K2-138 b,Transit,5,2.35322000,0.033800,0.403000,,0.140,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183.00,5378.00,0.93,0.86
K2-138 c,Transit,5,3.55987000,0.044540,0.296000,,0.225,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183.00,5378.00,0.93,0.86
K2-138 d,Transit,5,5.40478000,0.058830,0.348000,,0.237,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183.00,5378.00,0.93,0.86
K2-138 e,Transit,5,8.26144000,0.078070,0.315000,,0.294,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183.00,5378.00,0.93,0.86
K2-138 f,Transit,5,12.75759000,0.104300,0.364000,,0.251,23h15m47.77s,348.949036,-10d50m58.9s,-10.849696,183.00,5378.00,0.93,0.86
K2-139 b,Transit,1,28.38061900,0.179600,,,0.813,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,154.60,5370.00,0.96,0.88
K2-14 b,Transit,1,8.36802000,0.062700,,,0.429,11h52m13.69s,178.057022,+02d35m39.3s,2.594245,367.72,3789.00,0.47,0.45
K2-140 b,Transit,1,6.56918000,0.068700,,,1.093,12h32m32.96s,188.137344,-09d36m27.5s,-9.607640,341.60,5705.00,1.00,0.99
K2-141 b,Transit,2,0.28032440,,0.000000,0.01598,0.135,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,4599.00,0.71,0.68
K2-141 c,Transit,2,7.74850000,,0.000000,0.02328,0.624,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,4599.00,0.71,0.68
K2-146 b,Transit,1,2.64466100,0.025900,,,0.192,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.50,3398.00,0.33,0.33
K2-147 b,Transit,1,0.96191700,0.015900,,,0.123,19h35m19.97s,293.833191,-28d29m52.2s,-28.497833,88.00,3672.00,0.58,0.55
K2-148 b,Transit,3,4.38395000,0.045400,,,0.119,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,4079.00,0.65,0.63
K2-148 c,Transit,3,6.92260000,0.061600,,,0.154,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,4079.00,0.65,0.63
K2-148 d,Transit,3,9.75790000,0.077400,,,0.146,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,4079.00,0.65,0.63
K2-149 b,Transit,1,11.33200000,0.083000,,,0.146,00h39m17.26s,9.821899,+07d16m37.6s,7.277100,118.00,3745.00,0.59,0.57
K2-15 b,Transit,1,11.81040000,0.091000,,,0.221,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,501.03,5131.00,0.72,0.68
K2-150 b,Transit,1,10.59357000,0.072700,,,0.178,01h13m22.60s,18.344175,+08d59m15.1s,8.987539,110.00,3499.00,0.46,0.44
K2-151 b,Transit,1,3.83547600,0.037300,,,0.133,01h17m13.09s,19.304525,+09d30m05.0s,9.501381,69.61,3695.00,0.47,0.45
K2-152 b,Transit,1,32.64790000,0.171600,,,0.204,12h06m31.87s,181.632797,-05d49m38.7s,-5.827410,108.70,4044.00,0.63,0.61
K2-153 b,Transit,1,7.51574000,0.061400,,,0.178,12h15m14.21s,183.809189,+02d01m15.4s,2.020953,143.60,3845.00,0.55,0.53
K2-154 b,Transit,2,3.67626000,0.040500,,,0.178,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,4097.00,0.65,0.63
K2-154 c,Transit,2,7.95486000,0.067700,,,0.185,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,4097.00,0.65,0.63
K2-155 b,Transit,3,6.34200000,0.056200,,,0.161,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,4258.00,0.65,0.58
K2-155 c,Transit,3,13.85000000,0.094600,,,0.232,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,4258.00,0.65,0.58
K2-155 d,Transit,3,40.71800000,0.193700,,,0.170,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,4258.00,0.65,0.58
K2-156 b,Transit,1,0.81314000,0.014900,,,0.103,12h10m48.04s,182.700180,-06d17m39.1s,-6.294205,150.40,4597.00,0.66,0.66
K2-157 b,Transit,1,0.36525700,,,,0.094,12h15m00.32s,183.751343,-05d46m55.2s,-5.781991,300.88,5456.00,0.94,0.88
K2-158 b,Transit,2,10.06049000,0.088700,,,0.236,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,5503.00,0.92,0.95
K2-158 c,Transit,2,5.90279000,0.062200,,,0.114,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,5503.00,0.92,0.95
K2-159 b,Transit,1,12.42205000,0.101300,,,0.202,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,171.90,5425.00,0.90,0.83
K2-16 b,Transit,2,7.61880000,0.066700,,,0.180,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4742.00,0.68,0.66
K2-16 c,Transit,2,19.07863000,0.122900,,,0.227,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4742.00,0.68,0.66
K2-160 b,Transit,1,3.70587100,,,,0.284,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,318.19,5649.00,0.98,0.91
K2-161 b,Transit,1,9.28318800,,,,0.546,12h15m10.52s,183.793839,-03d29m44.2s,-3.495612,941.09,4972.00,0.99,2.57
K2-162 b,Transit,1,9.45889000,0.079500,,,0.128,12h24m09.28s,186.038666,-01d06m40.9s,-1.111351,125.10,4842.00,0.75,0.69
K2-163 b,Transit,1,6.67311700,,,,0.220,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,209.67,4937.00,0.83,0.76
K2-164 b,Transit,1,17.35506600,,,,0.290,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,379.64,5791.00,1.18,2.20
K2-165 b,Transit,3,2.35499200,,,,0.114,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,5185.00,0.83,0.80
K2-165 c,Transit,3,4.38274500,,,,0.139,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,5185.00,0.83,0.80
K2-165 d,Transit,3,14.10136100,,,,0.236,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,5185.00,0.83,0.80
K2-166 b,Transit,1,8.52695000,0.085800,,,0.195,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,5960.00,1.16,1.61
K2-167 b,Transit,1,9.97748100,,,,0.252,22h26m18.19s,336.575775,-18d00m40.2s,-18.011171,81.08,5908.00,1.02,1.83
K2-168 b,Transit,1,15.85398900,,,,0.191,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,5554.00,0.91,0.87
K2-169 b,Transit,1,6.38080300,,,,0.114,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,237.35,5548.00,0.99,0.92
K2-17 b,Transit,1,17.96753000,0.119000,,,0.199,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,125.56,4320.00,0.71,0.66
K2-170 b,Transit,2,7.57654400,,,,0.127,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,5748.00,0.96,0.98
K2-170 c,Transit,2,12.40004700,,,,0.161,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,5748.00,0.96,0.98
K2-171 b,Transit,1,5.62846600,,,,0.240,22h09m21.80s,332.340820,-13d25m43.9s,-13.428865,616.41,5250.00,0.89,1.72
K2-172 b,Transit,2,14.31694100,,,,0.149,22h21m14.01s,335.308380,-12d33m24.8s,-12.556900,251.51,5569.00,0.93,0.87
K2-172 c,Transit,2,29.62682000,,,,0.286,22h21m14.01s,335.308380,-12d33m24.8s,-12.556900,251.51,5569.00,0.93,0.87
K2-173 b,Transit,1,5.86869900,,,,0.143,04h01m29.99s,60.374950,+15d37m30.1s,15.625037,230.14,5580.00,0.88,0.84
K2-174 b,Transit,1,19.56230700,0.126000,,,0.232,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,100.10,4455.00,0.70,0.68
K2-175 b,Transit,1,9.52598800,,,,0.182,03h30m00.86s,52.503578,+17d35m03.1s,17.584192,249.01,5909.00,1.09,1.42
K2-176 b,Transit,1,5.32943900,,,,0.133,03h53m04.60s,58.269165,+17d54m25.5s,17.907072,249.01,5428.00,0.94,0.86
K2-177 b,Transit,1,14.15518500,,,,0.189,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,499.02,6063.00,1.21,1.21
K2-178 b,Transit,1,8.74781800,,,,0.317,03h31m33.33s,52.888882,+22d26m05.5s,22.434870,216.08,5525.00,0.95,0.89
K2-179 b,Transit,1,5.17219100,,,,0.224,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,191.84,5015.00,0.82,0.77
K2-18 b,Transit,2,32.93962300,0.142900,0.200000,0.02807,0.211,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,34.00,3457.00,0.36,0.41
K2-18 c,Radial Velocity,2,8.96200000,0.060000,0.470000,0.02363,,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,34.00,3457.00,0.36,0.41
K2-180 b,Transit,1,8.86720900,0.075300,,,0.206,08h25m51.34s,126.463936,+10d14m49.1s,10.246968,204.51,5358.00,0.72,0.72
K2-181 b,Transit,1,6.89425600,0.070600,,,0.253,08h30m12.97s,127.554031,+10d54m37.1s,10.910294,364.82,5608.00,0.99,1.07
K2-182 b,Transit,1,4.73683700,0.052900,,,0.246,08h40m43.28s,130.180328,+10d58m58.6s,10.982941,155.90,5165.00,0.88,0.80
K2-183 b,Transit,3,0.46926900,,,,0.232,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,5519.00,0.93,0.97
K2-183 c,Transit,3,10.79263500,0.093200,,,0.256,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,5519.00,0.93,0.97
K2-183 d,Transit,3,22.63196400,0.152700,,,0.255,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,5519.00,0.93,0.97
K2-184 b,Transit,1,16.99573100,0.122900,,,0.138,08h36m33.63s,129.140106,+14d27m43.0s,14.461936,75.79,5220.00,0.86,0.78
K2-185 b,Transit,1,10.61664600,,,,0.117,08h41m02.32s,130.259659,+14d41m25.2s,14.690320,270.41,5722.00,0.98,0.91
K2-186 b,Transit,1,41.47421900,,,,0.283,09h01m20.39s,135.334976,+18d49m31.6s,18.825455,333.84,5784.00,1.02,0.98
K2-187 b,Transit,4,0.77392000,0.016400,,,0.116,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5484.00,0.98,0.92
K2-187 c,Transit,4,2.87204200,0.039200,,,0.161,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5484.00,0.98,0.92
K2-187 d,Transit,4,7.14921000,0.072000,,,0.283,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5484.00,0.98,0.92
K2-187 e,Transit,4,13.60987800,0.110600,,,0.212,08h50m05.67s,132.523605,+23d11m33.4s,23.192600,333.51,5484.00,0.98,0.92
K2-188 b,Transit,2,1.74216900,0.028900,,,0.120,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,5977.00,1.06,1.19
K2-188 c,Transit,2,7.81025300,0.078500,,,0.252,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.90,5977.00,1.06,1.19
K2-189 b,Transit,2,2.58830900,0.036100,,,0.136,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,5519.00,0.94,0.87
K2-189 c,Transit,2,6.67919500,0.068000,,,0.223,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,5519.00,0.94,0.87
K2-19 b,Transit,3,7.91940000,0.074000,,,0.691,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5430.00,0.93,0.86
K2-19 c,Transit,3,11.90715000,0.097100,,,0.434,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5430.00,0.93,0.86
K2-19 d,Transit,3,2.50856000,0.034400,,,0.102,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5430.00,0.93,0.86
K2-190 b,Transit,2,10.09885800,,,,0.121,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,5631.00,0.90,0.91
K2-190 c,Transit,2,21.57402300,,,,0.098,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,5631.00,0.90,0.91
K2-191 b,Transit,1,2.85864600,,,,0.141,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,289.57,5176.00,0.90,0.84
K2-192 b,Transit,1,4.16281700,0.049000,,,0.136,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,223.99,5222.00,0.90,0.81
K2-193 b,Transit,1,14.78688900,0.118400,,,0.352,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,416.91,5817.00,1.01,0.98
K2-194 b,Transit,1,39.72138600,,,,0.325,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,640.65,5979.00,1.11,1.28
K2-195 b,Transit,2,15.85297500,0.120800,,,0.279,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,317.83,5713.00,0.94,0.99
K2-195 c,Transit,2,28.48278600,,,,0.230,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,317.83,5713.00,0.94,0.99
K2-196 b,Transit,1,48.32422200,,,,0.321,13h21m49.52s,200.456345,-08d28m18.2s,-8.471721,594.09,6045.00,1.16,1.54
K2-197 b,Transit,1,8.35788100,0.080600,,,0.228,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,249.59,5667.00,1.00,0.93
K2-198 b,Transit,1,17.04317900,,,,0.367,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,110.91,5262.00,0.84,0.78
K2-199 b,Transit,2,3.22533800,0.038500,,,0.167,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,4648.00,0.73,0.68
K2-199 c,Transit,2,7.37469400,0.066800,,,0.248,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,4648.00,0.73,0.68
K2-200 b,Transit,1,2.84988300,,,,0.122,13h29m00.38s,202.251602,-04d36m36.8s,-4.610228,185.09,5233.00,0.86,0.79
K2-201 b,Transit,2,1.05979000,,,,0.125,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,199.05,5507.00,0.96,0.88
K2-201 c,Transit,2,22.77987800,,,,0.293,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,199.05,5507.00,0.96,0.88
K2-202 b,Transit,1,3.40516400,,,,0.205,18h53m03.43s,283.264282,-22d24m25.3s,-22.407034,302.99,5491.00,0.97,0.91
K2-203 b,Transit,1,9.69510100,,,,0.122,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,166.93,5000.00,0.79,0.76
K2-204 b,Transit,1,7.05578400,,,,0.272,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,586.87,5755.00,1.01,1.18
K2-205 b,Transit,1,26.67226300,,,,0.178,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,409.95,5890.00,0.95,1.08
K2-206 b,Transit,1,18.29454900,,,,0.249,00h45m01.52s,11.256313,+00d35m35.7s,0.593257,246.14,5043.00,0.79,0.76
K2-207 b,Transit,1,12.48749000,,,,0.232,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,366.84,5522.00,0.94,0.93
K2-208 b,Transit,1,4.19094800,,,,0.150,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,258.76,5582.00,0.93,0.86
K2-209 b,Transit,1,2.08061500,,,,0.077,00h58m45.76s,14.690681,+01d23m01.7s,1.383812,76.67,4720.00,0.74,0.71
K2-21 b,Transit,2,9.32503800,0.076000,0.100000,,0.164,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,83.85,4222.06,0.68,0.65
K2-21 c,Transit,2,15.50192000,0.107000,0.210000,,0.222,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,83.85,4222.06,0.68,0.65
K2-210 b,Transit,1,0.57023300,,,,0.073,01h10m33.82s,17.640936,+01d34m41.8s,1.578266,177.39,5396.00,0.91,0.85
K2-211 b,Transit,1,0.66955800,,,,0.123,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,274.39,5221.00,0.88,0.82
K2-212 b,Transit,1,9.79551000,0.078500,,,0.225,01h13m41.62s,18.423407,+03d05m49.0s,3.096936,109.32,4272.00,0.67,0.65
K2-213 b,Transit,1,8.13087000,,,,0.135,00h52m33.67s,13.140305,+03d30m27.7s,3.507705,394.05,5794.00,1.07,1.20
K2-214 b,Transit,1,8.59680200,0.083400,,,0.217,00h59m30.26s,14.876077,+04d13m40.1s,4.227798,303.28,5854.00,1.05,1.27
K2-215 b,Transit,1,8.26964800,,,,0.189,01h13m52.82s,18.470087,+06d07m26.0s,6.123902,408.67,5704.00,1.00,0.97
K2-216 b,Transit,1,2.17480000,0.028000,0.000000,0.02517,0.156,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.94,4503.00,0.70,0.72
K2-217 b,Transit,1,14.07452400,,,,0.319,00h45m11.61s,11.298392,+06d28m53.6s,6.481562,386.01,5967.00,1.10,1.33
K2-218 b,Transit,1,8.67988500,,,,0.229,00h51m14.32s,12.809659,+06d50m47.3s,6.846460,398.41,5757.00,1.05,1.01
K2-219 b,Transit,3,3.90128700,,,,0.120,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,5753.00,1.02,1.19
K2-219 c,Transit,3,6.66767000,,,,0.128,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,5753.00,1.02,1.19
K2-219 d,Transit,3,11.13727800,,,,0.230,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,328.42,5753.00,1.02,1.19
K2-22 b,Transit,1,0.38107800,0.008800,,1.40000,0.223,11h17m55.88s,169.482819,+02d37m08.7s,2.619070,245.53,3830.00,0.60,0.57
K2-220 b,Transit,1,13.68325600,0.110400,,,0.213,00h51m04.77s,12.769862,+09d31m00.5s,9.516806,234.92,5660.00,0.96,1.02
K2-221 b,Transit,1,2.39909400,,,,0.150,01h06m37.20s,16.654982,+10d11m22.9s,10.189687,321.63,5716.00,1.01,0.95
K2-222 b,Transit,1,15.38706300,0.121100,,,0.213,01h05m50.95s,16.462280,+11d45m12.3s,11.753423,101.59,6058.00,1.00,1.09
K2-223 b,Transit,2,0.50565000,0.012700,,,0.079,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.10,5835.00,1.06,0.99
K2-223 c,Transit,2,4.56327000,0.054900,,,0.140,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.10,5835.00,1.06,0.99
K2-224 b,Transit,2,4.47904000,0.051600,,,0.139,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,5620.00,0.91,0.84
K2-224 c,Transit,2,10.09489000,0.088600,,,0.215,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.70,5620.00,0.91,0.84
K2-225 b,Transit,1,15.87209000,0.134000,,,0.311,12h26m09.91s,186.541290,-09d37m29.3s,-9.624804,360.30,5742.00,1.27,1.70
K2-226 b,Transit,1,3.27108000,0.041300,,,0.137,12h14m34.98s,183.645752,-09d33m45.5s,-9.562642,211.20,5424.00,0.88,0.91
K2-227 b,Transit,1,13.62183200,,,,0.149,12h43m47.63s,190.948471,-08d28m41.7s,-8.478236,188.22,5673.00,0.95,0.89
K2-228 b,Transit,1,2.69828000,0.033800,,,0.108,12h29m10.75s,187.294785,-06d50m03.3s,-6.834258,142.40,4715.00,0.71,0.65
K2-229 b,Transit,2,0.58426000,0.013100,,,0.102,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,103.80,5315.00,0.87,0.79
K2-229 c,Transit,2,8.32727000,0.076900,,,0.181,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,103.80,5315.00,0.87,0.79
K2-230 b,Transit,1,2.86041000,0.040900,,,0.175,12h45m27.17s,191.363205,-06d34m34.0s,-6.576109,548.90,5945.00,1.11,1.39
K2-231 b,Transit,1,13.84190100,,,,0.223,19h16m22.04s,289.091827,-15d46m16.0s,-15.771108,295.00,5695.00,1.01,0.95
