pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad
Kepler-1472 b,Transit,1,38.13128310,,,,0.170,19h39m24.64s,294.852648,+49d03m26.9s,49.057472,1269.00,6159.00,1.16,1.25
Kepler-1473 b,Transit,1,14.42735510,,,,0.106,19h22m32.78s,290.636569,+48d59m45.9s,48.996082,625.00,6046.00,1.09,1.09
Kepler-1474 b,Transit,1,36.43334520,,,,0.193,19h38m46.57s,294.694049,+45d52m00.6s,45.866837,1214.00,5870.00,1.04,1.04
Kepler-1475 b,Transit,1,82.17737400,,,,0.261,19h43m47.59s,295.948273,+44d45m11.2s,44.753124,1714.00,6214.00,1.18,1.28
Kepler-1476 b,Transit,1,10.35863224,,,,0.149,18h58m07.70s,284.532096,+43d59m23.8s,43.989956,1218.00,5663.00,0.98,0.96
Kepler-1477 b,Transit,1,11.55530021,,,,0.105,18h45m11.65s,281.298535,+42d41m08.7s,42.685753,525.00,5100.00,0.81,0.78
Kepler-1478 b,Transit,1,26.08405940,,,,0.154,19h32m39.62s,293.165079,+41d44m46.4s,41.746235,1405.00,5904.00,1.04,1.06
Kepler-1479 b,Transit,1,14.53261362,,,,0.163,19h02m50.86s,285.711919,+49d42m24.0s,49.706657,619.00,5796.00,0.99,0.98
Kepler-148 b,Transit,3,1.72936600,0.028000,,,0.161,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,796.00,5272.00,,0.85
Kepler-148 c,Transit,3,4.18004300,0.050000,,,0.321,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,796.00,5272.00,,0.85
Kepler-148 d,Transit,3,51.84688575,,,,0.774,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,796.00,5272.00,,0.85
Kepler-1480 b,Transit,1,22.12679948,,,,0.149,19h27m59.95s,291.999771,+49d18m06.5s,49.301811,540.00,5156.00,0.85,0.81
Kepler-1481 b,Transit,1,5.94220998,,,,0.110,19h17m45.35s,289.438971,+49d43m52.4s,49.731220,493.00,4908.00,0.80,0.75
Kepler-1482 b,Transit,1,12.25383217,,,,0.090,19h01m15.31s,285.313805,+48d43m30.9s,48.725254,442.00,5381.00,0.88,0.84
Kepler-1483 b,Transit,1,9.50851560,,,,0.136,19h41m38.35s,295.409776,+42d09m03.0s,42.150831,1327.00,6337.00,1.25,1.40
Kepler-1484 b,Transit,1,30.45491360,,,,0.188,19h30m44.23s,292.684285,+38d07m34.6s,38.126286,1095.00,5730.00,0.94,0.92
Kepler-1485 b,Transit,1,19.91577250,,,,0.131,19h52m22.90s,298.095423,+44d44m13.4s,44.737057,550.00,6087.00,1.11,1.12
Kepler-1486 b,Transit,1,54.64957590,,,,0.207,19h22m21.69s,290.590382,+45d26m23.0s,45.439713,1465.00,5965.00,1.08,1.12
Kepler-1487 b,Transit,1,7.31946363,,,,0.190,19h41m59.55s,295.498108,+38d38m40.2s,38.644501,1094.00,6541.00,1.38,1.63
Kepler-1488 b,Transit,1,39.81899320,,,,0.166,19h06m35.14s,286.646417,+49d56m16.0s,49.937778,618.00,5820.00,1.05,1.31
Kepler-1489 b,Transit,1,82.29475100,,,,0.158,18h45m11.00s,281.295831,+44d27m55.5s,44.465405,870.00,5655.00,0.93,0.90
Kepler-149 b,Transit,3,29.19894300,0.184000,,,0.376,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,521.00,5381.00,,0.95
Kepler-149 c,Transit,3,55.32832800,0.281000,,,0.144,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,521.00,5381.00,,0.95
Kepler-149 d,Transit,3,160.01803200,0.571000,,,0.353,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,521.00,5381.00,,0.95
Kepler-1490 b,Transit,1,92.43629730,,,,0.271,19h42m46.46s,295.693573,+42d36m34.2s,42.609512,968.00,5515.00,0.90,0.87
Kepler-1491 b,Transit,1,16.58617620,,,,0.135,19h34m31.14s,293.629756,+45d44m26.3s,45.740651,1312.00,5728.00,1.00,0.99
Kepler-1492 b,Transit,1,16.75255007,,,,0.133,19h14m23.30s,288.597097,+41d02m11.1s,41.036420,371.00,4712.00,0.77,0.72
Kepler-1493 b,Transit,1,15.02179830,,,,0.126,19h14m11.80s,288.549148,+38d33m54.8s,38.565232,572.00,5863.00,1.06,1.29
Kepler-1494 b,Transit,1,91.08048200,,,,0.274,18h50m37.78s,282.657401,+43d09m45.1s,43.162518,1059.00,5659.00,0.96,0.94
Kepler-1495 b,Transit,1,85.27325600,,,,0.262,19h04m31.38s,286.130757,+38d46m46.7s,38.779631,1307.00,5831.00,1.03,1.04
Kepler-1496 b,Transit,1,64.65880170,,,,0.198,19h35m53.74s,293.973936,+45d21m02.5s,45.350704,1293.00,6182.00,1.18,1.27
Kepler-1497 b,Transit,1,8.74199772,,,,0.148,19h44m47.07s,296.196140,+45d38m03.6s,45.634331,1122.00,5675.00,0.96,0.95
Kepler-1498 b,Transit,1,48.05140500,,,,0.119,18h59m06.75s,284.778110,+44d55m00.4s,44.916782,740.00,5256.00,0.86,0.81
Kepler-1499 b,Transit,1,44.20080000,,,,0.106,18h55m56.72s,283.986337,+41d39m01.5s,41.650406,310.00,5097.00,0.82,0.78
Kepler-15 b,Transit,1,4.94278200,0.057140,0.060000,0.66000,0.960,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,598.00,5515.00,1.02,0.99
Kepler-150 b,Transit,5,3.42805400,0.044000,,,0.112,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,927.00,5560.00,,0.94
Kepler-150 c,Transit,5,7.38199800,0.073000,,,0.329,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,927.00,5560.00,,0.94
Kepler-150 d,Transit,5,12.56093000,0.104000,,,0.249,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,927.00,5560.00,,0.94
Kepler-150 e,Transit,5,30.82655700,0.189000,,,0.278,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,927.00,5560.00,,0.94
Kepler-150 f,Transit,5,637.20930000,1.240000,,,0.325,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,927.00,5560.00,,0.94
Kepler-1500 b,Transit,1,15.03301050,,,,0.107,19h15m32.00s,288.883334,+39d44m40.5s,39.744572,904.00,5845.00,1.00,1.00
Kepler-1501 b,Transit,1,14.55645330,,,,0.139,19h19m40.44s,289.918519,+42d00m05.2s,42.001431,888.00,6229.00,1.20,1.30
Kepler-1502 b,Transit,1,41.70836290,,,,0.284,19h44m25.90s,296.107919,+39d19m11.7s,39.319913,1540.00,6666.00,1.44,1.72
Kepler-1503 b,Transit,1,96.16987000,,,,0.203,19h34m54.52s,293.727175,+42d48m24.3s,42.806759,850.00,5069.00,0.77,0.74
Kepler-1504 b,Transit,1,82.30400300,,,,0.190,19h18m50.88s,289.711993,+50d07m41.6s,50.128212,1029.00,5393.00,0.85,0.81
Kepler-1505 b,Transit,1,30.86093660,,,,0.083,19h28m00.49s,292.002052,+41d47m13.1s,41.786961,359.00,5686.00,0.93,0.86
Kepler-1506 b,Transit,1,14.03291540,,,,0.118,19h20m35.97s,290.149884,+41d27m52.5s,41.464595,1318.00,5676.00,0.95,0.93
Kepler-1507 b,Transit,1,16.05062130,,,,0.075,19h14m14.77s,288.561525,+46d32m09.8s,46.536053,342.00,5410.00,0.89,0.85
Kepler-1508 b,Transit,1,20.70565040,,,,0.119,19h52m28.53s,298.118885,+40d22m30.2s,40.375047,892.00,6158.00,1.14,1.22
Kepler-1509 b,Transit,1,25.43381970,,,,0.165,18h55m11.48s,283.797813,+46d55m51.6s,46.931004,1277.00,5780.00,1.00,0.99
Kepler-151 b,Transit,2,15.22895800,0.116000,,,0.273,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,661.00,5460.00,,0.83
Kepler-151 c,Transit,2,24.67461200,0.160000,,,0.186,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,661.00,5460.00,,0.83
Kepler-1510 b,Transit,1,84.70392100,,,,0.300,19h55m50.19s,298.959138,+48d15m28.2s,48.257824,1615.00,6200.00,1.19,1.28
Kepler-1511 b,Transit,1,23.23827920,,,,0.150,19h13m41.09s,288.421218,+43d10m47.3s,43.179798,897.00,6064.00,1.17,1.29
Kepler-1512 b,Transit,1,20.35972599,,,,0.105,19h17m05.88s,289.274503,+44d28m12.9s,44.470253,162.00,4372.00,0.73,0.67
Kepler-1513 b,Transit,1,160.88465087,,,,0.755,19h19m09.99s,289.791634,+39d17m07.0s,39.285277,384.00,5617.00,0.99,0.97
Kepler-1514 b,Transit,1,217.83176260,,,,1.055,19h30m30.59s,292.627466,+37d51m36.5s,37.860133,379.00,6251.00,1.21,1.22
Kepler-1515 b,Transit,1,214.31141640,,,,0.852,19h23m53.74s,290.973930,+48d10m41.4s,48.178162,504.00,6511.00,1.30,1.41
Kepler-1516 b,Transit,1,7.25931979,,,,0.156,19h25m58.70s,291.494603,+44d31m24.6s,44.523502,872.00,5904.00,1.04,1.07
Kepler-1517 b,Transit,1,5.54608367,,,,0.871,19h11m13.73s,287.807220,+43d11m19.6s,43.188778,869.00,7010.00,1.58,1.95
Kepler-1518 b,Transit,1,5.11177904,,,,0.272,20h01m19.77s,300.332385,+44d59m10.1s,44.986137,1140.00,6846.00,1.54,1.88
Kepler-1519 b,Transit,1,240.79893970,,,,0.630,19h46m40.30s,296.667903,+49d27m42.7s,49.461861,858.00,5644.00,0.94,0.91
Kepler-152 b,Transit,2,18.20797300,0.124000,,,0.249,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,459.00,5088.00,,0.72
Kepler-152 c,Transit,2,88.25505500,0.356000,,,0.213,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,459.00,5088.00,,0.72
Kepler-1520 b,Transit,1,0.65355357,,,,0.515,19h23m51.89s,290.966214,+51d30m17.0s,51.504723,636.00,4677.00,0.76,0.71
Kepler-1521 b,Transit,1,47.14840805,,,,0.223,19h30m45.67s,292.690301,+37d50m06.0s,37.835001,227.00,5042.00,0.81,0.76
Kepler-1522 b,Transit,1,1.84788917,,,,0.154,19h19m22.37s,289.843226,+52d04m12.6s,52.070160,690.00,5706.00,0.96,0.93
Kepler-1523 b,Transit,1,0.93875077,,,,0.141,19h44m12.97s,296.054062,+45d49m37.4s,45.827049,918.00,5708.00,0.97,0.96
Kepler-1524 b,Transit,1,70.96746030,,,,0.316,19h35m32.50s,293.885398,+39d31m11.3s,39.519818,506.00,6179.00,1.17,1.25
Kepler-1525 b,Transit,1,2.41660118,,,,0.081,19h22m14.28s,290.559517,+49d56m34.9s,49.943016,396.00,5748.00,1.07,1.04
Kepler-1526 b,Transit,1,3.90863200,,,,0.217,19h00m28.73s,285.119706,+38d51m59.1s,38.866428,576.00,4601.00,0.73,0.69
Kepler-1527 b,Transit,1,160.12991800,,,,0.426,19h49m39.46s,297.414414,+46d03m38.9s,46.060818,1560.00,6224.00,1.21,1.32
Kepler-1528 b,Transit,1,1.79111021,,,,0.130,19h09m36.71s,287.402943,+46d34m26.3s,46.573986,916.00,5857.00,1.03,1.03
Kepler-1529 b,Transit,1,5.33905686,,,,0.187,19h19m28.97s,289.870716,+41d02m26.6s,41.040728,683.00,5048.00,0.81,0.77
Kepler-153 b,Transit,2,18.87022700,0.129000,,,0.261,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,504.00,5404.00,,0.89
Kepler-153 c,Transit,2,46.90232000,0.237000,,,0.226,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,504.00,5404.00,,0.89
Kepler-1530 b,Transit,2,2.59044340,,,,0.146,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552.00,5477.00,0.92,0.88
Kepler-1530 c,Transit,2,5.32274060,,,,0.147,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,552.00,5477.00,0.92,0.88
Kepler-1531 b,Transit,1,1.13854338,,,,0.099,19h00m35.18s,285.146577,+39d22m14.9s,39.370798,670.00,6260.00,1.16,1.27
Kepler-1532 b,Transit,1,1.09366356,,,,0.120,19h47m36.68s,296.902813,+41d11m53.5s,41.198191,824.00,5559.00,0.91,0.88
Kepler-1533 b,Transit,1,308.54710000,,,,0.309,19h43m54.13s,295.975556,+44d42m48.4s,44.713445,852.00,6431.00,1.31,1.51
Kepler-1534 b,Transit,1,5.71668872,,,,0.169,19h29m34.89s,292.395391,+43d52m08.7s,43.869072,1107.00,5442.00,0.90,0.86
Kepler-1535 b,Transit,1,138.94420000,,,,0.227,19h06m27.29s,286.613698,+38d53m31.1s,38.891969,879.00,6021.00,1.08,1.11
Kepler-1536 b,Transit,1,364.75803100,,,,0.280,19h26m20.44s,291.585187,+45d42m56.8s,45.715790,401.00,4434.00,0.71,0.67
Kepler-1537 b,Transit,1,1.44445380,,,,0.105,19h37m32.50s,294.385398,+43d49m31.7s,43.825470,503.00,5079.00,0.81,0.77
Kepler-1538 b,Transit,1,175.13881900,,,,0.252,18h53m22.97s,283.345714,+45d16m28.0s,45.274456,1291.00,5837.00,1.03,1.03
Kepler-1539 b,Transit,1,133.30367410,,,,0.241,18h56m52.66s,284.219433,+44d16m06.8s,44.268543,788.00,5176.00,0.84,0.80
Kepler-154 b,Transit,5,33.04053200,0.198000,,,0.202,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,855.00,5690.00,,1.00
Kepler-154 c,Transit,5,62.30327600,0.303000,,,0.263,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,855.00,5690.00,,1.00
Kepler-154 d,Transit,5,20.54981883,,,,0.343,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,855.00,5690.00,,1.00
Kepler-154 e,Transit,5,3.93276465,,,,0.134,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,855.00,5690.00,,1.00
Kepler-154 f,Transit,5,9.91935684,,,,0.134,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,855.00,5690.00,,1.00
Kepler-1540 b,Transit,1,125.41311770,,,,0.222,18h53m22.68s,283.344497,+41d12m06.3s,41.201741,262.00,4540.00,0.74,0.69
Kepler-1541 b,Transit,1,8.40691199,,,,0.103,18h55m08.88s,283.787004,+48d01m46.4s,48.029564,414.00,5282.00,0.86,0.81
Kepler-1542 b,Transit,4,3.95116882,,,,0.068,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,5564.00,0.94,0.99
Kepler-1542 c,Transit,4,2.89223021,,,,0.058,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,5564.00,0.94,0.99
Kepler-1542 d,Transit,4,5.99273738,,,,0.078,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,5564.00,0.94,0.99
Kepler-1542 e,Transit,4,5.10115756,,,,0.068,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,336.00,5564.00,0.94,0.99
Kepler-1543 b,Transit,1,6.96710269,,,,0.242,19h48m29.83s,297.124312,+47d02m13.3s,47.037025,1114.00,6561.00,1.39,1.65
Kepler-1544 b,Transit,1,168.81117400,,,,0.159,19h49m08.40s,297.284990,+49d12m44.8s,49.212456,349.00,4886.00,0.81,0.74
Kepler-1545 b,Transit,1,163.69234900,,,,0.241,19h55m35.70s,298.898763,+47d27m47.1s,47.463093,688.00,5201.00,0.84,0.80
Kepler-1546 b,Transit,1,19.59749710,,,,0.279,19h50m20.15s,297.583942,+41d32m28.4s,41.541227,994.00,5623.00,0.95,0.93
Kepler-1547 b,Transit,1,0.69297968,,,,0.080,18h55m03.38s,283.764074,+42d13m19.8s,42.222172,665.00,6078.00,1.12,1.18
Kepler-1548 b,Transit,1,124.82867900,,,,0.236,19h09m53.10s,287.471233,+46d04m50.4s,46.080666,1150.00,5706.00,0.99,0.97
Kepler-1549 b,Transit,1,214.88654500,,,,0.229,19h04m12.58s,286.052426,+39d05m45.8s,39.096053,792.00,5324.00,0.88,0.84
Kepler-155 b,Transit,2,5.93119400,0.056000,,,0.186,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,293.00,4508.00,,0.62
Kepler-155 c,Transit,2,52.66179300,0.242000,,,0.200,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,293.00,4508.00,,0.62
Kepler-1550 b,Transit,1,225.58280900,,,,0.269,19h11m03.49s,287.764560,+38d17m40.9s,38.294704,1202.00,5991.00,1.07,1.11
Kepler-1551 b,Transit,1,24.49736980,,,,0.237,19h43m08.52s,295.785514,+39d54m28.5s,39.907921,1560.00,6136.00,1.14,1.22
Kepler-1552 b,Transit,1,184.77185300,,,,0.220,19h26m42.44s,291.676831,+38d52m29.7s,38.874915,618.00,5202.00,0.85,0.78
Kepler-1553 b,Transit,1,4.24261881,,,,0.103,19h27m40.60s,291.919159,+39d01m20.2s,39.022273,719.00,5288.00,0.85,0.81
Kepler-1554 b,Transit,1,198.08877400,,,,0.259,19h06m18.28s,286.576164,+41d44m29.3s,41.741473,982.00,5297.00,0.84,0.81
Kepler-1555 b,Transit,1,8.10501635,,,,0.144,19h10m32.51s,287.635473,+45d42m57.8s,45.716061,1382.00,5866.00,1.04,1.06
Kepler-1556 b,Transit,1,8.82713457,,,,0.175,19h13m35.28s,288.397002,+40d12m47.5s,40.213200,1060.00,5608.00,0.97,0.95
Kepler-1557 b,Transit,1,3.74032496,,,,0.136,19h35m31.54s,293.881413,+46d50m20.0s,46.838879,1532.00,6099.00,1.11,1.17
Kepler-1558 b,Transit,1,3.50470358,,,,0.061,19h07m16.65s,286.819367,+46d54m42.1s,46.911694,343.00,5101.00,0.83,0.79
Kepler-1559 b,Transit,1,0.97191543,,,,0.064,19h29m08.78s,292.286580,+42d04m20.8s,42.072456,580.00,5316.00,0.86,0.82
Kepler-156 b,Transit,2,4.97345600,0.054000,,,0.205,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,439.00,5094.00,,0.81
Kepler-156 c,Transit,2,15.90680100,0.117000,,,0.227,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,439.00,5094.00,,0.81
Kepler-1560 b,Transit,1,3.03195744,,,,0.079,19h31m08.31s,292.784608,+43d12m57.5s,43.215984,529.00,5815.00,1.02,1.02
Kepler-1561 b,Transit,1,1.00520701,,,,0.097,19h47m41.66s,296.923604,+43d33m59.3s,43.566467,993.00,5957.00,1.07,1.11
Kepler-1562 b,Transit,1,64.27377520,,,,0.317,19h37m49.37s,294.455709,+46d44m37.0s,46.743614,1315.00,5760.00,1.02,1.05
Kepler-1563 b,Transit,1,3.43276598,,,,0.067,19h14m17.66s,288.573588,+51d28m21.9s,51.472755,547.00,5765.00,1.00,0.99
Kepler-1564 b,Transit,1,18.05403810,,,,0.131,19h22m20.67s,290.586124,+46d38m33.7s,46.642689,872.00,5528.00,0.93,0.90
Kepler-1565 b,Transit,1,1.53818844,,,,0.106,19h51m48.71s,297.952967,+40d48m24.5s,40.806808,657.00,4940.00,0.76,0.73
Kepler-1566 b,Transit,1,0.53991524,,,,0.070,18h54m21.03s,283.587614,+40d34m29.7s,40.574927,511.00,5254.00,0.84,0.81
Kepler-1567 b,Transit,1,153.97957800,,,,0.244,19h06m46.85s,286.695200,+40d17m30.5s,40.291819,1226.00,5655.00,0.95,0.93
Kepler-1568 b,Transit,1,20.92539200,,,,0.116,19h16m43.84s,289.182664,+47d52m24.2s,47.873383,883.00,5956.00,1.09,1.19
Kepler-1569 b,Transit,1,5.79180156,,,,0.150,19h28m49.13s,292.204706,+37d13m16.4s,37.221220,1050.00,6319.00,1.25,1.40
Kepler-157 b,Transit,3,1.73234200,0.028000,,,0.118,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,749.00,5774.00,,1.04
Kepler-157 c,Transit,3,13.54050000,0.110000,,,0.200,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,749.00,5774.00,,1.04
Kepler-157 d,Transit,3,7.02573474,,,,0.130,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,749.00,5774.00,,1.04
Kepler-1570 b,Transit,1,26.54895500,,,,0.095,19h59m26.84s,299.861833,+45d49m38.5s,45.827354,463.00,5550.00,0.92,0.89
Kepler-1571 b,Transit,1,3.38555488,,,,0.136,20h03m44.50s,300.935406,+45d35m47.6s,45.596546,802.00,6297.00,1.23,1.39
Kepler-1572 b,Transit,1,5.49548621,,,,0.084,18h47m35.35s,281.897275,+46d43m21.5s,46.722633,600.00,5618.00,0.97,0.95
Kepler-1573 b,Transit,1,2.61575540,,,,0.107,19h31m57.20s,292.988348,+49d29m05.9s,49.484970,1180.00,5808.00,1.01,1.00
Kepler-1574 b,Transit,1,6.94243340,,,,0.115,19h28m38.08s,292.158664,+49d38m15.9s,49.637760,1275.00,5892.00,1.06,1.08
Kepler-1575 b,Transit,1,2.55314213,,,,0.117,19h34m58.38s,293.743250,+45d45m41.7s,45.761597,1170.00,5667.00,0.95,0.92
Kepler-1576 b,Transit,1,6.98471973,,,,0.093,19h16m17.75s,289.073975,+40d21m57.7s,40.366015,539.00,5876.00,1.05,1.06
Kepler-1577 b,Transit,1,6.30560247,,,,0.101,19h31m49.27s,292.955275,+47d34m23.2s,47.573105,543.00,4862.00,0.78,0.74
Kepler-1578 b,Transit,1,1.45088691,,,,0.093,19h13m12.48s,288.302000,+47d46m32.0s,47.775555,1016.00,5545.00,0.90,0.86
Kepler-1579 b,Transit,1,0.84990789,,,,0.075,19h33m09.12s,293.288009,+43d30m54.0s,43.514988,466.00,4584.00,0.75,0.70
Kepler-158 b,Transit,2,16.70918400,0.111000,,,0.189,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,351.00,4623.00,,0.62
Kepler-158 c,Transit,2,28.55138300,0.158000,,,0.170,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,351.00,4623.00,,0.62
Kepler-1580 b,Transit,1,56.64492790,,,,0.188,19h03m52.49s,285.968722,+41d21m48.8s,41.363559,872.00,6228.00,1.47,2.15
Kepler-1581 b,Transit,1,6.28385491,,,,0.071,19h09m29.10s,287.371261,+39d36m12.9s,39.603581,443.00,6022.00,1.12,1.23
Kepler-1582 b,Transit,1,4.83817712,,,,0.133,19h17m30.40s,289.376650,+41d09m31.0s,41.158613,112.00,3208.00,0.28,0.30
Kepler-1583 b,Transit,1,9.32807355,,,,0.054,19h05m32.86s,286.386934,+47d00m59.9s,47.016628,357.00,5645.00,0.94,0.91
Kepler-1584 b,Transit,1,13.39970990,,,,0.144,19h11m03.04s,287.762683,+43d16m27.9s,43.274429,1325.00,6069.00,1.10,1.13
Kepler-1585 b,Transit,1,3.58274630,,,,0.160,19h44m38.16s,296.159005,+44d33m47.2s,44.563114,1269.00,5538.00,0.94,0.91
Kepler-1586 b,Transit,1,15.60492120,,,,0.136,19h52m48.63s,298.202609,+44d55m33.0s,44.925827,864.00,6681.00,1.45,1.75
Kepler-1587 b,Transit,1,9.40604670,,,,0.119,19h30m42.65s,292.677726,+49d39m50.1s,49.663910,907.00,5933.00,1.08,1.22
Kepler-1588 b,Transit,1,7.84931739,,,,0.068,19h12m55.85s,288.232715,+48d00m07.8s,48.002178,658.00,5817.00,0.96,0.99
Kepler-1589 b,Transit,1,0.99166527,,,,0.097,19h37m46.03s,294.441792,+40d34m18.1s,40.571686,1418.00,6166.00,1.18,1.25
Kepler-159 b,Transit,2,10.13962300,0.082000,,,0.212,19h48m16.84s,297.070170,+40d52m07.6s,40.868784,397.00,4625.00,,0.66
Kepler-159 c,Transit,2,43.59579200,0.218000,,,0.304,19h48m16.84s,297.070170,+40d52m07.6s,40.868784,397.00,4625.00,,0.66
Kepler-1590 b,Transit,1,7.61760804,,,,0.102,19h25m37.87s,291.407812,+48d01m04.4s,48.017891,900.00,6053.00,1.11,1.16
Kepler-1591 b,Transit,1,8.18504949,,,,0.113,19h46m04.00s,296.516659,+44d36m31.0s,44.608608,1090.00,6082.00,1.10,1.16
Kepler-1592 b,Transit,1,3.05710069,,,,0.137,19h35m24.16s,293.850646,+38d23m51.9s,38.397749,1349.00,6213.00,1.18,1.28
Kepler-1593 b,Transit,1,174.50983500,,,,0.283,20h01m57.16s,300.488180,+44d27m38.4s,44.460670,755.00,4995.00,0.81,0.77
Kepler-1594 b,Transit,1,2.71603809,,,,0.095,19h34m29.54s,293.623090,+47d57m42.9s,47.961914,1100.00,5946.00,1.06,1.08
Kepler-1595 b,Transit,1,4.56380468,,,,0.110,19h02m53.45s,285.722721,+43d00m34.1s,43.009480,841.00,5203.00,0.84,0.80
Kepler-1596 b,Transit,1,66.37337900,,,,0.170,19h02m13.80s,285.557511,+49d19m48.3s,49.330074,1166.00,5706.00,0.95,0.92
Kepler-1597 b,Transit,1,2.94654179,,,,0.095,19h12m39.35s,288.163973,+42d28m51.9s,42.481083,1255.00,6377.00,1.25,1.39
Kepler-1598 b,Transit,1,4.34195123,,,,0.085,19h13m52.58s,288.469102,+46d47m01.2s,46.783680,734.00,5940.00,1.07,1.09
Kepler-1599 b,Transit,1,122.36355300,,,,0.145,19h04m53.01s,286.220889,+41d09m04.5s,41.151251,1004.00,5767.00,0.99,0.99
Kepler-16 b,Transit,1,228.77600000,0.704800,0.006900,0.33300,0.754,19h16m18.17s,289.075710,+51d45m26.8s,51.757439,61.00,4450.00,0.69,0.65
Kepler-160 b,Transit,2,4.30942700,0.050000,,,0.137,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,841.00,5857.00,,0.88
Kepler-160 c,Transit,2,13.69908700,0.109000,,,0.322,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,841.00,5857.00,,0.88
Kepler-1600 b,Transit,1,386.37054800,,,,0.279,19h25m35.85s,291.399384,+38d47m15.9s,38.787752,992.00,5214.00,0.86,0.82
Kepler-1601 b,Transit,1,2.20921951,,,,0.073,19h02m03.11s,285.512943,+38d04m47.1s,38.079748,660.00,5869.00,1.04,1.07
Kepler-1602 b,Transit,1,11.17931605,,,,0.120,19h34m19.41s,293.580858,+40d25m38.9s,40.427478,815.00,6296.00,1.22,1.36
Kepler-1603 b,Transit,1,2.27163926,,,,0.115,19h41m19.16s,295.329843,+42d32m05.9s,42.534966,1751.00,6241.00,1.21,1.31
Kepler-1604 b,Transit,1,0.68368426,,,,0.126,19h01m38.55s,285.410633,+44d24m44.0s,44.412212,562.00,4976.00,0.81,0.76
Kepler-1605 b,Transit,1,85.75654950,,,,0.096,19h08m32.37s,287.134895,+47d29m19.0s,47.488621,224.00,5280.00,0.86,0.82
Kepler-1606 b,Transit,1,196.43522400,,,,0.185,19h05m30.78s,286.378264,+43d04m23.7s,43.073250,880.00,5422.00,0.90,0.86
Kepler-1607 b,Transit,1,13.64736760,,,,0.082,19h44m14.37s,296.059869,+42d39m21.8s,42.656051,735.00,6116.00,1.14,1.21
Kepler-1608 b,Transit,1,16.47356860,,,,0.154,19h42m15.25s,295.563558,+39d25m03.4s,39.417606,832.00,4992.00,0.75,0.72
Kepler-1609 b,Transit,1,114.34219000,,,,0.198,19h20m35.17s,290.146555,+39d39m57.0s,39.665821,1483.00,6132.00,1.18,1.27
Kepler-161 b,Transit,2,4.92135500,0.054000,,,0.189,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,464.00,5078.00,,0.81
Kepler-161 c,Transit,2,7.06424000,0.068000,,,0.183,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,464.00,5078.00,,0.81
Kepler-1610 b,Transit,1,8.70181574,,,,0.144,19h43m37.20s,295.905010,+45d24m19.6s,45.405434,1063.00,5383.00,0.91,0.87
Kepler-1611 b,Transit,1,5.17624290,,,,0.072,19h46m02.89s,296.512049,+49d43m40.0s,49.727764,686.00,5605.00,0.94,0.93
Kepler-1612 b,Transit,1,3.91795101,,,,0.092,19h25m00.07s,291.250279,+45d39m18.3s,45.655075,837.00,5643.00,0.96,0.94
