,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
1920,Gliese 667 C e,2,0.008493,,62.24,,17 18 57,-34 59 23,0.33,0.41,3350.0,"Controversial, Planets in binary systems, S-type"
1921,Gliese 667 C d,2,0.016043,,91.61,,17 18 57,-34 59 23,0.33,0.41,3350.0,"Controversial, Planets in binary systems, S-type"
1922,Gliese 667 C g,2,0.014469999999999998,,256.2,,17 18 57,-34 59 23,0.33,0.41,3350.0,"Controversial, Planets in binary systems, S-type"
1923,Kepler-571 b,0,,0.23600000000000002,4.79859939,,19 06 12,+49 25 07,0.93,0.9,5527.0,Confirmed planets
1924,Kepler-707 b,0,,0.11900000000000001,2.23749275,,19 20 02,+42 06 59,0.8,0.76,5099.0,Confirmed planets
1925,Kepler-80 b,0,,0.24241,7.053458,,19 44 27,+39 58 43,0.722,0.637,4613.0,Confirmed planets
1926,Kepler-80 c,0,,0.25972,9.521772,,19 44 27,+39 58 43,0.722,0.637,4613.0,Confirmed planets
1927,Kepler-80 d,0,,0.15857000000000002,3.072186,,19 44 27,+39 58 43,0.722,0.637,4613.0,Confirmed planets
1928,Kepler-80 e,0,,0.14945,4.645387,,19 44 27,+39 58 43,0.722,0.637,4613.0,Confirmed planets
1929,Kepler-80 f,0,,0.11,0.98678706,,19 44 27,+39 58 43,0.722,0.637,4613.0,Confirmed planets
1930,Kepler-578 b,0,,0.17800000000000002,1.6168837,,19 15 01,+39 33 49,0.87,0.83,5334.0,Confirmed planets
1931,HIP 79431 b,0,2.1,,111.7,146.8,16 12 42,-18 52 32,0.49,,3191.0,Confirmed planets
1932,WASP-99 b,0,2.78,1.1,5.75251,1480.0,02 39 35,-50 00 29,1.48,1.76,6180.0,Confirmed planets
1933,Kepler-1606 b,0,,0.185,196.435224,,19 05 31,+43 04 24,0.9,0.86,5422.0,Confirmed planets
1934,HD 50499 b,0,1.71,,2482.7,155.1,06 52 02,-33 54 56,1.27,1.38,5902.0,Confirmed planets
1935,Kepler-496 b,0,,0.207,8.30864937,,19 26 34,+41 14 28,0.86,0.82,5293.0,Confirmed planets
1936,HD 150433 b,0,0.168,,1096.2,182.8,16 41 08,-02 51 26,,,5940.0,Confirmed planets
1937,WASP-96 b,0,0.48,1.2,3.4252602,1285.0,00 04 11,-47 21 38,1.06,1.05,5540.0,Confirmed planets
1938,Kepler-361 c,0,,0.22965,55.188023,,19 47 12,+46 44 28,,1.3430000000000002,6169.0,Confirmed planets
1939,Kepler-361 b,0,,0.13214,8.486616,,19 47 12,+46 44 28,,1.3430000000000002,6169.0,Confirmed planets
1940,HD 128356 b,0,0.89,,298.2,,14 37 04.89,-25 48 06.2,0.65,0.85,4875.0,Confirmed planets
1941,YBP401 b,0,0.46,,4.087,,08 51 19,+11 40 16,1.14,,6165.0,Confirmed planets
1942,Kepler-1212 b,0,,0.191,12.94130146,,19 47 25,+50 02 14,1.1,1.15,6051.0,Confirmed planets
1943,WASP-131 b,0,0.27,1.22,5.322023000000001,,14 00 46,-30 24 59,1.06,1.53,6030.0,Confirmed planets
1944,Gliese 832 b,0,0.688908,,3660.0,,21 33 34,-49 00 32,0.45,,3472.0,Confirmed planets
1945,Gliese 832 c,0,0.015729,,35.67,,21 33 34,-49 00 32,0.45,,3472.0,Confirmed planets
1946,Kepler-281 c,0,,0.4839,36.337373,,19 36 25,+44 46 14,0.943,0.899,5723.0,Confirmed planets
1947,Kepler-281 b,0,,0.25699,14.646007999999998,,19 36 25,+44 46 14,0.943,0.899,5723.0,Confirmed planets
1948,Kepler-868 b,0,,0.183,5.03251791,,18 49 27,+46 40 31,0.93,0.89,5614.0,Confirmed planets
1949,Kepler-764 b,0,,0.146,7.33683936,,19 49 34,+47 09 53,0.92,0.89,5557.0,Confirmed planets
1950,Kepler-804 b,0,,0.17300000000000001,14.37457351,,19 33 29,+44 47 06,1.01,1.05,5817.0,Confirmed planets
1951,Kepler-804 c,0,,0.102,9.65185017,,19 33 29,+44 47 06,1.01,1.05,5817.0,Confirmed planets
1952,HD 20782 b,2,1.43,,597.065,,03 20 03.57791,-28 51 14.6651,1.02,1.09,5798.0,"Confirmed planets, Planets in binary systems, S-type"
1953,HD 20781 b,2,0.037882,,29.15,,03 20 03.57791,-28 51 14.6651,0.76,,5256.0,"Confirmed planets, Planets in binary systems, S-type"
1954,HD 20781 c,2,0.049649,,85.131,,03 20 03.57791,-28 51 14.6651,0.76,,5256.0,"Confirmed planets, Planets in binary systems, S-type"
1955,Kepler-146 b,0,,0.33809,31.158799,,19 36 26,+38 42 36,1.09,1.208,5948.0,Confirmed planets
1956,Kepler-146 c,0,,0.28524,76.732171,,19 36 26,+38 42 36,1.09,1.208,5948.0,Confirmed planets
1957,WASP-55 b,0,0.57,1.3,4.465633,1160.1,13 35 01.95,-17 30 12.8,1.01,1.06,5900.0,Confirmed planets
1958,HD 109749 A b,2,0.28,,5.24,1161.9,12 37 16,-40 48 43,1.2,,5610.0,"Confirmed planets, Planets in binary systems, S-type"
1959,Kepler-401 b,0,,0.15583,14.383035000000001,,19 20 19,+50 51 48,,1.3330000000000002,6117.0,Confirmed planets
1960,Kepler-401 c,0,,0.19593,47.318218,,19 20 19,+50 51 48,,1.3330000000000002,6117.0,Confirmed planets
1961,Kepler-401 d,0,,0.203,184.256405,,19 20 19,+50 51 48,,1.3330000000000002,6117.0,Confirmed planets
1962,Kepler-1599 b,0,,0.145,122.363553,,19 04 53,+41 09 05,0.99,0.99,5767.0,Confirmed planets
1963,EPIC 201565013 b,0,,1.472,8.6381,536.0,11 47 58.126,+01 30 36.9,0.51,0.5,3987.0,Controversial
1964,Kepler-468 b,0,,1.19,38.47875707,,19 15 37,+49 22 14,0.96,0.87,5498.0,Confirmed planets
1965,WASP-16 b,0,0.855,1.008,3.1186008999999997,1160.0,14 18 44,-20 16 32,1.022,0.946,5550.0,Confirmed planets
1966,MOA-2008-BLG-310-L b,0,0.23,,,152.7,17 54 14,-34 46 41,0.67,,5700.0,Confirmed planets
1967,HAT-P-50 b,0,1.35,1.288,3.1220109000000003,1862.0,07 52 15.20,+12 08 21.9,1.273,1.6980000000000002,6280.0,Confirmed planets
1968,Kepler-13 A b,2,9.28,1.51,1.76358799,2750.0,19 07 53.1072,+46 52 05.953,1.72,1.74,7650.0,"Confirmed planets, Planets in binary systems, S-type"
1969,HD 103197 b,0,0.098,,47.84,409.7,11 52 53,-50 17 34,0.9,,5303.0,Confirmed planets
1970,GJ 229 b,2,0.10099999999999999,,471.0,,06 10 34.61533,-21 51 52.7117,0.58,,3564.0,"Controversial, Planets in binary systems, S-type"
1971,Proxima Centauri b,2,0.004089,,11.186,234.0,14 39 36.204,-60 50 08.23,0.12,0.141,3050.0,"Confirmed planets, Planets in binary systems, S-type"
1972,Alpha Centauri B b,2,0.0035600000000000002,,3.2357,,14 39 36.204,-60 50 08.23,0.907,0.865,5260.0,"Controversial, Planets in binary systems, S-type"
1973,Alpha Centauri B c,2,,0.08384,,,14 39 36.204,-60 50 08.23,0.907,0.865,5260.0,"Controversial, Planets in binary systems, S-type"
1974,Kepler-1619 b,0,,0.068,23.6225913,,19 02 49,+44 25 19,1.0,1.0,5852.0,Confirmed planets
1975,WASP-15 b,0,0.542,1.4280000000000002,3.7520656000000003,1511.3,13 55 43,-32 09 35,1.18,1.4769999999999999,6300.0,Confirmed planets
1976,Kepler-1061 b,0,,0.177,2.75798267,,19 44 55,+50 16 31,1.09,1.07,6067.0,Confirmed planets
1977,Kepler-860 b,0,,0.289,5.10137945,,19 42 19,+46 15 17,1.04,1.06,5836.0,Confirmed planets
1978,Kepler-831 b,0,,0.113,5.62153941,,19 39 57,+42 43 40,0.99,0.97,5732.0,Confirmed planets
1979,HAT-P-8 b,2,1.275,1.321,3.0763402,1713.0,22 52 10,+35 26 50,1.192,1.475,6200.0,"Confirmed planets, Planets in binary systems, S-type"
1980,Kepler-1525 b,0,,0.081,2.41660118,,19 22 14,+49 56 35,1.07,1.04,5748.0,Confirmed planets
1981,Kepler-846 b,0,,0.221,19.80792185,,19 08 14,+49 02 46,0.94,0.91,5579.0,Confirmed planets
1982,Kepler-755 b,0,,0.157,1.26909037,,19 47 27,+41 05 50,0.82,0.77,5043.0,Confirmed planets
1983,Kepler-755 c,0,,0.11199999999999999,2.85313364,,19 47 27,+41 05 50,0.82,0.77,5043.0,Confirmed planets
1984,Kepler-704 b,0,,0.233,3.76182115,,18 53 16,+41 50 14,0.97,0.96,5616.0,Confirmed planets
1985,Kepler-573 b,0,,0.249,22.18329658,,19 18 05,+51 14 14,0.99,1.02,5746.0,Confirmed planets
1986,Lalande 21185 b,0,0.012,,9.8693,,11 03 20,+35 58 12,0.46,0.39299999999999996,3828.0,Controversial
1987,Kepler-839 b,0,,0.22899999999999998,37.814451399999996,,19 24 18,+45 14 33,1.22,1.31,6058.0,Confirmed planets
1988,Kepler-1263 b,0,,0.102,4.55139967,,19 05 56,+46 45 09,0.84,0.8,5213.0,Confirmed planets
1989,Kepler-625 b,0,,0.17800000000000002,7.75192492,,19 28 36,+39 38 15,1.04,0.96,5789.0,Confirmed planets
1990,Kepler-625 c,0,,0.094,4.1653651,,19 28 36,+39 38 15,1.04,0.96,5789.0,Confirmed planets
1991,Kepler-1397 b,0,,0.153,47.449954999999996,,19 58 42,+47 04 33,1.09,1.12,6026.0,Confirmed planets
1992,HAT-P-20 b,0,7.246,0.867,2.875317,888.3,07 27 40,+24 20 11,0.7559999999999999,0.6940000000000001,4595.0,Confirmed planets
1993,HD 233604 b,0,6.575,,192.0,,09 09 48.8205,+53 34 05.623,1.5,10.9,4791.0,Confirmed planets
1994,HATS-13 b,0,0.5429999999999999,1.212,3.0440499,1244.0,21 07 50.88,-26 05 48.0,0.9620000000000001,0.887,5523.0,Confirmed planets
1995,HAT-P-46 b,0,0.493,1.284,,1458.0,18 01 47,-02 58 15,1.284,1.396,6120.0,Confirmed planets
1996,HAT-P-46 c,0,2.0,,,,18 01 47,-02 58 15,1.284,1.396,6120.0,Controversial
1997,Kepler-1089 b,0,,0.163,5.13248562,,19 24 22,+49 11 24,0.52,0.49,3753.0,Confirmed planets
1998,16 Cygni B b,2,1.77,,799.5,,19 41 48.95343,+50 31 30.2153,1.07,1.127,5750.0,"Confirmed planets, Planets in binary systems, S-type"
1999,Kepler-1339 b,0,,0.063,1.34155513,,18 54 59,+48 22 24,0.94,0.93,5586.0,Confirmed planets
2000,Kepler-889 b,0,,0.09699999999999999,3.744439,,19 25 52,+50 45 34,1.14,1.25,5961.0,Confirmed planets
2001,Kepler-239 b,0,,0.21233000000000002,11.763050999999999,,19 36 48,+40 39 48,0.757,0.763,4914.0,Confirmed planets
2002,Kepler-239 c,0,,0.22874,56.228097999999996,,19 36 48,+40 39 48,0.757,0.763,4914.0,Confirmed planets
2003,Kepler-927 b,0,,0.153,9.1149903,,19 17 32,+41 23 34,0.99,0.99,5743.0,Confirmed planets
2004,HD 82886 b,0,1.3,,705.0,382.7,09 35 45.1827,+34 46 50.673,1.06,4.8,5112.0,Confirmed planets
2005,Kepler-1540 b,0,,0.222,125.41311770000002,,18 53 23,+41 12 06,0.74,0.69,4540.0,Confirmed planets
2006,8 Ursae Minoris b,0,1.5,,93.4,,14 56 48.352,+74 54 03.34,1.8,9.9,4847.4,Confirmed planets
2007,Kepler-845 b,0,,0.182,0.92785982,,19 23 50,+49 12 14,0.79,0.75,4913.0,Confirmed planets
2008,Kepler-461 b,0,,0.23,8.31378306,,19 28 59.8,+46 09 54,0.98,0.91,5634.0,Confirmed planets
2009,DH Tau B,0,12.0,,,2750.0,04 29 42,+26 32 58,0.4,,3840.0,Confirmed planets
2010,Kepler-165 b,0,,0.21141999999999997,8.180848,,18 42 45,+47 48 35,0.79,0.77,5211.0,Confirmed planets
2011,Kepler-165 c,0,,0.20322,15.31299,,18 42 45,+47 48 35,0.79,0.77,5211.0,Confirmed planets
2012,HD 141937 b,0,9.7,,653.22,215.8,15 52 17,-18 26 09,1.1,1.06,5925.0,Confirmed planets
2013,Kepler-684 b,0,,0.3,6.77030201,,19 23 29,+38 16 25,0.89,0.86,5493.0,Confirmed planets
2014,Kepler-631 b,0,,0.259,17.97979059,,19 47 33,+40 13 42,1.24,1.33,6185.0,Confirmed planets
2015,Kepler-95 b,0,0.040894,0.311666,11.5231,,18 57 56,+44 23 52,1.08,1.41,5699.0,Confirmed planets
2016,Kepler-1340 b,0,,0.138,0.66502692,,19 44 56,+42 28 22,1.27,1.42,6331.0,Confirmed planets
2017,Kepler-529 b,0,,0.166,1.98035766,,19 03 33,+47 52 49,1.07,1.14,6087.0,Confirmed planets
2018,Kepler-529 c,0,,0.17800000000000002,12.8345022,,19 03 33,+47 52 49,1.07,1.14,6087.0,Confirmed planets
2019,Kepler-299 c,0,,0.2415,6.885875,,18 52 49,+48 34 49,1.001,1.032,5617.0,Confirmed planets
2020,Kepler-299 d,0,,0.1695,15.054785999999998,,18 52 49,+48 34 49,1.001,1.032,5617.0,Confirmed planets
2021,Kepler-299 b,0,,0.12029000000000001,2.9271279999999997,,18 52 49,+48 34 49,1.001,1.032,5617.0,Confirmed planets
2022,Kepler-299 e,0,,0.17040999999999998,38.285489,,18 52 49,+48 34 49,1.001,1.032,5617.0,Confirmed planets
2023,Kepler-10 b,0,0.010475,0.133962,0.8374906999999999,2169.0,19 02 43,+50 14 29,0.91,1.065,5643.0,Confirmed planets
2024,Kepler-10 c,0,0.054105999999999994,0.21415599999999999,45.294301000000004,584.0,19 02 43,+50 14 29,0.91,1.065,5643.0,Confirmed planets
2025,Kepler-442 b,0,,0.12,112.3053,,19 01 27.98,+39 16 48.3,0.609,0.598,4402.0,Confirmed planets
2026,HD 45350 b,0,1.79,,890.76,197.0,06 28 45,+38 57 46,1.02,1.27,5754.0,Confirmed planets
2027,Kepler-832 b,0,,0.184,7.139694099999999,,19 43 42,+45 23 02,0.92,0.9,5596.0,Confirmed planets
2028,Kepler-1067 b,0,,0.071,0.76212926,,19 01 33,+45 02 57,0.95,0.93,5592.0,Confirmed planets
2029,HD 168746 b,0,0.23,,6.403,1026.4,18 21 49,-11 55 21,0.88,1.12,5610.0,Confirmed planets
2030,Kepler-127 d,0,,0.24058000000000002,48.630408,,19 00 45,+46 01 40,1.2690000000000001,1.359,6106.0,Confirmed planets
2031,Kepler-127 c,0,,0.24241,29.393195000000002,,19 00 45,+46 01 40,1.2690000000000001,1.359,6106.0,Confirmed planets
2032,Kepler-127 b,0,,0.12758,14.435889000000001,,19 00 45,+46 01 40,1.2690000000000001,1.359,6106.0,Confirmed planets
2033,Kepler-1194 b,0,,0.135,16.22371307,,19 26 48,+38 08 43,0.94,0.92,5590.0,Confirmed planets
2034,Kepler-1546 b,0,,0.27899999999999997,19.597497100000002,,19 50 20,+41 32 28,0.95,0.93,5623.0,Confirmed planets
2035,HATS-8 b,0,0.138,0.873,3.583893,1324.0,19 39 46.08,-25 44 53.9,1.056,1.0859999999999999,5679.0,Confirmed planets
2036,K2-99 b,0,0.97,1.29,18.249000000000002,,13 55 06,-05 33 27,1.6,3.1,5990.0,Confirmed planets
2037,Kepler-304 b,0,,0.26063000000000003,3.2957089999999996,,19 37 46,+40 33 27,0.687,0.687,4731.0,Confirmed planets
2038,Kepler-304 d,0,,0.25061,9.653471000000001,,19 37 46,+40 33 27,0.687,0.687,4731.0,Confirmed planets
2039,Kepler-304 c,0,,0.19775,5.315946,,19 37 46,+40 33 27,0.687,0.687,4731.0,Confirmed planets
2040,Kepler-304 e,0,,0.107,1.49914695,,19 37 46,+40 33 27,0.687,0.687,4731.0,Confirmed planets
2041,KIC 10905746 b,0,,0.237,9.8844,,18 54 31,+48 23 28,0.578,0.5479999999999999,,Confirmed planets
2042,Kepler-612 b,0,,0.253,3.72215641,,19 25 25,+45 44 52,0.98,0.96,5693.0,Confirmed planets
2043,Kepler-979 b,0,,0.243,8.088013499999999,,20 01 29,+46 24 30,0.87,0.83,5310.0,Confirmed planets
2044,HD 120084 b,0,4.5,,2082.0,,13 42 39,+78 03 51,2.4,9.12,4892.0,Confirmed planets
2045,Kepler-945 b,0,,0.235,31.003381400000002,,19 25 05,+42 05 46,0.97,0.97,5718.0,Confirmed planets
2046,Kepler-1574 b,0,,0.115,6.9424334000000005,,19 28 38,+49 38 16,1.06,1.08,5892.0,Confirmed planets
2047,Kepler-270 b,0,,0.18317,11.476094,,18 48 48,+44 25 20,1.17,1.4609999999999999,6067.0,Confirmed planets
2048,Kepler-270 c,0,,0.1613,25.262887,,18 48 48,+44 25 20,1.17,1.4609999999999999,6067.0,Confirmed planets
2049,WASP-34 b,0,0.59,1.22,4.3176782,1058.7,11 01 36,-23 51 38,1.01,0.93,5700.0,Confirmed planets
2050,CoRoT-29 b,0,0.85,0.9,2.8505700000000003,,18 35 36.50,+06 28 46.99,0.97,0.9,5260.0,Confirmed planets
2051,WASP-4 b,0,1.1215,1.3630000000000002,1.33823187,1710.4,23 34 15,-42 03 41,0.93,1.15,5500.0,Confirmed planets
2052,Kepler-28 b,0,,0.32806906,5.91,680.0,19 28 32,+42 25 45,0.75,0.7,4590.0,Confirmed planets
2053,Kepler-28 c,0,,0.30984,8.98,595.0,19 28 32,+42 25 45,0.75,0.7,4590.0,Confirmed planets
2054,HD 220074 b,0,11.1,,672.1,965.5,23 20 14,+61 58 12,1.2,49.7,5080.0,Confirmed planets
2055,Kepler-1485 b,0,,0.131,19.9157725,,19 52 23,+44 44 13,1.11,1.12,6087.0,Confirmed planets
2056,11 UMi b,0,11.2,,516.22,,15 17 05.88899,+71 49 26.0466,1.8,24.08,4340.0,Confirmed planets
2057,Kepler-702 b,0,,0.818,10.52629406,,19 35 31,+41 39 42,0.9,0.86,5419.0,Confirmed planets
2058,Kepler-614 b,0,,0.213,14.03491514,,19 53 32,+46 16 34,0.85,0.81,5268.0,Confirmed planets
2059,Kepler-1219 b,0,,0.18899999999999997,16.10467749,,19 48 52,+47 22 43,1.25,1.94,5944.0,Confirmed planets
2060,TrES-1 b,0,0.7609999999999999,1.099,3.0300722,,19 04 09,+36 37 57,0.88,0.85,5250.0,Confirmed planets
2061,HD 240237 b,0,5.3,,745.7,,23 15 42.22361,+58 02 35.6654,1.69,32.0,4361.0,Confirmed planets
2062,Kepler-463 b,0,,0.272,8.98101683,,19 55 45,+44 51 28,0.87,0.9,5661.0,Confirmed planets
2063,70 Vir b,0,7.4,,116.6926,479.1,13 28 25.80861,+13 46 43.6386,1.09,1.94,5439.0,Confirmed planets
2064,Kepler-1267 b,0,,0.26899999999999996,13.031394500000001,,19 56 41,+43 26 28,1.15,1.2,6096.0,Confirmed planets
2065,Kepler-35 (AB) b,1,0.127,0.728,131.458,,19 37 59,+46 41 23,,,,"Confirmed planets, Planets in binary systems, P-type"
2066,Kepler-1231 b,0,,0.127,10.41725184,,19 14 21,+42 36 20,1.01,1.0,5778.0,Confirmed planets
2067,Kepler-345 c,0,,0.10935999999999998,9.387427,,19 40 54,+45 58 15,0.61,0.623,4504.0,Confirmed planets
2068,Kepler-345 b,0,,0.06744,7.415563000000001,,19 40 54,+45 58 15,0.61,0.623,4504.0,Confirmed planets
2069,Kepler-785 b,0,,1.162,1.97376093,,19 28 16,+38 50 32,0.77,0.71,4739.0,Confirmed planets
2070,Kepler-1204 b,0,,0.272,85.7350285,,19 17 46,+42 29 53,1.03,1.03,5825.0,Confirmed planets
2071,WASP-21 b,0,0.276,1.162,4.3225185999999995,1333.0,23 09 58,+18 23 46,0.89,1.136,5800.0,Confirmed planets
2072,Kepler-233 b,0,,0.22145,8.472382000000001,,19 45 27,+51 19 10,0.855,0.758,5360.0,Confirmed planets
2073,Kepler-233 c,0,,0.24695999999999999,60.418955000000004,,19 45 27,+51 19 10,0.855,0.758,5360.0,Confirmed planets
2074,Kepler-822 b,0,,0.158,3.22296927,,19 29 06,+39 33 01,1.06,1.08,5928.0,Confirmed planets
2075,HD 31527 b,0,0.0363,,16.546,770.9,04 55 38,-23 14 31,,,5940.0,Confirmed planets
2076,HD 31527 c,0,0.0498,,51.284,528.8,04 55 38,-23 14 31,,,5940.0,Confirmed planets
2077,HD 31527 d,0,0.0519,,274.49,299.2,04 55 38,-23 14 31,,,5940.0,Confirmed planets
2078,Kepler-1635 b,0,,0.325,469.63111,,19 01 24,+45 33 22,0.89,0.85,5347.0,Confirmed planets
2079,XO-4 b,0,1.615,1.615,4.1250707,,07 21 33.1657,+58 16 05.005,1.2930000000000001,1.554,6390.0,Confirmed planets
2080,Gliese 436 b,0,0.0727,0.3767,2.64385,650.3,11 42 11,+26 42 23,0.452,0.46399999999999997,3684.0,Confirmed planets
2081,Gliese 436 c,0,0.0008807961,0.06014599,1.3658,813.5,11 42 11,+26 42 23,0.452,0.46399999999999997,3684.0,Controversial
2082,Kepler-661 b,0,,0.27399999999999997,6.02930132,,18 54 51,+47 51 48,0.7,0.67,4483.0,Confirmed planets
2083,Kepler-1262 b,0,,0.162,8.67900242,,19 15 05,+42 12 48,0.99,0.98,5771.0,Confirmed planets
2084,Kepler-1377 b,0,,0.11199999999999999,0.74092842,,19 16 47,+46 39 06,0.86,0.82,5218.0,Confirmed planets
2085,HD 163296 b,0,0.3,,,,17 56 21,-21 02 38,2.3,,,Confirmed planets
2086,HD 163296 c,0,0.3,,,,17 56 21,-21 02 38,2.3,,,Confirmed planets
2087,Kepler-1041 b,0,,0.262,24.7576421,,19 35 32,+49 40 59,1.06,1.08,5957.0,Confirmed planets
2088,Kepler-235 b,0,,0.20322,3.3402220000000002,,19 04 18,+39 16 41,0.581,0.5539999999999999,4255.0,Confirmed planets
2089,Kepler-235 d,0,,0.18682,20.060548,,19 04 18,+39 16 41,0.581,0.5539999999999999,4255.0,Confirmed planets
2090,Kepler-235 e,0,,0.20231,46.183669,,19 04 18,+39 16 41,0.581,0.5539999999999999,4255.0,Confirmed planets
2091,Kepler-235 c,0,,0.11665,7.824903999999999,,19 04 18,+39 16 41,0.581,0.5539999999999999,4255.0,Confirmed planets
2092,HD 23127 b,0,1.5,,1214.0,205.3,03 39 24,-60 04 40,1.13,,5927.0,Confirmed planets
2093,Kepler-1239 b,0,,0.259,5.19104016,,19 32 31,+42 19 12,1.4,1.57,6564.0,Confirmed planets
2094,Kepler-1131 b,0,,0.142,3.53232449,,19 42 36,+49 15 41,1.03,1.04,5851.0,Confirmed planets
2095,Kepler-619 b,0,,0.282,5.4042722,,19 23 24,+48 24 58,1.09,1.11,5980.0,Confirmed planets
2096,Kepler-619 c,0,,0.151,1.20846503,,19 23 24,+48 24 58,1.09,1.11,5980.0,Confirmed planets
2097,HD 21693 b,0,0.0322,,22.656,581.9,03 27 12,-58 19 25,,,5940.0,Confirmed planets
2098,HD 21693 c,0,0.06472,,53.881,436.2,03 27 12,-58 19 25,,,5940.0,Confirmed planets
2099,OGLE-2012-BLG-0026L b,0,0.145,,,,17 34 18.70,-27 08 33.9,1.06,,,Confirmed planets
2100,OGLE-2012-BLG-0026L c,0,0.86,,,,17 34 18.70,-27 08 33.9,1.06,,,Confirmed planets
2101,KIC 9413313 b,0,,,,,19 41 40,+45 54 13,0.95,1.45,5359.0,Confirmed planets
2102,Kepler-482 b,0,,0.21100000000000002,56.35418576,,19 47 17,+48 06 27,0.75,0.72,4871.0,Confirmed planets
2103,Kepler-1458 b,0,,0.24600000000000002,47.9872764,,18 52 51,+41 02 17,0.96,0.94,5653.0,Confirmed planets
2104,Kepler-298 b,0,,0.17862,10.475464,,18 52 09,+48 49 31,0.66,0.5820000000000001,4465.0,Confirmed planets
2105,Kepler-298 c,0,,0.17588,22.928810000000002,,18 52 09,+48 49 31,0.66,0.5820000000000001,4465.0,Confirmed planets
2106,Kepler-298 d,0,,0.22783,77.47363299999999,,18 52 09,+48 49 31,0.66,0.5820000000000001,4465.0,Confirmed planets
2107,Kepler-474 b,0,,0.273,5.66067294,,19 29 17,+43 52 52,0.99,1.08,5785.0,Confirmed planets
2108,Kepler-1205 b,0,,0.126,1.07839035,,19 21 07,+41 30 54,0.84,0.81,5226.0,Confirmed planets
2109,GSC 06214-00210 b,0,17.0,,,1700.0,16 21 55,-20 43 07,0.9,,4060.0,Confirmed planets
2110,Kepler-836 b,0,,0.244,11.36112327,,19 09 49,+45 42 16,1.03,1.04,5895.0,Confirmed planets
2111,OGLE-BLG-1195L b,0,0.016,,,,17 55 24,-30 47 34,0.37,,,Confirmed planets
2112,Kepler-678 b,0,,0.45899999999999996,7.27503724,,19 41 49,+50 29 40,0.94,0.91,5520.0,Confirmed planets
2113,Kepler-1033 b,0,,0.22399999999999998,7.56052806,,18 55 23,+44 36 33,0.94,0.92,5547.0,Confirmed planets
2114,Kepler-1514 b,0,,1.055,217.83176260000002,,19 30 31,+37 51 36,1.21,1.22,6251.0,Confirmed planets
2115,Kepler-443 b,0,,0.20800000000000002,177.6693,,19 14 26.53,+49 58 07.1,0.738,0.706,4723.0,Confirmed planets
2116,WASP-63 b,0,0.38,1.43,4.37809,1540.0,06 17 20.75,-38 19 23.8,1.32,1.88,5570.0,Confirmed planets
2117,Kepler-357 d,0,,0.31258,49.499875,,19 24 58,+44 00 31,0.727,0.8340000000000001,5036.0,Confirmed planets
2118,Kepler-357 b,0,,0.16768,6.475434,,19 24 58,+44 00 31,0.727,0.8340000000000001,5036.0,Confirmed planets
2119,Kepler-357 c,0,,0.24331999999999998,16.85837,,19 24 58,+44 00 31,0.727,0.8340000000000001,5036.0,Confirmed planets
2120,Kepler-249 c,0,,0.13760999999999998,7.113702,,19 47 56,+43 39 30,0.506,0.48200000000000004,3568.0,Confirmed planets
2121,Kepler-249 b,0,,0.09933,3.306539,,19 47 56,+43 39 30,0.506,0.48200000000000004,3568.0,Confirmed planets
2122,Kepler-249 d,0,,0.14307,15.368459,,19 47 56,+43 39 30,0.506,0.48200000000000004,3568.0,Confirmed planets
2123,Kepler-51 b,0,0.0066,0.633,45.153999999999996,,19 45 55.146,+49 56 15.66,1.04,0.88,6018.0,Confirmed planets
2124,Kepler-51 c,0,0.0126,0.8029999999999999,85.31200000000001,,19 45 55.146,+49 56 15.66,1.04,0.88,6018.0,Confirmed planets
2125,Kepler-51 d,0,0.0239,0.865,130.194,,19 45 55.146,+49 56 15.66,1.04,0.88,6018.0,Confirmed planets
2126,Kepler-1078 b,0,,0.17,3.00725242,,19 32 48,+43 03 00,0.94,0.92,5612.0,Confirmed planets
2127,HD 99706 b,0,1.4,,868.0,342.5,11 28 30,+43 58 00,1.72,5.4,4932.0,Confirmed planets
2128,HD 86950,0,3.6,,1270.0,,10 01 38,-17 40 01,1.66,8.8,4805.0,Confirmed planets
2129,Kepler-1387 b,0,,0.083,2.27952666,,19 29 46,+43 12 34,0.82,0.77,5046.0,Confirmed planets
2130,Kepler-1642 b,0,,0.285,12.205751300000001,,19 48 51,+43 38 37,0.88,0.84,5355.0,Confirmed planets
2131,Kepler-1642 c,0,,0.237,6.651380199999999,,19 48 51,+43 38 37,0.88,0.84,5355.0,Confirmed planets
2132,Kepler-37 b,0,,0.027000000000000003,13.367308,,18 56 14,+44 31 05,0.8029999999999999,0.77,5417.0,Confirmed planets
2133,Kepler-37 c,0,,0.0662,21.301886,,18 56 14,+44 31 05,0.8029999999999999,0.77,5417.0,Confirmed planets
2134,Kepler-37 d,0,,0.181349,39.792187,,18 56 14,+44 31 05,0.8029999999999999,0.77,5417.0,Confirmed planets
2135,Kepler-37 e,0,,,51.196000000000005,,18 56 14,+44 31 05,0.8029999999999999,0.77,5417.0,Confirmed planets
2136,KOI-195 b,0,0.34,1.09,3.21751883,1300.0,19 17 44,+49 28 24,0.91,0.92,5725.0,Confirmed planets
