,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
3099,HD 95089 b,0,1.2,,507.0,396.7,10 58 48,+01 43 45,1.58,4.9,5002.0,Confirmed planets
3100,HD 148156 b,0,0.85,,1010.0,191.9,16 28 17,-46 19 03,1.22,1.21,6308.0,Confirmed planets
3101,Kepler-1515 b,0,,0.852,214.31141639999998,,19 23 54,+48 10 41,1.3,1.41,6511.0,Confirmed planets
3102,Kepler-175 b,0,,0.23329,11.903514999999999,,19 18 12,+43 52 34,1.045,1.01,6064.0,Confirmed planets
3103,Kepler-175 c,0,,0.2825,34.035257,,19 18 12,+43 52 34,1.045,1.01,6064.0,Confirmed planets
3104,Kepler-640 b,0,,0.228,22.24813967,,19 44 08,+42 07 54,1.01,0.94,5653.0,Confirmed planets
3105,Kepler-1506 b,0,,0.11800000000000001,14.0329154,,19 20 36,+41 27 53,0.95,0.93,5676.0,Confirmed planets
3106,Kepler-966 b,0,,0.368,99.74762199999999,,19 49 05,+50 07 19,1.02,1.02,5840.0,Confirmed planets
3107,Kepler-1024 b,0,,0.349,66.4162133,,19 27 48,+38 15 06,0.81,0.78,5143.0,Confirmed planets
3108,Kepler-899 b,0,,0.239,19.17891293,,19 49 56,+40 40 51,0.93,0.91,5595.0,Confirmed planets
3109,HD 219828 b,0,0.066,,3.8335,1485.2,23 18 47,+18 38 45,1.24,1.7,5891.0,Confirmed planets
3110,HD 7449 b,2,1.09,,1270.5,,01 14 29.32198,-05 02 50.5942,1.05,1.01,6024.0,"Confirmed planets, Planets in binary systems, S-type"
3111,HD 7449 c,2,2.0,,4046.0,,01 14 29.32198,-05 02 50.5942,1.05,1.01,6024.0,"Controversial, Planets in binary systems, S-type"
3112,Kepler-1249 b,0,,0.212,24.334712699999997,,19 47 35,+44 22 18,1.19,1.28,6202.0,Confirmed planets
3113,Kepler-621 b,0,,0.205,2.62811375,,19 23 43,+39 54 51,0.72,0.68,4521.0,Confirmed planets
3114,HD 175370 b,0,4.6,,349.5,,18 52 60,+43 42 49,1.02,23.5,4301.0,Confirmed planets
3115,Kepler-604 b,0,,0.231,25.85501786,,19 29 16,+42 37 35,1.02,1.03,5890.0,Confirmed planets
3116,Kepler-302 c,0,,1.13457,127.28218400000002,,19 37 16,+43 37 45,1.021,1.22,5740.0,Confirmed planets
3117,Kepler-302 b,0,,0.36999,30.184103999999998,,19 37 16,+43 37 45,1.021,1.22,5740.0,Confirmed planets
3118,Kepler-27 b,0,,0.364521,15.33,532.4,19 28 56,+41 05 09,0.65,0.59,5400.0,Confirmed planets
3119,Kepler-27 c,0,,0.44653000000000004,31.33,418.5,19 28 56,+41 05 09,0.65,0.59,5400.0,Confirmed planets
3120,HD 39194 b,0,0.0117,,5.6363,881.3,05 44 32,-70 08 37,,,5150.0,Confirmed planets
3121,HD 39194 c,0,0.0187,,14.025,651.2,05 44 32,-70 08 37,,,5150.0,Confirmed planets
3122,HD 39194 d,0,0.0162,,33.941,484.1,05 44 32,-70 08 37,,,5150.0,Confirmed planets
3123,Kepler-964 b,0,,0.18899999999999997,13.5225106,,19 41 12,+40 33 24,0.93,0.84,5427.0,Confirmed planets
3124,WASP-69 b,0,0.26,1.057,3.8681382000000006,963.0,21 00 06,-05 05 40,0.826,0.813,4715.0,Confirmed planets
3125,Kepler-1059 b,0,,0.154,3.76419105,,19 16 53,+41 42 23,0.75,0.72,4906.0,Confirmed planets
3126,HD 196885 A b,2,2.98,,1326.0,228.4,20 39 51,+11 14 58,1.33,1.79,6340.0,"Confirmed planets, Planets in binary systems, S-type"
3127,Kepler-402 c,0,,0.14215999999999998,6.124821,,19 13 28,+43 21 16,,1.264,6090.0,Confirmed planets
3128,Kepler-402 e,0,,0.13305,11.242861,,19 13 28,+43 21 16,,1.264,6090.0,Confirmed planets
3129,Kepler-402 b,0,,0.11118,4.028751000000001,,19 13 28,+43 21 16,,1.264,6090.0,Confirmed planets
3130,Kepler-402 d,0,,0.12575999999999998,8.921099,,19 13 28,+43 21 16,,1.264,6090.0,Confirmed planets
3131,Kepler-1561 b,0,,0.09699999999999999,1.00520701,,19 47 42,+43 33 59,1.07,1.11,5957.0,Confirmed planets
3132,Kepler-1300 b,0,,0.122,22.241909200000002,,19 16 08,+40 05 13,1.29,1.79,6130.0,Confirmed planets
3133,Kepler-705 b,0,,0.188,56.056053799999994,,19 18 02,+41 48 44,0.53,0.51,3722.0,Confirmed planets
3134,HATS-26 b,0,0.65,1.75,3.3023881,,09 39 42,-28 24 52,1.2990000000000002,2.04,6071.0,Confirmed planets
3135,Kepler-1220 b,0,,0.136,7.42693741,,19 48 17,+42 58 40,1.0,0.99,5842.0,Confirmed planets
3136,Kepler-206 c,0,,0.1613,13.137471,,19 26 32,+41 50 01,1.021,1.185,5764.0,Confirmed planets
3137,Kepler-206 b,0,,0.10935999999999998,7.781986999999999,,19 26 32,+41 50 01,1.021,1.185,5764.0,Confirmed planets
3138,Kepler-206 d,0,,0.10845,23.44281,,19 26 32,+41 50 01,1.021,1.185,5764.0,Confirmed planets
3139,KOI-1860 b,0,,0.221,6.319,,19 26 13.67,+39 13 38.2,0.9990000000000001,1.075,,Confirmed planets
3140,KOI-1860 c,0,,0.22699999999999998,12.209000000000001,,19 26 13.67,+39 13 38.2,0.9990000000000001,1.075,,Confirmed planets
3141,KOI-1860.03,0,,0.15,3.076452083,,19 26 13.67,+39 13 38.2,0.9990000000000001,1.075,,Kepler Objects of Interest
3142,KOI-1860.04,0,,0.131,24.843509899999997,,19 26 13.67,+39 13 38.2,0.9990000000000001,1.075,,Kepler Objects of Interest
3143,Kepler-1537 b,0,,0.105,1.4444538,,19 37 32,+43 49 32,0.81,0.77,5079.0,Confirmed planets
3144,HD 204313 b,0,3.55,,1920.1,153.8,21 28 12,-21 43 35,1.045,,5767.0,Confirmed planets
3145,HD 204313 c,0,0.054000000000000006,,34.873000000000005,585.7,21 28 12,-21 43 35,1.045,,5767.0,Confirmed planets
3146,HD 204313 d,0,1.68,,2831.6,135.1,21 28 12,-21 43 35,1.045,,5767.0,Confirmed planets
3147,HD 159868 b,0,2.1,,1178.4,224.9,17 39 00,-43 08 44,1.09,,5395.0,Confirmed planets
3148,HD 159868 c,0,0.73,,352.3,336.8,17 39 00,-43 08 44,1.09,,5395.0,Confirmed planets
3149,HD 1690 b,0,6.1,,533.0,674.4,00 21 13,-08 16 52,1.09,16.7,4393.0,Confirmed planets
3150,Kepler-988 b,0,,0.185,17.76080053,,19 22 50,+42 14 14,0.55,0.53,4005.0,Confirmed planets
3151,Kepler-449 b,2,,0.1834,12.582419999999999,,19 34 55.874,+41 54 02.98,0.9690000000000001,1.57,5588.0,"Confirmed planets, Planets in binary systems, S-type"
3152,Kepler-449 c,2,,0.2466,33.6727,,19 34 55.874,+41 54 02.98,0.9690000000000001,1.57,5588.0,"Confirmed planets, Planets in binary systems, S-type"
3153,Kepler-683 b,0,,0.17600000000000002,2.53918318,,19 25 46,+37 54 20,0.96,0.95,5703.0,Confirmed planets
3154,Kepler-1012 b,0,,0.115,5.50860439,,19 17 11,+46 27 29,0.95,0.91,5556.0,Confirmed planets
3155,Kepler-1001 b,0,,0.281,14.30511983,,19 05 06,+48 37 07,0.9,0.88,5491.0,Confirmed planets
3156,Kepler-184 b,0,,0.21506999999999998,10.687576,,19 27 48,+43 04 28,0.97,0.873,5788.0,Confirmed planets
3157,Kepler-184 c,0,,0.17953,20.303005,,19 27 48,+43 04 28,0.97,0.873,5788.0,Confirmed planets
3158,Kepler-184 d,0,,0.22691,29.022358,,19 27 48,+43 04 28,0.97,0.873,5788.0,Confirmed planets
3159,Kepler-18 b,0,0.0217,0.179,3.504725,1181.7,19 52 19.067,+44 44 46.94,0.972,1.1079999999999999,5383.0,Confirmed planets
3160,Kepler-18 c,0,0.054000000000000006,0.49,7.641589999999999,911.1,19 52 19.067,+44 44 46.94,0.972,1.1079999999999999,5383.0,Confirmed planets
3161,Kepler-18 d,0,0.052000000000000005,0.62,14.85888,729.8,19 52 19.067,+44 44 46.94,0.972,1.1079999999999999,5383.0,Confirmed planets
3162,HD 32518 b,0,3.04,,157.54,,05 09 36.71904,+69 38 21.8510,1.13,10.22,4580.0,Confirmed planets
3163,HAT-P-44 b,0,0.392,1.28,,1126.0,14 12 35,+47 00 53,0.9390000000000001,0.9790000000000001,5295.0,Confirmed planets
3164,HAT-P-44 c,0,1.6,,219.9,,14 12 35,+47 00 53,0.9390000000000001,0.9790000000000001,5295.0,Confirmed planets
3165,Kepler-1312 b,0,,0.187,5.44832529,,19 31 53,+41 02 09,0.99,0.92,5719.0,Confirmed planets
3166,Kepler-1569 b,0,,0.15,5.79180156,,19 28 49,+37 13 16,1.25,1.4,6319.0,Confirmed planets
3167,HD 200964 b,0,1.85,,613.8,,21 06 39.84239,+03 48 11.2280,1.44,4.3,5164.0,Confirmed planets
3168,HD 200964 c,0,0.895,,825.0,,21 06 39.84239,+03 48 11.2280,1.44,4.3,5164.0,Confirmed planets
3169,Kepler-1342 b,0,,0.14800000000000002,2.21571036,,19 48 05,+43 25 57,0.93,0.9,5527.0,Confirmed planets
3170,Kepler-1634 b,0,,0.285,374.876239,,19 36 10,+45 08 23,0.92,0.89,5474.0,Confirmed planets
3171,Kepler-1265 b,0,,0.12,6.49441289,,18 58 21,+47 04 46,0.71,0.69,4630.0,Confirmed planets
3172,WD 0806-661 B,0,8.0,,,340.0,08 06 53.736,-66 18 16.74,0.62,,5700.0,Confirmed planets
3173,HAT-P-19 b,0,0.292,1.109,4.0087844,1010.0,00 38 04.012,+34 42 41.56,0.8420000000000001,0.82,4990.0,Confirmed planets
3174,Kepler-759 b,0,,0.203,41.805985,,19 20 32,+41 22 53,1.04,1.04,5860.0,Confirmed planets
3175,Kepler-563 b,0,,0.276,22.18432708,,19 29 47,+46 17 23,0.8,0.77,5066.0,Confirmed planets
3176,Kepler-1607 b,0,,0.08199999999999999,13.6473676,,19 44 14,+42 39 22,1.14,1.21,6116.0,Confirmed planets
3177,Kepler-1631 b,0,,0.12,4.09513932,,19 38 32,+43 48 28,0.97,0.95,5679.0,Confirmed planets
3178,Kepler-973 b,0,,0.175,49.6077331,,19 20 40,+49 55 26,0.86,0.78,5213.0,Confirmed planets
3179,Kepler-278 b,0,,0.3709,30.160546000000004,,19 20 25,+38 42 08,1.079,2.935,4991.0,Confirmed planets
