pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
Kepler-217 b,Transit,3,5.374943,0.065,,,0.19899999999999998,293.037744,46.277508000000005,1066.0,6171.0,,1.8
Kepler-217 c,Transit,3,8.586004,0.089,,,0.165,293.037744,46.277508000000005,1066.0,6171.0,,1.8
Kepler-217 d,Transit,3,3.88689525,,,,0.11800000000000001,293.037744,46.277508000000005,1066.0,6171.0,,1.8
Kepler-218 b,Transit,3,3.619337,0.046,,,0.132,295.412811,46.266472,636.0,5502.0,,1.06
Kepler-218 c,Transit,3,44.699576,0.248,,,0.28,295.412811,46.266472,636.0,5502.0,,1.06
Kepler-218 d,Transit,3,124.5244647,,,,0.237,295.412811,46.266472,636.0,5502.0,,1.06
Kepler-219 b,Transit,3,4.585512,0.057,,,0.263,288.73897999999997,46.762558,946.0,5786.0,,1.49
Kepler-219 c,Transit,3,22.714613,0.165,,,0.319,288.73897999999997,46.762558,946.0,5786.0,,1.49
Kepler-219 d,Transit,3,47.903645,0.272,,,0.251,288.73897999999997,46.762558,946.0,5786.0,,1.49
Kepler-22 b,Transit,1,289.8623,0.849,0.0,0.113,0.212,289.217484,47.884464,190.0,5518.0,0.97,0.98
Kepler-220 b,Transit,4,4.159807,0.046,,,0.07200000000000001,291.506237,46.895779,154.0,4632.0,,0.67
Kepler-220 c,Transit,4,9.034199,0.076,,,0.14,291.506237,46.895779,154.0,4632.0,,0.67
Kepler-220 d,Transit,4,28.122397,0.163,,,0.087,291.506237,46.895779,154.0,4632.0,,0.67
Kepler-220 e,Transit,4,45.902733,0.226,,,0.11900000000000001,291.506237,46.895779,154.0,4632.0,,0.67
Kepler-221 b,Transit,4,2.795906,0.037,,,0.153,296.654765,46.83527,414.0,5243.0,,0.82
Kepler-221 c,Transit,4,5.690586,0.059,,,0.261,296.654765,46.83527,414.0,5243.0,,0.82
Kepler-221 d,Transit,4,10.04156,0.087,,,0.244,296.654765,46.83527,414.0,5243.0,,0.82
Kepler-221 e,Transit,4,18.369917,0.13,,,0.235,296.654765,46.83527,414.0,5243.0,,0.82
Kepler-222 b,Transit,3,3.936981,0.048,,,0.282,287.9061,46.937767,781.0,5433.0,,0.87
Kepler-222 c,Transit,3,10.08881,0.091,,,0.414,287.9061,46.937767,781.0,5433.0,,0.87
Kepler-222 d,Transit,3,28.081912,0.18,,,0.32899999999999996,287.9061,46.937767,781.0,5433.0,,0.87
Kepler-223 b,Transit,4,7.38449,,0.078,0.023280000000000002,0.267,298.318356,47.279495000000004,1135.0,,1.12,1.72
Kepler-223 c,Transit,4,9.84564,,0.15,0.01605,0.307,298.318356,47.279495000000004,1135.0,,1.12,1.72
Kepler-223 d,Transit,4,14.78869,,0.037,0.025169999999999998,0.467,298.318356,47.279495000000004,1135.0,,1.12,1.72
Kepler-223 e,Transit,4,19.72567,,0.051,0.0151,0.41,298.318356,47.279495000000004,1135.0,,1.12,1.72
Kepler-224 b,Transit,4,3.132924,0.038,,,0.124,290.934287,47.357601,783.0,5018.0,,0.68
Kepler-224 c,Transit,4,5.925003,0.058,,,0.278,290.934287,47.357601,783.0,5018.0,,0.68
Kepler-224 d,Transit,4,11.349393,0.089,,,0.205,290.934287,47.357601,783.0,5018.0,,0.68
Kepler-224 e,Transit,4,18.643577,0.124,,,0.17600000000000002,290.934287,47.357601,783.0,5018.0,,0.68
Kepler-225 b,Transit,2,6.738975,0.056,,,0.107,292.193984,47.457096,498.0,3682.0,,0.48
Kepler-225 c,Transit,2,18.794234,0.111,,,0.16399999999999998,292.193984,47.457096,498.0,3682.0,,0.48
Kepler-226 b,Transit,3,3.940997,0.047,,,0.138,292.376129,47.880989,966.0,5571.0,,0.8
Kepler-226 c,Transit,3,5.349555,0.058,,,0.203,292.376129,47.880989,966.0,5571.0,,0.8
Kepler-226 d,Transit,3,8.109044,0.076,,,0.109,292.376129,47.880989,966.0,5571.0,,0.8
Kepler-227 b,Transit,2,9.488015,0.09,,,0.27699999999999997,291.934236,48.141651,1095.0,5854.0,,1.09
Kepler-227 c,Transit,2,54.418694,0.29,,,0.271,291.934236,48.141651,1095.0,5854.0,,1.09
Kepler-228 b,Transit,3,2.566546,0.038,,,0.136,296.286142,48.224667,1307.0,6043.0,,1.01
Kepler-228 c,Transit,3,4.134444,0.052,,,0.24100000000000002,296.286142,48.224667,1307.0,6043.0,,1.01
Kepler-228 d,Transit,3,11.094286,0.101,,,0.36,296.286142,48.224667,1307.0,6043.0,,1.01
Kepler-229 b,Transit,3,6.252972,0.062,,,0.196,286.99947099999997,48.375797,877.0,5120.0,,0.73
Kepler-229 c,Transit,3,16.068638,0.117,,,0.439,286.99947099999997,48.375797,877.0,5120.0,,0.73
Kepler-229 d,Transit,3,41.194912,0.22,,,0.34299999999999997,286.99947099999997,48.375797,877.0,5120.0,,0.73
Kepler-23 b,Transit,3,7.1073,0.075,,0.8,0.17,294.218924,49.479225,800.0,5828.0,,1.55
Kepler-23 c,Transit,3,10.7421,0.099,,2.7,0.285,294.218924,49.479225,800.0,5828.0,,1.55
Kepler-23 d,Transit,3,15.274299,0.124,,,0.196,294.218924,49.479225,800.0,5828.0,,1.55
Kepler-230 b,Transit,2,32.625555,0.191,,,0.38,285.71853799999997,48.505859,775.0,5588.0,,0.82
Kepler-230 c,Transit,2,91.773242,0.38,,,0.182,285.71853799999997,48.505859,775.0,5588.0,,0.82
Kepler-231 b,Transit,2,10.065275,0.074,,,0.154,293.973353,50.531914,325.0,3767.0,,0.49
Kepler-231 c,Transit,2,19.271566,0.114,,,0.172,293.973353,50.531914,325.0,3767.0,,0.49
Kepler-232 b,Transit,2,4.431222,0.054,,,0.275,295.81615800000003,51.121742,1155.0,5847.0,,0.97
Kepler-232 c,Transit,2,11.379349,0.101,,,0.342,295.81615800000003,51.121742,1155.0,5847.0,,0.97
Kepler-233 b,Transit,2,8.472382,0.077,,,0.217,296.36652200000003,51.319523,825.0,5360.0,,0.76
Kepler-233 c,Transit,2,60.418955,0.287,,,0.242,296.36652200000003,51.319523,825.0,5360.0,,0.76
Kepler-234 b,Transit,2,2.711506,0.04,,,0.33,291.653519,38.494659000000006,1651.0,6224.0,,1.11
Kepler-234 c,Transit,2,7.21205,0.077,,,0.313,291.653519,38.494659000000006,1651.0,6224.0,,1.11
Kepler-235 b,Transit,4,3.340222,0.037,,,0.19899999999999998,286.079103,39.278313,369.0,4255.0,,0.55
Kepler-235 c,Transit,4,7.824904,0.065,,,0.114,286.079103,39.278313,369.0,4255.0,,0.55
Kepler-235 d,Transit,4,20.060548,0.122,,,0.183,286.079103,39.278313,369.0,4255.0,,0.55
Kepler-235 e,Transit,4,46.183669,0.213,,,0.198,286.079103,39.278313,369.0,4255.0,,0.55
Kepler-236 b,Transit,2,8.295611,0.065,,,0.14,283.866378,39.898092,265.0,3750.0,,0.51
Kepler-236 c,Transit,2,23.968127,0.132,,,0.17800000000000002,283.866378,39.898092,265.0,3750.0,,0.51
Kepler-237 b,Transit,2,4.715106,0.05,,,0.126,283.221387,40.421834000000004,647.0,4861.0,,0.72
Kepler-237 c,Transit,2,8.103636,0.071,,,0.18600000000000003,283.221387,40.421834000000004,647.0,4861.0,,0.72
Kepler-238 b,Transit,5,2.090876,0.034,,,0.154,287.897113,40.637815,1369.0,5751.0,,1.43
Kepler-238 c,Transit,5,6.155557,0.069,,,0.213,287.897113,40.637815,1369.0,5751.0,,1.43
Kepler-238 d,Transit,5,13.233549,0.115,,,0.27399999999999997,287.897113,40.637815,1369.0,5751.0,,1.43
Kepler-238 e,Transit,5,23.654,,,0.534,0.5,287.897113,40.637815,1369.0,5751.0,,1.43
Kepler-238 f,Transit,5,50.447,,,0.042,0.17800000000000002,287.897113,40.637815,1369.0,5751.0,,1.43
Kepler-239 b,Transit,2,11.763051,0.095,,,0.20800000000000002,294.202137,40.663406,658.0,4914.0,,0.76
Kepler-239 c,Transit,2,56.228098,0.268,,,0.22399999999999998,294.202137,40.663406,658.0,4914.0,,0.76
Kepler-24 b,Transit,4,8.1453,0.08,,1.6,0.214,290.413267,38.343754,1200.0,5897.0,,1.29
Kepler-24 c,Transit,4,12.3335,0.106,,1.6,0.25,290.413267,38.343754,1200.0,5897.0,,1.29
Kepler-24 d,Transit,4,4.244384,0.051,,,0.149,290.413267,38.343754,1200.0,5897.0,,1.29
Kepler-24 e,Transit,4,18.998355,0.138,,,0.248,290.413267,38.343754,1200.0,5897.0,,1.29
Kepler-240 b,Transit,2,4.144495,0.048,,,0.122,291.158774,40.750263000000004,738.0,4985.0,,0.74
Kepler-240 c,Transit,2,7.953528,0.074,,,0.196,291.158774,40.750263000000004,738.0,4985.0,,0.74
Kepler-241 b,Transit,2,12.718092,0.094,,,0.20800000000000002,292.913118,41.060921,512.0,4699.0,,0.67
Kepler-241 c,Transit,2,36.065978,0.189,,,0.22899999999999998,292.913118,41.060921,512.0,4699.0,,0.67
Kepler-242 b,Transit,2,8.20395,0.075,,,0.233,286.565695,41.808403000000006,670.0,5020.0,,0.85
Kepler-242 c,Transit,2,14.496481,0.109,,,0.17800000000000002,286.565695,41.808403000000006,670.0,5020.0,,0.85
Kepler-243 b,Transit,2,5.715442,0.062,,,0.21899999999999997,285.11047,42.033958,669.0,5228.0,,0.84
Kepler-243 c,Transit,2,20.026218,0.142,,,0.17800000000000002,285.11047,42.033958,669.0,5228.0,,0.84
Kepler-244 b,Transit,3,4.311792,0.05,,,0.24600000000000002,287.24268,42.301369,928.0,5554.0,,0.8
Kepler-244 c,Transit,3,9.767292,0.087,,,0.183,287.24268,42.301369,928.0,5554.0,,0.8
Kepler-244 d,Transit,3,20.050401,0.14,,,0.20600000000000002,287.24268,42.301369,928.0,5554.0,,0.8
Kepler-245 b,Transit,4,7.49019,0.071,,,0.22899999999999998,291.638965,42.436316999999995,866.0,5100.0,,0.8
Kepler-245 c,Transit,4,17.460812,0.124,,,0.19399999999999998,291.638965,42.436316999999995,866.0,5100.0,,0.8
Kepler-245 d,Transit,4,36.277108,0.202,,,0.27,291.638965,42.436316999999995,866.0,5100.0,,0.8
Kepler-245 e,Transit,4,3.21982106,,,,0.156,291.638965,42.436316999999995,866.0,5100.0,,0.8
Kepler-246 b,Transit,2,4.60182,0.052,,,0.209,296.483427,42.663429,736.0,5206.0,,0.83
Kepler-246 c,Transit,2,11.187161,0.095,,,0.134,296.483427,42.663429,736.0,5206.0,,0.83
Kepler-247 b,Transit,3,3.33616,0.042,,,0.146,288.642531,43.039291,667.0,5100.0,,0.77
Kepler-247 c,Transit,3,9.439452,0.084,,,0.365,288.642531,43.039291,667.0,5100.0,,0.77
Kepler-247 d,Transit,3,20.477912,0.14,,,0.35200000000000004,288.642531,43.039291,667.0,5100.0,,0.77
Kepler-248 b,Transit,2,6.308205,0.066,,,0.26899999999999996,293.061384,43.581356,800.0,5190.0,,0.83
Kepler-248 c,Transit,2,16.239494,0.123,,,0.363,293.061384,43.581356,800.0,5190.0,,0.83
Kepler-249 b,Transit,3,3.306539,0.035,,,0.09699999999999999,296.985068,43.658524,133.0,3568.0,,0.48
Kepler-249 c,Transit,3,7.113702,0.058,,,0.135,296.985068,43.658524,133.0,3568.0,,0.48
Kepler-249 d,Transit,3,15.368459,0.097,,,0.14,296.985068,43.658524,133.0,3568.0,,0.48
Kepler-25 b,Transit,3,6.2385,,,0.0302,0.242,286.638393,39.487894,244.96,6270.0,1.19,1.31
Kepler-25 c,Transit,3,12.7204,,,0.0774,0.46399999999999997,286.638393,39.487894,244.96,6270.0,1.19,1.31
Kepler-25 d,Radial Velocity,3,123.0,,,0.283,,286.638393,39.487894,244.96,6270.0,1.19,1.31
Kepler-250 b,Transit,3,4.148141,0.048,,,0.10099999999999999,289.594765,44.141953,788.0,5160.0,,0.81
Kepler-250 c,Transit,3,7.156804,0.069,,,0.203,289.594765,44.141953,788.0,5160.0,,0.81
Kepler-250 d,Transit,3,17.648312,0.127,,,0.19399999999999998,289.594765,44.141953,788.0,5160.0,,0.81
Kepler-251 b,Transit,4,4.790936,0.053,,,0.11900000000000001,296.566237,44.105865,1014.0,5526.0,,0.89
Kepler-251 c,Transit,4,16.514043,0.122,,,0.247,296.566237,44.105865,1014.0,5526.0,,0.89
Kepler-251 d,Transit,4,30.133001,0.182,,,0.247,296.566237,44.105865,1014.0,5526.0,,0.89
Kepler-251 e,Transit,4,99.640161,0.404,,,0.247,296.566237,44.105865,1014.0,5526.0,,0.89
Kepler-252 b,Transit,2,6.668391,0.058,,,0.11,295.57934500000005,44.545963,391.0,4208.0,,0.55
Kepler-252 c,Transit,2,10.848463,0.08,,,0.192,295.57934500000005,44.545963,391.0,4208.0,,0.55
Kepler-253 b,Transit,3,3.783986,0.046,,,0.145,291.841992,44.858089,849.0,5208.0,,0.79
Kepler-253 c,Transit,3,10.281951,0.089,,,0.23600000000000002,291.841992,44.858089,849.0,5208.0,,0.79
Kepler-253 d,Transit,3,18.119869,0.13,,,0.28300000000000003,291.841992,44.858089,849.0,5208.0,,0.79
Kepler-254 b,Transit,3,5.826662,0.064,,,0.345,288.164701,45.816503999999995,1366.0,5957.0,,0.91
Kepler-254 c,Transit,3,12.412183,0.105,,,0.192,288.164701,45.816503999999995,1366.0,5957.0,,0.91
Kepler-254 d,Transit,3,18.746477,0.139,,,0.223,288.164701,45.816503999999995,1366.0,5957.0,,0.91
Kepler-255 b,Transit,3,5.714606,0.063,,,0.138,296.064233,45.976841,1011.0,5573.0,,0.93
Kepler-255 c,Transit,3,9.946047,0.092,,,0.267,296.064233,45.976841,1011.0,5573.0,,0.93
Kepler-255 d,Transit,3,1.04562266,,,,0.11800000000000001,296.064233,45.976841,1011.0,5573.0,,0.93
Kepler-256 b,Transit,4,1.620493,0.027,,,0.142,292.580445,46.097389,1181.0,5551.0,,1.3
Kepler-256 c,Transit,4,3.38802,0.045,,,0.192,292.580445,46.097389,1181.0,5551.0,,1.3
Kepler-256 d,Transit,4,5.839172,0.064,,,0.221,292.580445,46.097389,1181.0,5551.0,,1.3
Kepler-256 e,Transit,4,10.681572,0.096,,,0.21,292.580445,46.097389,1181.0,5551.0,,1.3
Kepler-257 b,Transit,3,2.382667,0.034,,,0.233,297.315994,46.023269,775.0,5180.0,,1.04
Kepler-257 c,Transit,3,6.581484,0.066,,,0.483,297.315994,46.023269,775.0,5180.0,,1.04
Kepler-257 d,Transit,3,24.664551,0.16,,,0.442,297.315994,46.023269,775.0,5180.0,,1.04
Kepler-258 b,Transit,2,13.19722,0.103,,,0.36200000000000004,294.06849,46.57933,592.0,4942.0,,0.92
Kepler-258 c,Transit,2,33.653079,0.193,,,0.322,294.06849,46.57933,592.0,4942.0,,0.92
Kepler-259 b,Transit,2,8.115317,0.079,,,0.25,288.211929,46.615005,1014.0,5938.0,,0.9
Kepler-259 c,Transit,2,36.924931,0.217,,,0.24100000000000002,288.211929,46.615005,1014.0,5938.0,,0.9
Kepler-26 b,Transit,4,12.28,,,0.01611,0.248,284.94099700000004,46.56654,339.0,3914.0,0.54,0.51
Kepler-26 c,Transit,4,17.2559,,,0.01951,0.243,284.94099700000004,46.56654,339.0,3914.0,0.54,0.51
Kepler-26 d,Transit,4,3.543919,0.039,,,0.095,284.94099700000004,46.56654,339.0,3914.0,0.54,0.51
Kepler-26 e,Transit,4,46.827915,0.22,,,0.215,284.94099700000004,46.56654,339.0,3914.0,0.54,0.51
Kepler-260 b,Transit,2,8.187399,0.075,,,0.179,291.925972,38.014122,589.0,5250.0,,0.86
Kepler-260 c,Transit,2,76.050178,0.332,,,0.155,291.925972,38.014122,589.0,5250.0,,0.86
Kepler-261 b,Transit,2,10.381227,0.088,,,0.19399999999999998,291.364773,37.609184,338.0,5098.0,,0.79
Kepler-261 c,Transit,2,24.570858,0.156,,,0.17800000000000002,291.364773,37.609184,338.0,5098.0,,0.79
Kepler-262 b,Transit,2,13.060855,0.108,,,0.121,290.728675,37.252649,810.0,5841.0,,0.88
Kepler-262 c,Transit,2,21.853722,0.152,,,0.146,290.728675,37.252649,810.0,5841.0,,0.88
Kepler-263 b,Transit,2,16.568087,0.12,,,0.23800000000000002,292.469762,37.567794,891.0,5265.0,,0.79
Kepler-263 c,Transit,2,47.332773,0.242,,,0.22,292.469762,37.567794,891.0,5265.0,,0.79
Kepler-264 b,Transit,2,40.806231,0.249,,,0.297,292.04461499999996,37.376246,955.0,6158.0,,1.55
Kepler-264 c,Transit,2,140.101261,0.566,,,0.252,292.04461499999996,37.376246,955.0,6158.0,,1.55
Kepler-265 b,Transit,4,6.846262,0.069,,,0.166,290.510478,41.244820000000004,1360.0,5835.0,,1.1
Kepler-265 c,Transit,4,17.028937,0.127,,,0.235,290.510478,41.244820000000004,1360.0,5835.0,,1.1
Kepler-265 d,Transit,4,43.130617,0.236,,,0.222,290.510478,41.244820000000004,1360.0,5835.0,,1.1
Kepler-265 e,Transit,4,67.831024,0.319,,,0.231,290.510478,41.244820000000004,1360.0,5835.0,,1.1
Kepler-266 b,Transit,2,6.61833,0.071,,,0.221,294.484378,44.166916,1090.0,5885.0,,1.03
Kepler-266 c,Transit,2,107.723601,0.457,,,0.34700000000000003,294.484378,44.166916,1090.0,5885.0,,1.03
Kepler-267 b,Transit,3,3.353728,0.037,,,0.177,299.83038700000003,47.157461,281.0,4258.0,,0.56
Kepler-267 c,Transit,3,6.87745,0.06,,,0.19,299.83038700000003,47.157461,281.0,4258.0,,0.56
Kepler-267 d,Transit,3,28.464515,0.154,,,0.203,299.83038700000003,47.157461,281.0,4258.0,,0.56
Kepler-268 b,Transit,2,25.934138,0.18,,,0.22699999999999998,291.976175,38.055075,818.0,6081.0,,1.27
Kepler-268 c,Transit,2,83.446393,0.391,,,0.302,291.976175,38.055075,818.0,6081.0,,1.27
Kepler-269 b,Transit,2,5.326718,0.061,,,0.22,290.215171,41.775967,1193.0,5847.0,,0.96
Kepler-269 c,Transit,2,8.127899,0.081,,,0.151,290.215171,41.775967,1193.0,5847.0,,0.96
Kepler-27 b,Transit,2,15.3348,0.118,,9.11,0.35700000000000004,292.236769,41.085876,1140.0,5400.0,0.65,0.59
Kepler-27 c,Transit,2,31.3309,0.191,,13.8,0.43700000000000006,292.236769,41.085876,1140.0,5400.0,0.65,0.59
Kepler-270 b,Transit,2,11.476094,0.107,,,0.179,282.2001,44.422302,1019.0,6067.0,,1.46
Kepler-270 c,Transit,2,25.262887,0.18,,,0.158,282.2001,44.422302,1019.0,6067.0,,1.46
Kepler-271 b,Transit,3,10.43547805,,,,0.11,283.00298,44.284233,418.0,5555.0,0.9,0.87
Kepler-271 c,Transit,3,7.41086267,,,,0.085,283.00298,44.284233,418.0,5555.0,0.9,0.87
Kepler-271 d,Transit,3,5.24972541,,,,0.059000000000000004,283.00298,44.284233,418.0,5555.0,0.9,0.87
Kepler-272 b,Transit,3,2.971353,0.038,,,0.128,299.127524,47.59383,699.0,5297.0,,0.93
Kepler-272 c,Transit,3,6.057342,0.061,,,0.16,299.127524,47.59383,699.0,5297.0,,0.93
Kepler-272 d,Transit,3,10.937304,0.091,,,0.201,299.127524,47.59383,699.0,5297.0,,0.93
Kepler-273 b,Transit,2,2.936532,0.037,,,0.134,291.302209,47.697758,874.0,5626.0,,0.81
Kepler-273 c,Transit,2,8.014927,0.073,,,0.177,291.302209,47.697758,874.0,5626.0,,0.81
Kepler-274 b,Transit,2,11.634788,0.101,,,0.13699999999999998,292.922774,38.477274,1172.0,6023.0,,1.01
Kepler-274 c,Transit,2,33.197861,0.204,,,0.16399999999999998,292.922774,38.477274,1172.0,6023.0,,1.01
Kepler-275 b,Transit,3,10.300682,0.098,,,0.209,292.479713,38.514927,1818.0,6165.0,,1.38
Kepler-275 c,Transit,3,16.088134,0.132,,,0.302,292.479713,38.514927,1818.0,6165.0,,1.38
Kepler-275 d,Transit,3,35.676062,0.224,,,0.297,292.479713,38.514927,1818.0,6165.0,,1.38
Kepler-276 b,Transit,3,14.12841,0.119,,,0.256,293.56815,39.036326,1326.0,6105.0,,1.05
Kepler-276 c,Transit,3,31.884,,,0.052,0.259,293.56815,39.036326,1326.0,6105.0,,1.05
Kepler-276 d,Transit,3,48.648,,,0.051,0.25,293.56815,39.036326,1326.0,6105.0,,1.05
Kepler-277 b,Transit,2,17.324,,,0.275,0.261,286.583175,39.077209,859.0,5946.0,,1.65
Kepler-277 c,Transit,2,33.006,,,0.202,0.3,286.583175,39.077209,859.0,5946.0,,1.65
Kepler-278 b,Transit,2,30.160546,0.207,,,0.363,290.107193,38.702234999999995,431.0,4991.0,,2.94
Kepler-278 c,Transit,2,51.078775,0.294,,,0.32,290.107193,38.702234999999995,431.0,4991.0,,2.94
Kepler-279 b,Transit,3,12.309681,0.112,,,0.32299999999999995,287.391224,42.194835999999995,1223.0,6363.0,,1.75
Kepler-279 c,Transit,3,35.736,,,0.155,0.384,287.391224,42.194835999999995,1223.0,6363.0,,1.75
Kepler-279 d,Transit,3,54.414,,,0.118,0.27699999999999997,287.391224,42.194835999999995,1223.0,6363.0,,1.75
Kepler-28 b,Transit,2,5.9123,0.062,,1.51,0.321,292.137029,42.42942,472.0,4590.0,0.75,0.7
Kepler-28 c,Transit,2,8.9858,0.081,,1.36,0.303,292.137029,42.42942,472.0,4590.0,0.75,0.7
Kepler-280 b,Transit,2,2.139542,0.032,,,0.129,291.39051,42.180588,751.0,5744.0,,0.89
Kepler-280 c,Transit,2,4.807091,0.056,,,0.179,291.39051,42.180588,751.0,5744.0,,0.89
Kepler-281 b,Transit,2,14.646008,0.117,,,0.252,294.10819100000003,44.770699,1276.0,5723.0,,0.9
Kepler-281 c,Transit,2,36.337373,0.215,,,0.474,294.10819100000003,44.770699,1276.0,5723.0,,0.9
Kepler-282 b,Transit,4,9.220524,0.082,,,0.09,284.677277,44.797684000000004,1048.0,5602.0,,0.9
Kepler-282 c,Transit,4,13.638723,0.106,,,0.107,284.677277,44.797684000000004,1048.0,5602.0,,0.9
Kepler-282 d,Transit,4,24.806,,,0.192,0.21899999999999997,284.677277,44.797684000000004,1048.0,5602.0,,0.9
Kepler-282 e,Transit,4,44.347,,,0.177,0.27699999999999997,284.677277,44.797684000000004,1048.0,5602.0,,0.9
Kepler-283 b,Transit,2,11.008151,0.082,,,0.19,293.613726,47.838998,453.0,4351.0,,0.57
Kepler-283 c,Transit,2,92.743711,0.341,,,0.162,293.613726,47.838998,453.0,4351.0,,0.57
Kepler-284 b,Transit,2,12.699149,0.104,,,0.2,293.146491,47.729649,1219.0,5615.0,,0.81
Kepler-284 c,Transit,2,37.514456,0.213,,,0.233,293.146491,47.729649,1219.0,5615.0,,0.81
Kepler-285 b,Transit,2,2.633867,0.036,,,0.12,291.390905,48.065609,789.0,5411.0,,0.81
Kepler-285 c,Transit,2,6.186676,0.064,,,0.1,291.390905,48.065609,789.0,5411.0,,0.81
Kepler-286 b,Transit,4,1.796302,0.027,,,0.111,290.676145,48.294289,1281.0,5580.0,,0.86
Kepler-286 c,Transit,4,3.468095,0.042,,,0.122,290.676145,48.294289,1281.0,5580.0,,0.86
Kepler-286 d,Transit,4,5.914323,0.061,,,0.11900000000000001,290.676145,48.294289,1281.0,5580.0,,0.86
Kepler-286 e,Transit,4,29.221289,0.176,,,0.158,290.676145,48.294289,1281.0,5580.0,,0.86
Kepler-287 b,Transit,2,20.342199,0.145,,,0.20800000000000002,290.927458,48.44355,866.0,5806.0,,1.03
Kepler-287 c,Transit,2,44.851896,0.246,,,0.29100000000000004,290.927458,48.44355,866.0,5806.0,,1.03
Kepler-288 b,Transit,3,6.097326,0.065,,,0.149,288.916426,39.594716999999996,1176.0,5918.0,,1.09
Kepler-288 c,Transit,3,19.305772,0.14,,,0.254,288.916426,39.594716999999996,1176.0,5918.0,,1.09
Kepler-288 d,Transit,3,56.633742,0.287,,,0.23800000000000002,288.916426,39.594716999999996,1176.0,5918.0,,1.09
Kepler-289 b,Transit,3,34.545,0.21,,0.023,0.192,297.465344,42.88285,700.0,5990.0,1.08,1.0
Kepler-289 c,Transit,3,125.8518,0.51,,0.42,1.034,297.465344,42.88285,700.0,5990.0,1.08,1.0
Kepler-289 d,Transit,3,66.0634,0.33,,0.013,0.239,297.465344,42.88285,700.0,5990.0,1.08,1.0
Kepler-29 b,Transit,2,10.3384,,,0.014190000000000001,0.299,298.34832400000005,47.491226,1400.0,5701.0,0.98,0.93
Kepler-29 c,Transit,2,13.2884,,,0.01259,0.28,298.34832400000005,47.491226,1400.0,5701.0,0.98,0.93
Kepler-290 b,Transit,2,14.589347,0.11,,,0.201,286.409984,42.681553,741.0,5147.0,,0.74
Kepler-290 c,Transit,2,36.77031,0.205,,,0.24100000000000002,286.409984,42.681553,741.0,5147.0,,0.74
Kepler-291 b,Transit,2,3.546511,0.047,,,0.193,287.916357,42.437302,1296.0,6002.0,,1.02
Kepler-291 c,Transit,2,5.700786,0.065,,,0.168,287.916357,42.437302,1296.0,6002.0,,1.02
Kepler-292 b,Transit,5,2.580827,0.035,,,0.11800000000000001,295.766145,42.424288,1051.0,5299.0,,0.83
Kepler-292 c,Transit,5,3.715335,0.045,,,0.131,295.766145,42.424288,1051.0,5299.0,,0.83
Kepler-292 d,Transit,5,7.055679,0.068,,,0.19899999999999998,295.766145,42.424288,1051.0,5299.0,,0.83
Kepler-292 e,Transit,5,11.97901,0.097,,,0.23800000000000002,295.766145,42.424288,1051.0,5299.0,,0.83
Kepler-292 f,Transit,5,20.834237,0.141,,,0.21,295.766145,42.424288,1051.0,5299.0,,0.83
Kepler-293 b,Transit,2,19.254196,0.144,,,0.27399999999999997,286.358057,42.406509,1068.0,5804.0,,0.96
Kepler-293 c,Transit,2,54.155743,0.286,,,0.342,286.358057,42.406509,1068.0,5804.0,,0.96
Kepler-294 b,Transit,2,3.701212,0.048,,,0.158,287.392009,46.059312,1364.0,5913.0,,0.98
Kepler-294 c,Transit,2,6.6264,0.071,,,0.242,287.392009,46.059312,1364.0,5913.0,,0.98
Kepler-295 b,Transit,3,12.645164,0.099,,,0.109,285.345843,45.367785999999995,630.0,5603.0,,0.9
Kepler-295 c,Transit,3,21.526258,0.142,,,0.10400000000000001,285.345843,45.367785999999995,630.0,5603.0,,0.9
Kepler-295 d,Transit,3,33.884054,0.192,,,0.121,285.345843,45.367785999999995,630.0,5603.0,,0.9
Kepler-296 b,Transit,5,10.864384,0.079,0.33,,0.14400000000000002,286.540008,49.437326,226.0,3740.0,0.5,0.48
Kepler-296 c,Transit,5,5.8416366,0.0521,0.33,,0.17800000000000002,286.540008,49.437326,226.0,3740.0,0.5,0.48
Kepler-296 d,Transit,5,19.850291,0.118,0.33,,0.18600000000000003,286.540008,49.437326,226.0,3740.0,0.5,0.48
Kepler-296 e,Transit,5,34.14211,0.169,0.33,,0.136,286.540008,49.437326,226.0,3740.0,0.5,0.48
Kepler-296 f,Transit,5,63.33627,0.255,0.33,,0.161,286.540008,49.437326,226.0,3740.0,0.5,0.48
Kepler-297 b,Transit,2,38.871826,0.217,,,0.256,283.209159,48.777645,745.0,5619.0,,0.92
Kepler-297 c,Transit,2,74.920137,0.336,,,0.583,283.209159,48.777645,745.0,5619.0,,0.92
Kepler-298 b,Transit,3,10.475464,0.08,,,0.175,283.039792,48.825359000000006,504.0,4465.0,,0.58
Kepler-298 c,Transit,3,22.92881,0.136,,,0.172,283.039792,48.825359000000006,504.0,4465.0,,0.58
Kepler-298 d,Transit,3,77.473633,0.305,,,0.223,283.039792,48.825359000000006,504.0,4465.0,,0.58
Kepler-299 b,Transit,4,2.927128,0.04,,,0.11800000000000001,283.206964,48.580502,1024.0,5617.0,,1.03
Kepler-299 c,Transit,4,6.885875,0.07,,,0.23600000000000002,283.206964,48.580502,1024.0,5617.0,,1.03
