pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
Kepler-790 b,Transit,1,13.73469807,,,,0.19399999999999998,286.917117,38.872221,727.0,5208.0,0.84,0.8
Kepler-791 b,Transit,1,14.5539759,,,,0.272,293.595841,39.029477,1447.0,6383.0,1.3,1.47
Kepler-792 b,Transit,1,11.30119217,,,,0.175,292.00681299999997,38.820733000000004,1205.0,5971.0,1.09,1.12
Kepler-793 b,Transit,1,4.24153639,,,,0.122,295.21664,38.774343,794.0,5745.0,0.98,0.97
Kepler-794 b,Transit,1,11.13125132,,,,0.188,288.133701,38.996881,763.0,5839.0,1.19,1.38
Kepler-795 b,Transit,1,29.6193421,,,,0.15,291.019046,38.54558,458.0,5631.0,0.94,0.96
Kepler-796 b,Transit,1,6.40087618,,,,0.11599999999999999,287.30785699999996,39.144731,377.0,5475.0,0.93,1.09
Kepler-797 b,Transit,1,27.07237711,,,,0.19399999999999998,297.208965,41.781708,752.0,5680.0,0.96,0.95
Kepler-798 b,Transit,1,13.71933369,,,,0.213,292.478209,42.142291,1085.0,6224.0,1.19,1.29
Kepler-799 b,Transit,1,133.4605235,,,,0.614,287.174894,44.878571,1029.0,5681.0,0.95,0.93
Kepler-8 b,Transit,1,3.5224991,0.0474,,0.59,1.416,281.288118,42.45108,1330.0,6213.0,1.21,1.49
Kepler-80 b,Transit,6,7.05246,0.0648,,0.0218,0.23800000000000002,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-80 c,Transit,6,9.52355,0.0792,,0.02121,0.244,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-80 d,Transit,6,3.07222,0.0372,,0.021240000000000002,0.136,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-80 e,Transit,6,4.64489,0.0491,,0.01299,0.14300000000000002,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-80 f,Transit,6,0.9867873,0.0175,,,0.10800000000000001,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-80 g,Transit,6,14.64558,,,,0.10099999999999999,296.112564,39.978778999999996,357.0,4540.0,0.73,0.68
Kepler-800 b,Transit,1,14.13176026,,,,0.254,286.574823,44.795204,1049.0,5315.0,0.85,0.82
Kepler-801 b,Transit,1,11.41928253,,,,0.17800000000000002,286.075243,44.664639,419.0,4435.0,0.67,0.63
Kepler-802 b,Transit,1,40.0587473,,,,0.316,286.015855,45.007767,828.0,5507.0,0.93,0.9
Kepler-803 b,Transit,1,50.28638192,,,,0.33799999999999997,299.22160499999995,44.693874,615.0,5919.0,1.05,1.12
Kepler-804 b,Transit,2,14.37457351,,,,0.17300000000000001,293.37227,44.785137,648.0,5817.0,1.01,1.05
Kepler-804 c,Transit,2,9.65185017,,,,0.102,293.37227,44.785137,648.0,5817.0,1.01,1.05
Kepler-805 b,Transit,1,30.8638931,,,,0.258,293.22994500000004,45.053314,657.0,6112.0,1.19,1.65
Kepler-806 b,Transit,1,8.09219642,,,,0.102,296.007043,44.853443,260.0,5770.0,0.99,1.16
Kepler-807 b,Transit,1,117.93108781,,,,0.93,289.020172,48.119811999999996,1312.0,5965.0,1.04,1.06
Kepler-808 b,Transit,1,0.63133235,,,,0.13,291.59409,48.445614,321.0,4653.0,0.76,0.71
Kepler-809 b,Transit,1,55.63934,,,,0.26899999999999996,289.083643,48.018131,933.0,5734.0,0.99,0.98
Kepler-81 b,Transit,3,5.955,,,,0.21600000000000003,293.63695,42.82497,366.0,4500.0,,0.59
Kepler-81 c,Transit,3,12.04,,,,0.21100000000000002,293.63695,42.82497,366.0,4500.0,,0.59
Kepler-81 d,Transit,3,20.837846,0.128,,,0.10800000000000001,293.63695,42.82497,366.0,4500.0,,0.59
Kepler-810 b,Transit,1,4.59725385,,,,0.172,296.61485899999997,48.082645,1554.0,5803.0,1.03,1.04
Kepler-811 b,Transit,1,23.58447697,,,,0.24100000000000002,285.42427299999997,47.834614,847.0,5747.0,1.01,1.24
Kepler-812 b,Transit,1,10.11716531,,,,0.317,288.85528999999997,48.208538,1482.0,6761.0,1.45,1.71
Kepler-813 b,Transit,1,19.12947337,,,,0.191,285.662694,48.435371,840.0,5743.0,0.95,0.93
Kepler-814 b,Transit,1,6.1469851,,,,0.18899999999999997,284.910486,48.431644,1327.0,6162.0,1.15,1.22
Kepler-815 b,Transit,1,8.57503552,,,,0.36700000000000005,285.22111,47.881382,1199.0,5028.0,1.25,3.42
Kepler-816 b,Transit,1,10.50682565,,,,0.914,293.362842,39.212452,1059.0,5286.0,0.9,0.85
Kepler-817 b,Transit,1,3.99010623,,,,0.8059999999999999,296.081856,39.161617,1401.0,5861.0,1.03,1.03
Kepler-818 b,Transit,1,10.03538581,,,,0.456,296.235105,39.370343,967.0,5638.0,0.94,0.92
Kepler-819 b,Transit,1,33.1995648,,,,0.24600000000000002,295.37079700000004,39.177217999999996,722.0,5279.0,0.86,0.81
Kepler-82 b,Transit,4,26.444,,,,0.35700000000000004,292.87339,42.966136999999996,987.0,5428.0,,0.94
Kepler-82 c,Transit,4,51.538,,,,0.47700000000000004,292.87339,42.966136999999996,987.0,5428.0,,0.94
Kepler-82 d,Transit,4,2.382961,0.034,,,0.158,292.87339,42.966136999999996,987.0,5428.0,,0.94
Kepler-82 e,Transit,4,5.902206,0.063,,,0.22,292.87339,42.966136999999996,987.0,5428.0,,0.94
Kepler-820 b,Transit,1,127.8338098,,,,0.5429999999999999,291.020145,39.220678,989.0,6260.0,1.23,1.36
Kepler-821 b,Transit,1,1.92279873,,,,0.11699999999999999,285.617437,39.379529999999995,619.0,5191.0,0.84,0.8
Kepler-822 b,Transit,1,3.22296927,,,,0.158,292.276118,39.550179,956.0,5928.0,1.06,1.08
Kepler-823 b,Transit,1,4.16809082,,,,0.14,284.582577,39.220203999999995,896.0,5643.0,0.98,0.96
Kepler-824 b,Transit,1,4.51436633,,,,0.16699999999999998,290.477412,39.732009000000005,1352.0,6035.0,1.15,1.22
Kepler-825 b,Transit,2,3.77360059,,,,0.136,294.769908,39.398514,820.0,5976.0,1.03,1.08
Kepler-825 c,Transit,2,8.1818246,,,,0.16399999999999998,294.769908,39.398514,820.0,5976.0,1.03,1.08
Kepler-826 b,Transit,1,4.48758907,,,,0.11199999999999999,284.860139,39.240548,649.0,6079.0,1.05,1.15
Kepler-827 b,Transit,1,51.92927591,,,,0.502,294.966046,42.708569,1352.0,5602.0,0.93,0.91
Kepler-828 b,Transit,1,0.56785714,,,,0.135,286.887275,42.471256,625.0,5039.0,0.81,0.77
Kepler-829 b,Transit,1,6.88337562,,,,0.188,282.33279300000004,42.463825,954.0,5698.0,0.98,0.97
Kepler-83 b,Transit,3,9.77,,,,0.252,282.232525,43.665627,365.0,4648.0,,0.59
Kepler-83 c,Transit,3,20.09,,,,0.21100000000000002,282.232525,43.665627,365.0,4648.0,,0.59
Kepler-83 d,Transit,3,5.169796,0.051,,,0.17300000000000001,282.232525,43.665627,365.0,4648.0,,0.59
Kepler-830 b,Transit,1,11.29695137,,,,0.152,295.054286,42.756847,1122.0,6037.0,1.07,1.11
Kepler-831 b,Transit,1,5.62153941,,,,0.113,294.985491,42.727669,577.0,5732.0,0.99,0.97
Kepler-832 b,Transit,1,7.1396941,,,,0.184,295.926094,45.383862,1346.0,5596.0,0.92,0.9
Kepler-833 b,Transit,1,18.7546998,,,,0.18,290.479954,45.6007,421.0,4339.0,0.64,0.62
Kepler-834 b,Transit,1,13.32388301,,,,0.18,287.05451600000004,45.180374,620.0,4554.0,0.7,0.66
Kepler-835 b,Transit,1,11.41909375,,,,0.249,283.574233,45.734802,2011.0,5954.0,1.08,1.11
Kepler-836 b,Transit,1,11.36112327,,,,0.244,287.45277799999997,45.704399,1003.0,5895.0,1.03,1.04
Kepler-837 b,Transit,1,16.56059504,,,,0.228,285.24667,45.950195,846.0,5403.0,0.85,0.81
Kepler-838 b,Transit,1,15.74957994,,,,0.244,285.435512,45.976021,1210.0,5770.0,0.98,0.96
Kepler-839 b,Transit,1,37.8144514,,,,0.22899999999999998,291.07467599999995,45.242584,833.0,6058.0,1.22,1.31
Kepler-84 b,Transit,5,8.726,,,,0.19899999999999998,298.252049,40.496077,1066.0,6031.0,,1.17
Kepler-84 c,Transit,5,12.883,,,,0.21100000000000002,298.252049,40.496077,1066.0,6031.0,,1.17
Kepler-84 d,Transit,5,4.224537,0.052,,,0.12300000000000001,298.252049,40.496077,1066.0,6031.0,,1.17
Kepler-84 e,Transit,5,27.434389,0.181,,,0.23199999999999998,298.252049,40.496077,1066.0,6031.0,,1.17
Kepler-84 f,Transit,5,44.552169,0.25,,,0.196,298.252049,40.496077,1066.0,6031.0,,1.17
Kepler-840 b,Transit,1,2.49577962,,,,1.5230000000000001,296.507394,49.457291,778.0,5920.0,1.04,1.06
Kepler-841 b,Transit,1,124.4198398,,,,0.467,284.251306,48.809612,1052.0,5324.0,0.85,0.81
Kepler-842 b,Transit,1,1.21956827,,,,0.14300000000000002,292.328581,49.653538,552.0,4848.0,0.78,0.73
Kepler-843 b,Transit,1,2.05387982,,,,0.231,296.321994,48.971478000000005,1247.0,5830.0,1.02,1.03
Kepler-844 b,Transit,1,2.61302086,,,,0.15,287.857729,48.774113,394.0,4128.0,0.59,0.57
Kepler-845 b,Transit,1,0.92785982,,,,0.182,290.957565,49.203812,471.0,4913.0,0.79,0.75
Kepler-846 b,Transit,1,19.80792185,,,,0.221,287.05701600000003,49.046021,1233.0,5579.0,0.94,0.91
Kepler-847 b,Transit,1,2.3432319,,,,0.105,283.504798,49.451015000000005,529.0,4940.0,0.83,0.77
Kepler-848 b,Transit,1,6.91134416,,,,0.152,293.288273,48.811619,797.0,5695.0,1.01,1.2
Kepler-849 b,Transit,1,394.6244904,,,,0.637,290.851779,48.521339000000005,747.0,6059.0,1.23,1.64
Kepler-85 b,Transit,4,8.306,,,,0.17600000000000002,290.973429,45.290318,789.0,5436.0,,0.89
Kepler-85 c,Transit,4,12.513,,,,0.19399999999999998,290.973429,45.290318,789.0,5436.0,,0.89
Kepler-85 d,Transit,4,17.91323,0.13,,,0.107,290.973429,45.290318,789.0,5436.0,,0.89
Kepler-85 e,Transit,4,25.216751,0.163,,,0.113,290.973429,45.290318,789.0,5436.0,,0.89
Kepler-850 b,Transit,1,7.19303878,,,,0.159,293.08446200000003,48.575390000000006,1535.0,5932.0,1.06,1.09
Kepler-851 b,Transit,1,8.50699658,,,,0.15,294.68028599999997,49.140159999999995,869.0,5455.0,0.89,0.85
Kepler-852 b,Transit,1,44.9309804,,,,0.22699999999999998,297.391593,48.560691999999996,854.0,6100.0,1.19,1.16
Kepler-853 b,Transit,1,7.16892463,,,,0.151,283.936824,49.110325,610.0,6350.0,1.3,1.55
Kepler-854 b,Transit,1,2.14463285,,,,1.492,293.351293,43.134640000000005,741.0,6179.0,1.17,1.27
Kepler-855 b,Transit,1,7.8866311,,,,0.745,295.09499,43.537586,1043.0,5835.0,1.03,1.03
Kepler-856 b,Transit,1,8.02768059,,,,0.83,289.603836,46.314953,1175.0,5535.0,0.96,0.93
Kepler-857 b,Transit,1,85.35129427,,,,0.607,294.632389,43.400467,1039.0,5773.0,0.99,0.99
Kepler-858 b,Transit,1,76.13602028,,,,0.434,288.848631,51.209049,296.0,5653.0,0.96,0.91
Kepler-859 b,Transit,1,20.38177573,,,,0.276,286.741873,43.190108,915.0,5020.0,0.81,0.77
Kepler-860 b,Transit,1,5.10137945,,,,0.289,295.577265,46.254742,1295.0,5836.0,1.04,1.06
Kepler-861 b,Transit,1,3.94963138,,,,0.203,292.353929,46.226279999999996,806.0,5047.0,0.82,0.78
Kepler-862 b,Transit,1,3.14866453,,,,0.19699999999999998,297.779266,46.492740999999995,806.0,5333.0,0.88,0.84
Kepler-863 b,Transit,1,15.59461874,,,,0.259,297.664523,43.248962,1145.0,5678.0,0.96,0.95
Kepler-864 b,Transit,1,5.83376092,,,,0.214,285.057092,46.320675,1573.0,5754.0,1.0,1.0
Kepler-865 b,Transit,1,14.16399294,,,,0.222,297.724283,43.527435,664.0,5570.0,0.93,0.92
Kepler-866 b,Transit,1,2.61703254,,,,0.145,290.122337,43.08556,690.0,4751.0,0.75,0.71
Kepler-867 b,Transit,1,150.242127,,,,0.414,287.285313,51.249981,824.0,5541.0,0.92,0.91
Kepler-868 b,Transit,1,5.03251791,,,,0.183,282.363512,46.67524,1269.0,5614.0,0.93,0.89
Kepler-869 b,Transit,1,40.4287755,,,,0.322,289.424591,50.994122,957.0,5664.0,0.97,0.95
Kepler-87 b,Transit,2,114.73635,0.481,0.036,1.02,1.204,297.916877,46.96513,1525.0,5600.0,1.1,1.82
Kepler-87 c,Transit,2,191.2318,0.676,0.039,0.02,0.5479999999999999,297.916877,46.96513,1525.0,5600.0,1.1,1.82
Kepler-870 b,Transit,1,21.3587621,,,,0.248,295.402544,50.478634,1231.0,5857.0,1.01,1.02
Kepler-871 b,Transit,1,22.0459018,,,,0.33399999999999996,294.52711,43.368159999999996,1695.0,5993.0,1.11,1.14
Kepler-872 b,Transit,1,2.57885507,,,,0.17800000000000002,295.417461,43.60564,1114.0,5902.0,1.05,1.08
Kepler-873 b,Transit,1,20.5533844,,,,0.335,296.403212,51.271339000000005,1397.0,6163.0,1.18,1.27
Kepler-874 b,Transit,1,40.0686727,,,,0.35200000000000004,294.95686,43.014328000000006,1072.0,6020.0,1.09,1.13
Kepler-875 b,Transit,1,27.5073799,,,,0.259,297.3013,43.141888,1244.0,5958.0,1.06,1.11
Kepler-876 b,Transit,1,5.14438011,,,,0.128,283.478199,43.383781,735.0,5060.0,0.81,0.77
Kepler-877 b,Transit,1,18.45847097,,,,0.18899999999999997,289.859129,46.522667,572.0,5261.0,0.85,0.81
Kepler-878 b,Transit,1,25.9422033,,,,0.172,285.296197,46.603439,567.0,5044.0,0.81,0.77
Kepler-879 b,Transit,1,33.3855938,,,,0.22899999999999998,295.806573,50.909797999999995,772.0,5792.0,1.02,1.02
Kepler-880 b,Transit,1,7.71468975,,,,0.237,281.971245,43.672771000000004,673.0,6761.0,1.46,1.74
Kepler-881 b,Transit,1,4.44448017,,,,0.159,288.992588,46.670753000000005,1364.0,5961.0,1.06,1.09
Kepler-882 b,Transit,1,3.98953967,,,,0.11,294.649885,43.335587,525.0,5476.0,0.9,0.87
Kepler-883 b,Transit,1,12.98495573,,,,0.159,286.433673,50.300327,549.0,6116.0,1.06,1.09
Kepler-884 b,Transit,1,5.69919514,,,,0.11,292.584443,49.923161,420.0,5715.0,1.0,0.94
Kepler-885 b,Transit,1,18.11472949,,,,0.223,288.661559,49.737206,632.0,6187.0,1.21,1.35
Kepler-886 b,Transit,1,6.24146367,,,,0.136,286.271745,43.595234000000005,857.0,6098.0,1.1,1.16
Kepler-887 b,Transit,2,20.42228798,,,,0.16399999999999998,290.090807,39.816989,831.0,6194.0,1.19,1.29
Kepler-887 c,Transit,2,7.63846023,,,,0.10099999999999999,290.090807,39.816989,831.0,6194.0,1.19,1.29
Kepler-888 b,Transit,1,70.6979061,,,,0.157,295.521206,49.738632,413.0,5875.0,0.97,0.9
Kepler-889 b,Transit,1,3.744439,,,,0.09699999999999999,291.467319,50.759489,513.0,5961.0,1.14,1.25
Kepler-890 b,Transit,1,52.75875577,,,,0.7929999999999999,288.435745,43.763496,1387.0,5954.0,1.09,1.13
Kepler-891 b,Transit,1,53.44945593,,,,0.5720000000000001,291.083797,40.355255,1372.0,5887.0,1.06,1.07
Kepler-892 b,Transit,1,13.7521072,,,,0.251,283.129641,43.888241,640.0,4747.0,0.75,0.72
Kepler-893 b,Transit,1,6.33855761,,,,0.27,284.963031,43.913006,1216.0,5820.0,1.0,0.99
Kepler-894 b,Transit,1,9.803224,,,,0.248,288.734088,46.939396,1090.0,5603.0,0.87,0.85
Kepler-895 b,Transit,1,2.80624233,,,,0.13699999999999998,289.29065299999996,51.408891,516.0,4315.0,0.65,0.61
Kepler-896 b,Transit,1,144.547396,,,,0.226,282.43918199999996,43.734486,896.0,5262.0,0.84,0.81
Kepler-897 b,Transit,1,8.0472642,,,,0.213,290.586837,51.69582,1147.0,5839.0,1.03,1.04
Kepler-898 b,Transit,1,5.8706191,,,,0.133,286.585389,46.87093,479.0,4223.0,0.65,0.62
Kepler-899 b,Transit,1,19.17891293,,,,0.239,297.48258,40.68078,1038.0,5595.0,0.93,0.91
Kepler-9 b,Transit,3,19.24,0.14,0.15,0.252,0.8420000000000001,285.573981,38.400892,650.0,5777.0,1.07,1.02
Kepler-9 c,Transit,3,38.91,0.225,0.13,0.171,0.823,285.573981,38.400892,650.0,5777.0,1.07,1.02
Kepler-9 d,Transit,3,1.592851,0.0273,,,0.146,285.573981,38.400892,650.0,5777.0,1.07,1.02
Kepler-900 b,Transit,1,6.9913086,,,,0.18600000000000003,296.177297,46.99902,505.0,4836.0,0.78,0.73
Kepler-901 b,Transit,1,3.51749439,,,,0.122,291.152951,40.887496999999996,241.0,4184.0,0.59,0.57
Kepler-902 b,Transit,1,40.1099547,,,,0.22699999999999998,289.731692,46.953823,904.0,5647.0,0.95,0.93
Kepler-903 b,Transit,2,10.3507721,,,,0.179,288.771018,40.664176,829.0,5682.0,0.98,0.97
Kepler-903 c,Transit,2,62.9228557,,,,0.226,288.771018,40.664176,829.0,5682.0,0.98,0.97
Kepler-904 b,Transit,1,3.02166863,,,,0.158,288.822916,40.389049,1151.0,6160.0,1.16,1.25
Kepler-905 b,Transit,1,5.08274652,,,,0.126,290.051123,46.713375,521.0,5461.0,0.95,0.86
Kepler-906 b,Transit,1,41.6979976,,,,0.188,291.405561,40.125487,758.0,6035.0,1.06,1.02
Kepler-907 b,Transit,1,15.86621821,,,,0.107,285.476589,41.632740000000005,352.0,6106.0,1.08,1.38
Kepler-908 b,Transit,1,1.34059747,,,,0.109,295.322517,39.376484000000005,250.0,5973.0,1.11,1.12
Kepler-909 b,Transit,1,13.93290318,,,,0.131,289.50635800000003,45.370998,318.0,6154.0,1.17,1.23
Kepler-91 b,Transit,1,6.24658,0.0731,,0.81,1.367,285.67287200000004,44.116734,1030.0,4550.0,1.31,6.3
Kepler-910 b,Transit,1,2.36436901,,,,0.073,296.04735800000003,42.743006,402.0,6230.0,1.26,1.5
Kepler-911 b,Transit,1,20.310501,,,,0.23199999999999998,298.589186,40.750689,567.0,6112.0,1.34,1.99
Kepler-912 b,Transit,1,2.53475627,,,,0.25,298.111206,41.758333,1265.0,5998.0,1.07,1.11
Kepler-913 b,Transit,1,10.29672521,,,,0.184,297.583122,41.952431,597.0,4687.0,0.63,0.61
Kepler-914 b,Transit,1,4.40966548,,,,0.12300000000000001,290.412001,44.89933,678.0,5877.0,1.1,1.15
Kepler-915 b,Transit,1,4.59489604,,,,0.134,290.592077,45.737137,806.0,6173.0,1.21,1.38
Kepler-916 b,Transit,1,32.2968798,,,,0.157,290.98332200000004,45.973301,769.0,5248.0,0.85,0.81
Kepler-917 b,Transit,1,2.97041437,,,,0.17,299.05126,47.949284000000006,1027.0,5418.0,0.8,0.76
Kepler-918 b,Transit,1,4.85386933,,,,0.155,298.200719,48.267838,1245.0,6028.0,1.11,1.14
Kepler-919 b,Transit,1,11.04603384,,,,0.201,298.114772,48.494403999999996,1219.0,6113.0,1.15,1.21
Kepler-92 b,Transit,3,13.749,,,0.202,0.313,289.086058,41.562940999999995,444.0,5883.0,,1.53
Kepler-92 c,Transit,3,26.723,,,0.019,0.23199999999999998,289.086058,41.562940999999995,444.0,5883.0,,1.53
Kepler-92 d,Transit,3,49.3568,,0.07,,0.184,289.086058,41.562940999999995,444.0,5883.0,,1.53
Kepler-920 b,Transit,2,6.53192704,,,,0.21600000000000003,284.29694900000004,49.158676,926.0,5403.0,0.89,0.85
Kepler-920 c,Transit,2,100.8274113,,,,0.33899999999999997,284.29694900000004,49.158676,926.0,5403.0,0.89,0.85
Kepler-921 b,Transit,1,51.300634,,,,0.256,284.616205,49.190811,847.0,5663.0,0.93,0.91
Kepler-922 b,Transit,1,0.93846683,,,,0.127,284.731462,49.533195,558.0,5671.0,0.95,0.93
Kepler-923 b,Transit,1,6.93366476,,,,0.12300000000000001,294.171085,40.055165,966.0,5988.0,1.11,1.26
Kepler-924 b,Transit,1,61.0370117,,,,0.27399999999999997,290.668512,40.397718,995.0,6167.0,1.14,1.23
Kepler-925 b,Transit,1,33.8678531,,,,0.209,290.106539,40.490657,623.0,4673.0,0.77,0.72
Kepler-926 b,Transit,1,52.0688601,,,,0.20600000000000002,289.679343,40.700466,771.0,5806.0,1.01,1.01
Kepler-927 b,Transit,1,9.1149903,,,,0.153,289.38351,41.392695,879.0,5743.0,0.99,0.99
Kepler-928 b,Transit,1,3.9324613,,,,0.142,289.92071699999997,41.542828,532.0,4700.0,0.73,0.7
Kepler-929 b,Transit,1,0.92103214,,,,0.099,298.481124,41.615332,820.0,5869.0,1.01,1.02
Kepler-93 b,Transit,2,4.72674,,0.0,0.01,0.14,291.418281,38.672354,95.9,5669.0,1.09,0.98
Kepler-93 c,Radial Velocity,2,1460.0,,,3.0,,291.418281,38.672354,95.9,5669.0,1.09,0.98
Kepler-930 b,Transit,1,71.4517775,,,,0.19,298.314444,42.247434000000005,905.0,6335.0,1.25,1.4
Kepler-931 b,Transit,1,8.03755877,,,,0.11900000000000001,297.13264100000004,42.768253,490.0,5241.0,0.86,0.81
Kepler-932 b,Transit,1,1.9214374,,,,0.122,296.952062,43.271969,478.0,5331.0,0.87,0.84
Kepler-933 b,Transit,1,14.20443009,,,,0.21899999999999997,289.56865899999997,43.538612,922.0,5346.0,0.87,0.84
Kepler-934 b,Transit,1,55.6738309,,,,0.18600000000000003,290.28846699999997,43.755322,603.0,5001.0,0.81,0.77
Kepler-935 b,Transit,1,4.88083852,,,,0.12,295.02166800000003,46.619217,482.0,4830.0,0.78,0.73
Kepler-936 b,Transit,1,10.56134221,,,,0.129,293.57775899999996,46.736346999999995,687.0,5482.0,0.92,0.89
Kepler-937 b,Transit,2,67.668827,,,,0.332,294.16880499999996,46.714611,1482.0,6095.0,1.15,1.22
Kepler-937 c,Transit,2,153.343364,,,,0.23800000000000002,294.16880499999996,46.714611,1482.0,6095.0,1.15,1.22
Kepler-938 b,Transit,1,52.6298417,,,,0.198,294.789143,46.983990000000006,861.0,5533.0,0.92,0.89
Kepler-939 b,Transit,1,14.878296,,,,0.156,293.865613,47.026829,1029.0,5471.0,0.88,0.85
Kepler-94 b,Transit,2,2.50806,,,0.034,0.313,281.194747,47.497147999999996,191.0,4781.0,0.81,0.76
Kepler-94 c,Radial Velocity,2,820.3,,,9.836,,281.194747,47.497147999999996,191.0,4781.0,0.81,0.76
Kepler-940 b,Transit,1,59.6225257,,,,0.298,294.24129300000004,47.275982,1317.0,5769.0,0.97,0.96
Kepler-941 b,Transit,1,17.42395198,,,,0.275,294.32635600000003,47.217613,1105.0,5539.0,0.89,0.86
Kepler-942 b,Transit,1,44.96417488,,,,0.19,294.95511400000004,44.149817999999996,218.0,4861.0,0.81,0.75
Kepler-943 b,Transit,1,49.7701438,,,,0.529,284.273965,41.535022999999995,1239.0,5612.0,0.93,0.91
Kepler-944 b,Transit,1,43.3167737,,,,0.235,293.601262,42.379761,1035.0,5409.0,0.86,0.83
Kepler-945 b,Transit,1,31.0033814,,,,0.235,291.269748,42.096046,1543.0,5718.0,0.97,0.97
Kepler-946 b,Transit,1,11.79162572,,,,0.172,300.929606,44.02879,918.0,5665.0,0.94,0.93
Kepler-947 b,Transit,1,26.9644317,,,,0.203,294.366727,42.252678,1188.0,5508.0,0.9,0.87
Kepler-948 b,Transit,1,7.76846622,,,,0.165,293.300231,41.523338,884.0,5679.0,0.96,0.94
Kepler-949 b,Transit,1,8.6893073,,,,0.26,298.607876,46.453682,572.0,5403.0,0.89,0.86
Kepler-95 b,Transit,1,11.5231,,,0.041,0.305,284.482459,44.398037,443.0,5699.0,1.08,1.41
Kepler-950 b,Transit,1,98.7180406,,,,0.8009999999999999,287.956566,41.130328999999996,1489.0,5857.0,1.02,1.02
Kepler-951 b,Transit,1,71.52530845,,,,0.499,287.73756000000003,38.114567,408.0,4834.0,0.77,0.73
Kepler-952 b,Transit,1,130.3546919,,,,0.682,285.37194900000003,41.993912,1167.0,5730.0,1.0,0.99
Kepler-953 b,Transit,2,88.40655258,,,,0.376,288.97166200000004,44.624531,240.0,5416.0,0.95,0.99
Kepler-953 c,Transit,2,9.10967112,,,,0.106,288.97166200000004,44.624531,240.0,5416.0,0.95,0.99
Kepler-954 b,Transit,1,16.78176602,,,,0.207,295.859378,47.93951,224.0,4990.0,0.82,0.76
Kepler-955 b,Transit,1,14.53244172,,,,0.27899999999999997,288.471458,40.269795,637.0,5350.0,0.89,0.84
Kepler-956 b,Transit,1,5.24867263,,,,0.268,292.530806,49.061707,631.0,6040.0,1.1,1.15
Kepler-957 b,Transit,1,5.90741354,,,,0.491,290.156346,48.818996000000006,749.0,4963.0,0.81,0.75
Kepler-958 b,Transit,1,9.7678805,,,,0.184,287.256685,46.066769,467.0,5421.0,0.91,0.86
Kepler-959 b,Transit,1,14.80074836,,,,0.391,292.171168,40.811382,1003.0,7005.0,1.6,2.01
Kepler-96 b,Transit,1,16.2385,,,0.027,0.23800000000000002,297.06964300000004,40.525141,134.0,5690.0,1.0,1.02
Kepler-960 b,Transit,1,3.12686223,,,,0.204,281.457163,46.746468,298.0,4755.0,0.77,0.72
Kepler-961 b,Transit,1,16.87727414,,,,0.22699999999999998,282.035496,43.631268,607.0,5582.0,0.96,0.9
Kepler-962 b,Transit,1,12.05707239,,,,0.17600000000000002,295.313145,46.237488,439.0,5478.0,0.93,0.86
Kepler-963 b,Transit,1,9.97683705,,,,0.237,296.752973,45.0411,786.0,5461.0,0.91,0.87
Kepler-964 b,Transit,1,13.5225106,,,,0.18899999999999997,295.30009,40.556591,478.0,5427.0,0.93,0.84
Kepler-965 b,Transit,1,134.2527298,,,,0.302,298.515338,41.891205,618.0,5886.0,1.05,1.15
Kepler-966 b,Transit,1,99.747622,,,,0.368,297.270578,50.121811,773.0,5840.0,1.02,1.02
Kepler-967 b,Transit,2,13.22713379,,,,0.21,286.558075,38.405359999999995,499.0,5178.0,0.84,0.8
Kepler-967 c,Transit,2,198.7112502,,,,0.326,286.558075,38.405359999999995,499.0,5178.0,0.84,0.8
Kepler-968 b,Transit,2,3.69298373,,,,0.17800000000000002,285.602528,50.112038,312.0,4598.0,0.76,0.7
Kepler-968 c,Transit,2,5.70940492,,,,0.151,285.602528,50.112038,312.0,4598.0,0.76,0.7
Kepler-969 b,Transit,2,34.1731714,,,,0.185,288.372508,47.933556,411.0,5214.0,0.92,0.82
Kepler-969 c,Transit,2,1.6829346,,,,0.08800000000000001,288.372508,47.933556,411.0,5214.0,0.92,0.82
Kepler-97 b,Transit,2,2.58664,,,0.011,0.132,287.32662400000004,48.673431,393.0,5779.0,0.94,0.98
Kepler-97 c,Radial Velocity,2,789.0,,,1.08,,287.32662400000004,48.673431,393.0,5779.0,0.94,0.98
Kepler-970 b,Transit,1,16.73652231,,,,0.247,289.62523,40.708726,350.0,4511.0,0.7,0.67
Kepler-971 b,Transit,1,9.59070716,,,,0.19,284.094587,41.182821000000004,345.0,5431.0,0.88,0.85
Kepler-972 b,Transit,1,7.03932553,,,,0.415,295.82870299999996,43.425495,1304.0,6146.0,1.15,1.22
Kepler-973 b,Transit,1,49.6077331,,,,0.175,290.165258,49.923862,297.0,5213.0,0.86,0.78
Kepler-974 b,Transit,1,4.19449651,,,,0.14,285.013102,40.220753,121.0,3687.0,0.52,0.5
