P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-2101.01,,2101.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.47,,1.17,0.92,1.07,1.12,        83.65391,        83.65392,        83.65392,770.5,770.5,770.5,805.8,805.8,805.8,1.3,-22.35,2.22,2.89,0.0336,0.00,0.03,88.2,0.0,KOI-2101,,,Cyg,K,0.60,0.59,4156.0,0.094442,0.000,0.000,15.1,328.87,19.6473,45.9695,-31.6,9.4318,1,0,0.248,0.624,-2.14,-0.17,-0.95,0.30,0.00,0.00,0.00,0.31,0,0,0,0,transit,2015
KOI-2102.01,,2102.01,Warm,Neptunian,gas,metals-rich,non-habitable,,5.96,,3.12,0.20,0.61,1.38,        1.199663,        1.199663,        1.199663,266.6,266.6,266.6,,,,1.2,-19.85,5.93,187.75,0.5791,0.00,0.58,90.0,0.0,KOI-2102,,,Lyr,G,0.73,0.75,5303.0,0.402315,0.000,0.000,15.2,723.09,18.7729,42.5964,-26.9,0.6930,1,1,0.489,1.169,-0.74,2.58,-0.09,0.27,,0.00,0.00,0.63,0,0,0,0,transit,2015
KOI-2103.01,,2103.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.31,,1.13,0.91,1.02,1.08,        635.7412,        635.7413,        635.7415,1279.3,1279.3,1279.3,1314.0,1314.0,1314.0,1.2,-24.48,2.15,2.54,0.0346,0.00,0.03,89.4,0.0,KOI-2103,,,Cyg,G,0.85,0.88,5753.0,0.761084,0.000,0.000,14.7,801.82,19.7002,43.2328,-33.8,13.5857,1,0,0.656,1.546,-2.40,-0.17,-1.15,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-2104.01,,2104.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,5.90,,3.11,0.20,0.61,1.38,        1392.646,        1392.646,        1392.646,1556.3,1556.3,1556.3,,,,1.2,-27.55,5.91,2.17,0.0337,0.00,0.03,77.3,0.0,KOI-2104,,,Cyg,F,1.08,1.11,6153.0,1.581614,0.000,0.000,15.1,1391.63,19.2500,48.2772,-34.6,17.6064,1,0,0.923,2.154,-2.44,2.58,-1.05,0.21,,0.00,0.00,0.21,0,0,0,0,transit,2015
KOI-2105.01,,2105.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.00,,1.28,0.95,1.22,1.25,        273.3322,        273.3322,        273.3323,1035.9,1035.9,1035.9,1072.7,1072.7,1072.7,1.9,-23.83,2.43,6.42,0.0689,0.00,0.07,89.4,0.0,KOI-2105,,,Cyg,F,1.06,0.99,6201.0,1.297566,0.000,0.000,13.9,701.39,19.4581,44.0874,-32.9,7.6552,1,0,0.833,1.944,-2.38,-0.16,-0.98,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-2106.01,,2106.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.66,,2.18,1.42,3.09,2.59,        103.5590,        103.5590,        103.5590,812.7,812.7,812.7,859.7,859.7,859.7,20.8,-23.94,4.14,9.75,0.0892,0.00,0.09,88.2,0.0,KOI-2106,,,Cyg,G,1.00,0.90,5806.0,0.823981,0.000,0.000,15.2,1012.31,19.5934,50.4271,-31.8,5.3729,1,0,0.680,1.601,-2.28,-0.13,0.03,0.30,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-2107.01,,2107.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.84,,2.22,1.45,3.21,2.67,        4.461906,        4.461907,        4.461908,370.3,370.3,370.3,417.7,417.7,417.7,22.9,-20.55,4.22,81.32,0.3522,0.00,0.35,90.0,0.0,KOI-2107,,,Cyg,G,0.88,0.80,5565.0,0.553477,0.000,0.000,15.1,811.99,19.6380,45.6713,-28.4,1.2135,1,0,0.565,1.340,-1.55,-0.12,0.95,0.35,0.00,0.00,0.00,0.48,0,0,0,0,transit,2015
KOI-2108.01,,2108.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.02,,3.13,0.20,0.61,1.39,        21.11681,        21.11681,        21.11682,546.1,546.1,546.1,,,,1.2,-22.99,5.95,51.33,0.2731,0.00,0.27,88.8,0.0,KOI-2108,,,Dra,F,1.03,1.12,6119.0,1.574968,0.000,0.000,15.0,1275.22,18.7548,48.0665,-30.1,2.1837,1,0,0.922,2.156,-2.05,2.58,-0.58,0.23,,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-2109.01,,2109.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.16,,2.04,1.31,2.68,2.34,        68.05053,        68.05053,        68.05054,731.7,731.7,731.7,777.2,777.2,777.2,14.7,-23.33,3.88,19.79,0.1475,0.00,0.15,90.0,0.0,KOI-2109,,,Cyg,F,1.08,1.03,6277.0,1.480524,0.000,0.000,14.1,831.74,19.1588,49.4524,-31.3,3.7256,1,0,0.886,2.064,-2.25,-0.13,-0.06,0.31,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-2110.01,,2110.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.09,,1.07,0.89,0.95,1.01,        588.9336,        588.9337,        588.9337,1255.1,1255.1,1255.1,1288.9,1288.9,1288.9,1.0,-24.28,2.03,5.04,0.0614,0.00,0.06,89.4,0.0,KOI-2110,,,Cyg,F,1.22,1.20,6452.0,2.220256,0.000,0.000,12.2,426.18,19.6312,49.3310,-33.7,10.3861,1,0,1.074,2.494,-2.43,-0.17,-1.18,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-2111.01,Kepler-360 b,2111.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.61,,1.62,1.08,1.76,1.69,        669.1117,        669.1118,        669.1119,1295.7,1295.7,1295.7,1336.6,1336.6,1336.6,5.0,-25.32,3.08,3.29,0.0436,0.00,0.04,89.4,0.0,KOI-2111,,,Lyr,F,1.02,1.03,6052.0,1.271955,0.000,0.000,14.9,1100.20,19.0856,44.7816,-33.8,12.5904,2,0,0.832,1.948,-2.41,-0.15,-0.82,0.28,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-2111.02,Kepler-360 c,2111.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.80,,2.11,1.36,2.88,2.46,        235.4490,        235.4491,        235.4491,998.0,998.0,998.0,1044.2,1044.2,1044.2,17.4,-24.76,4.01,7.19,0.0735,0.00,0.07,90.0,0.0,KOI-2111,,,Lyr,F,1.02,1.03,6052.0,1.271955,0.000,0.000,14.9,1100.20,19.0856,44.7816,-32.7,7.4588,2,0,0.832,1.948,-2.36,-0.13,-0.22,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-2113.01,Kepler-417 c,2113.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.77,,2.70,0.19,0.52,1.18,        34.14981,        34.14981,        34.14981,615.9,615.9,615.9,,,,0.7,-23.19,5.13,15.94,0.1194,0.00,0.12,90.0,0.0,KOI-2113,,,Cyg,G,0.90,0.81,5376.0,0.486852,0.000,0.000,15.9,1086.33,19.5883,42.7797,-30.6,3.5980,2,0,0.536,1.278,-2.12,2.45,-0.81,0.23,,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-2113.02,Kepler-417 b,2113.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.43,,2.49,1.71,4.26,3.26,        48.10619,        48.10619,        48.10621,671.0,671.0,671.0,721.3,721.3,721.3,45.2,-23.39,4.73,12.33,0.1006,0.00,0.10,89.4,0.0,KOI-2113,,,Cyg,G,0.90,0.81,5376.0,0.486852,0.000,0.000,15.9,1086.33,19.5883,42.7797,-31.0,4.2707,2,0,0.536,1.278,-2.17,-0.11,0.70,0.30,0.00,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-2114.01,,2114.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.77,,1.92,1.24,2.38,2.14,        55.94187,        55.94188,        55.94189,696.8,696.8,696.8,741.0,741.0,741.0,10.9,-22.99,3.65,4.42,0.0461,0.00,0.05,86.5,0.0,KOI-2114,,,Lyr,K,0.67,0.66,4189.0,0.118888,0.000,0.000,15.2,388.42,18.7408,42.4549,-31.1,7.5889,1,0,0.278,0.698,-2.11,-0.14,-0.16,0.32,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2115.01,Kepler-67 b,2115.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.28,,2.81,0.19,0.54,1.23,        30.58182,        30.58182,        30.58182,599.1,599.1,599.1,,,,0.8,-23.16,5.34,15.73,0.1153,0.00,0.12,89.4,0.0,KOI-2115,,,Cyg,G,0.83,0.75,5324.0,0.406557,0.000,0.000,16.1,1117.32,19.6102,46.1664,-30.5,3.4716,1,0,0.491,1.173,-2.10,2.48,-0.75,0.23,,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-2116.01,,2116.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.66,,1.39,0.99,1.38,1.38,        2352.104,        2352.105,        2352.105,1774.2,1774.2,1774.2,1812.4,1812.4,1812.4,2.6,-26.36,2.64,1.25,0.0229,0.00,0.02,90.0,0.0,KOI-2116,,,Cyg,F,1.02,0.95,6231.0,1.233467,0.000,0.000,14.7,999.47,19.4097,44.0625,-35.2,22.3660,1,0,0.811,1.891,-2.46,-0.16,-1.09,0.27,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2117.01,,2117.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.59,,1.91,1.23,2.35,2.12,        18.04696,        18.04696,        18.04696,525.1,525.1,525.1,569.2,569.2,569.2,10.6,-21.74,3.63,13.36,0.1004,0.00,0.10,90.0,0.0,KOI-2117,,,Lyr,K,0.76,0.71,4491.0,0.181916,0.000,0.000,15.6,592.43,19.0986,39.2700,-29.9,3.7481,1,0,0.341,0.843,-1.96,-0.14,0.06,0.34,0.00,0.00,0.00,0.33,0,0,0,0,transit,2015
KOI-2119.01,,2119.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.60,,1.38,0.99,1.36,1.37,        2956.364,        2956.365,        2956.365,1878.6,1878.6,1878.6,1916.6,1916.6,1916.6,2.6,-26.59,2.62,0.57,0.0129,0.00,0.01,89.4,0.0,KOI-2119,,,Lyr,K,0.88,0.86,5203.0,0.491969,0.000,0.000,14.1,481.21,19.4033,39.1417,-35.4,36.3404,1,0,0.544,1.305,-2.40,-0.16,-1.12,0.27,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2120.01,,2120.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.87,,1.42,1.00,1.42,1.42,        83.83665,        83.83666,        83.83668,770.9,770.9,770.9,809.4,809.4,809.4,2.9,-22.77,2.70,8.77,0.0784,0.00,0.08,90.0,0.0,KOI-2120,,,Cyg,K,0.83,0.91,5146.0,0.515307,0.000,0.000,13.7,413.02,19.8050,39.9338,-31.6,6.1546,1,0,0.558,1.342,-2.22,-0.16,-0.74,0.30,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-2121.01,,2121.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.66,,1.39,0.99,1.38,1.38,        211.5007,        211.5007,        211.5007,971.6,971.6,971.6,1009.7,1009.7,1009.7,2.6,-23.73,2.64,4.51,0.0513,0.00,0.05,89.4,0.0,KOI-2121,,,Cyg,G,0.88,0.81,5559.0,0.556604,0.000,0.000,15.0,766.48,19.7362,45.9851,-32.6,8.3804,1,0,0.567,1.345,-2.33,-0.16,-0.87,0.29,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-2122.01,,2122.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.41,,1.77,1.16,2.05,1.90,        15.80199,        15.80200,        15.80200,508.0,508.0,508.0,550.5,550.5,550.5,7.4,-21.43,3.36,37.65,0.2116,0.00,0.21,89.4,0.0,KOI-2122,,,Lyr,G,0.89,0.85,5758.0,0.707527,0.000,0.000,14.3,629.59,19.4431,39.3966,-29.7,2.1333,1,0,0.632,1.490,-1.98,-0.14,-0.10,0.33,0.00,0.00,0.00,0.35,0,0,0,0,transit,2015
KOI-2123.01,,2123.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.54,,2.21,1.44,3.18,2.65,        30.37844,        30.37845,        30.37845,598.1,598.1,598.1,645.4,645.4,645.4,22.4,-22.63,4.20,29.46,0.1879,0.00,0.19,90.0,0.0,KOI-2123,,,Cyg,F,1.02,0.95,6036.0,1.072554,0.000,0.000,14.4,810.41,20.1029,44.6056,-30.5,2.6918,1,0,0.765,1.791,-2.12,-0.12,0.37,0.32,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-2124.01,,2124.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,0.87,,1.00,0.87,0.87,0.93,        1.846226,        1.846226,        1.846226,297.0,297.0,297.0,329.8,329.8,329.8,0.8,-17.84,1.90,42.34,0.1961,0.00,0.20,90.0,0.0,KOI-2124,,,Cyg,K,0.56,0.55,4029.0,0.070997,0.000,0.000,14.3,198.25,19.6859,49.3798,-27.4,1.4893,1,0,0.216,0.546,-1.12,-0.17,-0.68,0.43,0.00,0.00,0.00,0.79,0,0,0,0,transit,2015
KOI-2125.01,,2125.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.00,,2.95,0.19,0.57,1.30,        51.81150,        51.81152,        51.81152,683.5,683.5,683.5,,,,1.0,-23.84,5.61,23.36,0.1637,0.00,0.16,86.5,0.0,KOI-2125,,,Cyg,F,1.07,1.01,6244.0,1.388429,0.000,0.000,15.3,1432.97,19.4976,45.9683,-31.0,3.2852,1,0,0.860,2.004,-2.22,2.52,-0.77,0.23,,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-2126.01,,2126.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.91,,2.34,1.55,3.64,2.92,        32.47815,        32.47815,        32.47815,608.2,608.2,608.2,656.9,656.9,656.9,30.9,-22.83,4.45,9.69,0.0754,0.00,0.08,88.2,0.0,KOI-2126,,,Lyr,K,0.61,0.62,4818.0,0.184643,0.000,0.000,15.9,677.64,19.4539,38.6227,-30.5,4.3690,1,0,0.339,0.827,-2.08,-0.12,0.56,0.32,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2129.01,,2129.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.07,,1.88,1.22,2.28,2.07,        184.1844,        184.1844,        184.1844,938.6,938.6,938.6,982.3,982.3,982.3,9.8,-24.24,3.57,8.80,0.0872,0.00,0.09,90.0,0.0,KOI-2129,,,Cyg,F,1.14,1.05,6140.0,1.400509,0.000,0.000,15.2,1320.38,19.6976,45.8127,-32.4,6.4081,1,0,0.869,2.029,-2.35,-0.14,-0.42,0.30,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-2130.01,,2130.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.07,,2.08,1.34,2.79,2.41,        6.261737,        6.261737,        6.261738,403.0,403.0,403.0,448.9,448.9,448.9,16.2,-20.77,3.95,16.86,0.1067,0.00,0.11,88.8,0.0,KOI-2130,,,Lyr,K,0.57,0.56,3972.0,0.071289,0.000,0.000,15.7,374.96,19.4484,37.5289,-28.7,2.8222,1,0,0.217,0.549,-1.66,-0.13,0.59,0.36,0.00,0.00,0.00,0.43,0,0,0,0,transit,2015
KOI-2131.01,,2131.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.13,,2.55,0.19,0.48,1.11,        181.3720,        181.3720,        181.3720,934.9,934.9,934.9,,,,0.6,-24.89,4.85,14.36,0.1273,0.00,0.13,89.4,0.0,KOI-2131,,,Cyg,F,1.33,1.29,6661.0,2.939186,0.000,0.000,14.6,1488.65,19.7979,47.7515,-32.4,5.4023,1,0,1.221,2.827,-2.36,2.41,-1.03,0.22,,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-2132.01,,2132.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.43,,1.84,1.19,2.20,2.01,        5.342885,        5.342885,        5.342887,387.3,387.3,387.3,430.7,430.7,430.7,8.9,-20.33,3.50,69.90,0.2985,0.00,0.30,90.0,0.0,KOI-2132,,,Cyg,G,0.72,0.76,5509.0,0.476063,0.000,0.000,14.6,582.87,19.7798,46.3717,-28.6,1.3551,1,0,0.526,1.249,-1.63,-0.14,0.24,0.38,0.00,0.00,0.00,0.47,0,0,0,0,transit,2015
KOI-2133.01,Kepler-91 b,2133.01,Hot,Jovian,,,non-habitable,,,,15.39,,,,        3200.079,        3200.080,        3200.080,1916.2,1916.2,1916.2,,,,,-31.94,29.57,6.25,0.0733,0.00,0.07,71.0,0.0,KOI-2133,,,Lyr,K,1.34,6.53,4605.0,17.193676,0.000,0.000,12.5,1364.54,19.0449,44.1167,-35.5,48.9345,1,0,3.303,8.122,-2.34,,,,0.00,0.00,0.00,0.06,0,0,0,1,transit,2015
KOI-2134.01,,2134.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,19.17,,2.32,1.53,3.56,2.87,        17.37154,        17.37154,        17.37155,520.1,520.1,520.1,568.6,568.6,568.6,29.4,-22.12,4.41,42.30,0.2323,0.00,0.23,90.0,0.0,KOI-2134,,,Lyr,G,0.93,0.98,5749.0,0.937426,0.000,0.000,14.8,902.19,19.2938,39.3388,-29.8,2.2438,1,0,0.728,1.716,-2.00,-0.12,0.71,0.32,0.00,0.00,0.00,0.31,0,0,0,0,transit,2015
KOI-2135.01,Kepler-361 c,2135.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.46,,2.24,1.46,3.28,2.71,        23.55389,        23.55390,        23.55390,561.3,561.3,561.3,608.9,608.9,608.9,24.1,-22.38,4.26,55.19,0.2903,0.00,0.29,90.0,0.0,KOI-2135,,,Cyg,F,1.06,1.18,6327.0,1.984983,0.000,0.000,13.6,759.89,19.7869,46.7411,-30.2,2.1571,3,0,1.023,2.381,-2.08,-0.12,0.48,0.32,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-2135.02,,2135.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.84,,1.25,0.94,1.18,1.21,        90.01272,        90.01273,        90.01273,784.7,784.7,784.7,821.1,821.1,821.1,1.7,-22.57,2.38,20.19,0.1485,0.00,0.15,90.0,0.0,KOI-2135,,,Cyg,F,1.06,1.18,6327.0,1.984983,0.000,0.000,13.6,759.89,19.7869,46.7411,-31.6,4.2176,3,0,1.023,2.381,-2.29,-0.16,-0.89,0.29,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-2135.03,Kepler-361 b,2135.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.05,,1.29,0.96,1.23,1.26,        286.0663,        286.0664,        286.0664,1047.8,1047.8,1047.8,1084.6,1084.6,1084.6,2.0,-23.90,2.45,8.49,0.0833,0.00,0.08,90.0,0.0,KOI-2135,,,Cyg,F,1.06,1.18,6327.0,1.984983,0.000,0.000,13.6,759.89,19.7869,46.7411,-32.9,7.5225,3,0,1.023,2.381,-2.38,-0.16,-0.98,0.28,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-2137.01,,2137.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.49,,1.50,1.03,1.55,1.52,        55.75953,        55.75954,        55.75955,696.2,696.2,696.2,735.7,735.7,735.7,3.6,-22.44,2.85,14.97,0.1103,0.00,0.11,90.0,0.0,KOI-2137,,,Cyg,G,0.80,0.92,5470.0,0.678376,0.000,0.000,13.7,481.11,19.9491,45.8347,-31.1,4.4413,1,0,0.629,1.496,-2.20,-0.15,-0.61,0.30,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-2138.01,,2138.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.38,,2.17,1.41,3.05,2.57,        861.7739,        861.7739,        861.7739,1380.4,1380.4,1380.4,1427.2,1427.2,1427.2,20.2,-26.24,4.12,23.55,0.2134,0.00,0.21,90.0,0.0,KOI-2138,,,Cyg,A,2.33,2.29,9565.0,39.244805,0.000,0.000,12.0,1628.11,19.6661,40.1444,-34.1,5.7111,1,0,4.344,10.011,-2.46,-0.13,-0.39,0.29,0.00,0.00,0.00,0.25,0,0,0,0,transit,2015
KOI-2140.01,,2140.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,21.07,,2.37,1.58,3.75,2.98,        13.60121,        13.60121,        13.60122,489.3,489.3,489.3,538.3,538.3,538.3,33.3,-21.90,4.51,41.70,0.2331,0.00,0.23,90.0,0.0,KOI-2140,,,Cyg,G,0.97,0.87,5737.0,0.739030,0.000,0.000,15.3,1006.90,19.4622,44.1155,-29.6,1.9937,1,0,0.647,1.525,-1.94,-0.12,0.88,0.32,0.00,0.00,0.00,0.33,0,0,0,0,transit,2015
KOI-2143.01,,2143.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.90,,1.01,0.87,0.88,0.94,        204.4996,        204.4996,        204.4996,963.4,963.4,963.4,996.4,996.4,996.4,0.8,-23.00,1.92,4.79,0.0538,0.00,0.05,89.4,0.0,KOI-2143,,,Cyg,G,0.90,0.83,5573.0,0.591912,0.000,0.000,14.1,528.80,19.4723,49.2375,-32.5,8.1988,1,0,0.584,1.385,-2.33,-0.17,-1.14,0.28,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-2144.01,,2144.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.17,,2.56,0.19,0.48,1.11,        15.06473,        15.06474,        15.06474,501.9,501.9,501.9,,,,0.6,-22.18,4.87,38.67,0.2079,0.00,0.21,88.8,0.0,KOI-2144,,,Cyg,G,0.80,0.91,5432.0,0.651134,0.000,0.000,14.9,814.33,19.9977,44.1609,-29.7,2.3405,1,0,0.618,1.471,-1.96,2.41,-0.77,0.24,,0.00,0.00,0.31,0,0,0,0,transit,2015
KOI-2145.01,,2145.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.27,,1.68,1.11,1.87,1.77,        183.1504,        183.1505,        183.1505,937.2,937.2,937.2,978.8,978.8,978.8,5.9,-23.99,3.19,8.33,0.0812,0.00,0.08,89.4,0.0,KOI-2145,,,Cyg,F,1.02,1.00,6057.0,1.207592,0.000,0.000,15.1,1171.68,19.8013,44.3275,-32.4,6.5666,1,0,0.811,1.897,-2.34,-0.15,-0.61,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2146.01,,2146.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.57,,1.51,1.04,1.57,1.54,        264.5743,        264.5743,        264.5743,1027.5,1027.5,1027.5,1067.1,1067.1,1067.1,3.7,-24.16,2.87,2.95,0.0369,0.00,0.04,89.4,0.0,KOI-2146,,,Lyr,K,0.77,0.81,4983.0,0.360247,0.000,0.000,15.3,725.25,19.3943,42.2866,-32.8,11.6750,1,0,0.471,1.138,-2.30,-0.15,-0.80,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-2147.01,Kepler-362 c,2147.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.27,,1.68,1.11,1.87,1.77,        12.47587,        12.47587,        12.47588,478.8,478.8,478.8,520.4,520.4,520.4,5.9,-21.06,3.19,37.87,0.2054,0.00,0.21,88.8,0.0,KOI-2147,,,Cyg,G,0.81,0.73,5776.0,0.526347,0.000,0.000,14.5,598.44,19.4514,47.5299,-29.5,1.8837,2,0,0.545,1.283,-1.92,-0.15,-0.16,0.34,0.00,0.00,0.00,0.37,0,0,0,1,transit,2015
KOI-2147.02,Kepler-362 b,2147.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.49,,0.84,0.83,0.69,0.76,        70.50896,        70.50896,        70.50898,738.3,738.3,738.3,768.4,768.4,768.4,0.4,-21.44,1.60,10.33,0.0864,0.00,0.09,90.0,0.0,KOI-2147,,,Cyg,G,0.81,0.73,5776.0,0.526347,0.000,0.000,14.5,598.44,19.4514,47.5299,-31.4,4.4791,2,0,0.545,1.283,-2.24,-0.18,-1.19,0.28,0.00,0.00,0.00,0.31,0,0,0,1,transit,2015
KOI-2148.01,Kepler-363 d,2148.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.16,,2.98,0.19,0.58,1.32,        361.7304,        361.7304,        361.7304,1111.1,1111.1,1111.1,,,,1.0,-25.98,5.67,11.93,0.1111,0.00,0.11,86.5,0.0,KOI-2148,,,Lyr,G,1.28,2.13,5759.0,4.464915,0.000,0.000,13.4,1030.36,18.8795,41.3054,-33.2,10.2162,3,0,1.588,3.742,-2.37,2.53,-0.97,0.22,,0.00,0.00,0.21,0,0,0,1,transit,2015
KOI-2148.02,Kepler-363 c,2148.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.29,,2.35,1.56,3.67,2.94,        665.6489,        665.6491,        665.6492,1294.1,1294.1,1294.1,1342.9,1342.9,1342.9,31.7,-26.13,4.47,7.54,0.0819,0.00,0.08,88.8,0.0,KOI-2148,,,Lyr,G,1.28,2.13,5759.0,4.464915,0.000,0.000,13.4,1030.36,18.8795,41.3054,-33.8,13.8741,3,0,1.588,3.742,-2.40,-0.12,-0.15,0.29,0.00,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-2148.03,Kepler-363 b,2148.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.01,,1.74,1.14,1.98,1.86,        1778.843,        1778.843,        1778.844,1654.5,1654.5,1654.5,1696.8,1696.8,1696.8,6.9,-26.55,3.31,3.61,0.0501,0.00,0.05,88.8,0.0,KOI-2148,,,Lyr,G,1.28,2.13,5759.0,4.464915,0.000,0.000,13.4,1030.36,18.8795,41.3054,-34.9,22.7746,3,0,1.588,3.742,-2.43,-0.14,-0.85,0.28,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-2149.01,,2149.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.51,,1.70,1.12,1.91,1.80,        225.0598,        225.0599,        225.0599,986.8,986.8,986.8,1028.6,1028.6,1028.6,6.2,-24.24,3.23,13.15,0.1154,0.00,0.12,82.5,0.0,KOI-2149,,,Cyg,F,1.19,1.44,6331.0,2.997158,0.000,0.000,12.1,469.10,19.8524,47.8861,-32.6,6.6629,1,0,1.256,2.924,-2.37,-0.15,-0.62,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
